split,unit,family,contrast,baseline,treatment,metric,delta_treatment_minus_baseline,paired_seed_sample_sd,delta_seed_42,delta_seed_43,delta_seed_44,ci95_low,ci95_high,valid_replicates,undefined_replicates,minimum_valid_met,p_centered_bootstrap_approx,endpoint_role,family_holm_p,pooled_test_holm_sensitivity_p
dev,question,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,forced_completion_rate,0.001506024096385547,0.017368317160648798,0.021084337349397603,-0.012048192771084335,-0.004518072289156627,-0.01444788441692467,0.017355926705802282,10000,0,True,0.8553144685531446,exploratory,,
dev,question,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,strict_parse_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,True,1.0,exploratory,,
dev,qa,SFT_DEV,SFT_VS_SCORE,S0,R3,Exact,0.03664658634538154,0.04671912337671682,0.08433734939759041,0.034638554216867457,-0.009036144578313254,0.02026265580005931,0.05290190035952743,10000,0,True,9.999000099990002e-05,exploratory,,
dev,qa,SFT_DEV,SFT_VS_SCORE,S0,R3,MAE,-0.04668674698795183,0.05275385508475002,-0.09337349397590367,-0.05722891566265065,0.010542168674698815,-0.06836359332616816,-0.02456101594191667,10000,0,True,9.999000099990002e-05,primary,0.0005999400059994001,
dev,qa,SFT_DEV,SFT_VS_SCORE,S0,R3,Signed_Bias,0.009538152610441766,0.07831807986360519,0.08734939759036145,-0.06927710843373495,0.010542168674698801,-0.01483679525222551,0.03264953690797012,10000,0,True,0.43755624437556245,exploratory,,
dev,qa,SFT_DEV,SFT_VS_SCORE,S0,R3,absolute_Signed_Bias,0.009538152610441766,0.07831807986360519,0.08734939759036145,-0.06927710843373495,0.010542168674698801,-0.014955130972863788,0.03181818181818182,10000,0,True,0.42545745425457454,exploratory,,
dev,qa,SFT_DEV,SFT_VS_SCORE,S0,R3,Kendall_tau_b,0.06819743979067573,0.08020516565143944,0.1486391178726562,0.06772230388462963,-0.011769102385258634,0.04054954848326414,0.09585247128562226,10000,0,True,9.999000099990002e-05,exploratory,,
dev,qa,SFT_DEV,SFT_VS_SCORE,S0,R3,QWK,0.10309752511589747,0.12631457306728286,0.18619390185300955,0.1653598155008993,-0.042261142006216446,0.053615247375310864,0.15348330499712273,10000,0,True,9.999000099990002e-05,exploratory,,
dev,qa,SFT_DEV,SFT_VS_SCORE,S0,R3,L2H_rate,-0.21666666666666667,0.23094010767585027,-0.35,-0.35000000000000003,0.04999999999999993,-0.3333333333333333,-0.09523809523809523,10000,0,True,0.0008999100089991,primary,0.0044995500449955,
dev,qa,SFT_DEV,SFT_VS_SCORE,S0,R3,H2L_rate,0.001718213058419244,0.001718213058419244,0.003436426116838488,0.001718213058419244,0.0,-0.0011574074074074073,0.006204173716864072,10000,0,True,0.43255674432556745,exploratory,,
dev,qa,SFT_DEV,SFT_VS_SCORE,S0,R3,Label_1_Recall,0.27777777777777773,0.5357583756107198,0.5,0.6666666666666666,-0.33333333333333337,0.08333333333333333,0.5,9973,27,True,0.025867254862642873,exploratory,,
dev,qa,SFT_DEV,SFT_VS_SCORE,S0,R3,Label_2_Recall,0.023809523809523808,0.041239304942116126,0.0,0.0,0.07142857142857142,0.0,0.08333333333333333,10000,0,True,0.5355464453554645,exploratory,,
dev,qa,SFT_DEV,SFT_VS_SCORE,S0,R3,Label_3_Recall,0.03763440860215054,0.040590507716509405,0.03225806451612903,0.08064516129032258,0.0,-9.25185853854297e-18,0.08163265306122451,10000,0,True,0.0871912808719128,exploratory,,
dev,qa,SFT_DEV,SFT_VS_SCORE,S0,R3,Label_4_Recall,-0.0014064697609001235,0.07433029683107634,-0.08016877637130804,0.06751054852320681,0.008438818565400852,-0.035813769714530305,0.03234980098737593,10000,0,True,0.9452054794520548,exploratory,,
dev,qa,SFT_DEV,SFT_VS_SCORE,S0,R3,Label_5_Recall,0.05893719806763283,0.12488459981527547,0.2028985507246377,-0.005797101449275366,-0.020289855072463836,0.039383722436291804,0.07927411652340018,10000,0,True,9.999000099990002e-05,exploratory,,
dev,qa,SFT_DEV,SFT_VS_SCORE,S0,R3,forced_completion_rate,0.16014056224899598,0.08005100106537207,0.20933734939759036,0.0677710843373494,0.2033132530120482,0.1398176291793313,0.1810824481537683,10000,0,True,9.999000099990002e-05,exploratory,,
dev,qa,SFT_DEV,SFT_VS_SCORE,S0,R3,strict_parse_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,True,1.0,exploratory,,
dev,qa,SFT_DEV,CONSISTENT_VS_ALL,R1,R3,Exact,-0.0025100401606425273,0.004841190141060717,-0.004518072289156572,-0.0060240963855421326,0.003012048192771122,-0.012633919815487452,0.008081422123975284,10000,0,True,0.6442355764423557,exploratory,,
dev,qa,SFT_DEV,CONSISTENT_VS_ALL,R1,R3,MAE,0.002510040160642546,0.0037900775277463525,0.0060240963855421326,0.0030120481927710663,-0.001506024096385561,-0.010370370370370363,0.015198090642267018,10000,0,True,0.6991300869913009,primary,1.0,
dev,qa,SFT_DEV,CONSISTENT_VS_ALL,R1,R3,Signed_Bias,-0.00953815261044177,0.0008695034174542465,-0.009036144578313254,-0.009036144578313268,-0.010542168674698787,-0.024765242337400156,0.004566384062813228,10000,0,True,0.20587941205879412,exploratory,,
dev,qa,SFT_DEV,CONSISTENT_VS_ALL,R1,R3,absolute_Signed_Bias,-0.00953815261044177,0.0008695034174542465,-0.009036144578313254,-0.009036144578313268,-0.010542168674698787,-0.024765242337400156,0.004566384062813228,10000,0,True,0.20587941205879412,exploratory,,
dev,qa,SFT_DEV,CONSISTENT_VS_ALL,R1,R3,Kendall_tau_b,0.0035444483765144272,0.010771056109880725,0.0013857566581342295,-0.005983782644570557,0.015231371115979608,-0.012885979212534539,0.020828153911486593,10000,0,True,0.6736326367363263,exploratory,,
dev,qa,SFT_DEV,CONSISTENT_VS_ALL,R1,R3,QWK,-0.001725934552617862,0.021835696817884803,0.014463682396706146,0.006919026469287437,-0.02656051252384717,-0.023575014495949967,0.02020578539653762,10000,0,True,0.8757124287571243,exploratory,,
dev,qa,SFT_DEV,CONSISTENT_VS_ALL,R1,R3,L2H_rate,-1.850371707708594e-17,0.08660254037844385,-0.050000000000000044,-0.04999999999999999,0.09999999999999998,-0.04999999999999999,0.04761904761904764,10000,0,True,0.9717028297170283,primary,1.0,
dev,qa,SFT_DEV,CONSISTENT_VS_ALL,R1,R3,H2L_rate,0.001718213058419244,0.001718213058419244,0.003436426116838488,0.0,0.001718213058419244,0.0,0.004670169293636894,10000,0,True,0.23997600239976002,exploratory,,
dev,qa,SFT_DEV,CONSISTENT_VS_ALL,R1,R3,Label_1_Recall,-0.05555555555555556,0.2545875386086578,0.16666666666666669,0.0,-0.33333333333333337,-0.16666666666666666,0.0,9973,27,True,0.5212552636855825,exploratory,,
dev,qa,SFT_DEV,CONSISTENT_VS_ALL,R1,R3,Label_2_Recall,0.0,0.07142857142857142,-0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,10000,0,True,1.0,exploratory,,
dev,qa,SFT_DEV,CONSISTENT_VS_ALL,R1,R3,Label_3_Recall,0.00537634408602151,0.024637503736321714,0.03225806451612903,0.0,-0.016129032258064502,-0.024242424242424242,0.03954802259887006,10000,0,True,0.7847215278472153,exploratory,,
dev,qa,SFT_DEV,CONSISTENT_VS_ALL,R1,R3,Label_4_Recall,0.002812939521800321,0.033843064459960555,-0.029535864978902926,0.0,0.03797468354430389,-0.01843971631205669,0.02627939142461962,10000,0,True,0.8149185081491851,exploratory,,
dev,qa,SFT_DEV,CONSISTENT_VS_ALL,R1,R3,Label_5_Recall,-0.006763285024154612,0.0109737359339136,0.005797101449275366,-0.011594202898550732,-0.01449275362318847,-0.01868239921337263,0.004945598417408493,10000,0,True,0.2716728327167283,exploratory,,
dev,qa,SFT_DEV,CONSISTENT_VS_ALL,R1,R3,forced_completion_rate,-0.01204819277108434,0.14891372527690505,0.016566265060240948,-0.17319277108433734,0.12048192771084337,-0.032159376875061554,0.007622242133680881,10000,0,True,0.2395760423957604,exploratory,,
dev,qa,SFT_DEV,CONSISTENT_VS_ALL,R1,R3,strict_parse_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,True,1.0,exploratory,,
dev,qa,SFT_DEV,ALIGNED_VS_SHUFFLED,R2,R3,Exact,0.005522088353413686,0.008695034174542536,0.010542168674698815,0.010542168674698815,-0.004518072289156572,-0.007575757575757569,0.018463073852295397,10000,0,True,0.406959304069593,exploratory,,
dev,qa,SFT_DEV,ALIGNED_VS_SHUFFLED,R2,R3,MAE,-0.01305220883534138,0.017584618361583353,-0.016566265060241003,-0.028614457831325324,0.006024096385542188,-0.02825745682888538,0.0019960079840319334,10000,0,True,0.09059094090590941,primary,0.27177282271772824,
dev,qa,SFT_DEV,ALIGNED_VS_SHUFFLED,R2,R3,Signed_Bias,-0.030120481927710843,0.017368317160648798,-0.046686746987951805,-0.031626506024096404,-0.01204819277108432,-0.04833856076505,-0.013071895424836602,10000,0,True,0.000999900009999,exploratory,,
dev,qa,SFT_DEV,ALIGNED_VS_SHUFFLED,R2,R3,absolute_Signed_Bias,-0.030120481927710843,0.017368317160648798,-0.046686746987951805,-0.031626506024096404,-0.01204819277108432,-0.04833856076505,-0.013071895424836602,10000,0,True,0.000999900009999,exploratory,,
dev,qa,SFT_DEV,ALIGNED_VS_SHUFFLED,R2,R3,Kendall_tau_b,0.02006528666518274,0.018788812127746173,0.023322004360087245,0.037012847810116156,-0.00013899217465518365,-0.0009988296807773463,0.04146249292988846,10000,0,True,0.065993400659934,exploratory,,
dev,qa,SFT_DEV,ALIGNED_VS_SHUFFLED,R2,R3,QWK,0.04594433808733167,0.07048192635748665,0.07286415660897672,0.09899904730345332,-0.03403018965043503,0.014791897172819942,0.0789261276976044,10000,0,True,0.0045995400459954,exploratory,,
dev,qa,SFT_DEV,ALIGNED_VS_SHUFFLED,R2,R3,L2H_rate,-0.13333333333333336,0.1607275126832159,-0.25,-0.2,0.04999999999999993,-0.22807017543859653,-0.04444444444444443,10000,0,True,0.006399360063993601,primary,0.025597440255974404,
dev,qa,SFT_DEV,ALIGNED_VS_SHUFFLED,R2,R3,H2L_rate,0.001145475372279496,0.001984021543606961,0.003436426116838488,0.0,0.0,0.0,0.002918855808523059,10000,0,True,0.2333766623337666,exploratory,,
dev,qa,SFT_DEV,ALIGNED_VS_SHUFFLED,R2,R3,Label_1_Recall,0.16666666666666666,0.4409585518440985,0.33333333333333337,0.5,-0.33333333333333337,0.0,0.3333333333333333,9973,27,True,0.09484660116302386,exploratory,,
dev,qa,SFT_DEV,ALIGNED_VS_SHUFFLED,R2,R3,Label_2_Recall,0.023809523809523808,0.041239304942116126,0.0,0.0,0.07142857142857142,0.0,0.08333333333333333,10000,0,True,0.5355464453554645,exploratory,,
dev,qa,SFT_DEV,ALIGNED_VS_SHUFFLED,R2,R3,Label_3_Recall,0.0,0.04267340824297728,0.04838709677419356,-0.01612903225806453,-0.03225806451612903,-0.04,0.038888888888888896,10000,0,True,1.0,exploratory,,
dev,qa,SFT_DEV,ALIGNED_VS_SHUFFLED,R2,R3,Label_4_Recall,0.021097046413502185,0.014616462511129781,0.0042194092827004814,0.029535864978903037,0.029535864978903037,-0.006034559942698518,0.048064892199612366,10000,0,True,0.1317868213178682,exploratory,,
dev,qa,SFT_DEV,ALIGNED_VS_SHUFFLED,R2,R3,Label_5_Recall,-0.007729468599033858,0.011714353287905462,0.0028985507246376274,-0.005797101449275366,-0.020289855072463836,-0.022989368679023823,0.006782945736434083,10000,0,True,0.30696930306969306,exploratory,,
dev,qa,SFT_DEV,ALIGNED_VS_SHUFFLED,R2,R3,forced_completion_rate,-0.09086345381526106,0.1162698721354786,-0.036144578313253045,-0.2243975903614458,-0.012048192771084348,-0.11666666666666665,-0.06486986684713547,10000,0,True,9.999000099990002e-05,exploratory,,
dev,qa,SFT_DEV,ALIGNED_VS_SHUFFLED,R2,R3,strict_parse_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,True,1.0,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,Exact,0.00652610441767069,0.005701715206626788,0.0,0.009036144578313254,0.010542168674698815,-0.0005050505050504546,0.014534883720930224,10000,0,True,0.09169083091690831,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,MAE,-0.0055220883534136496,0.010251294104750081,0.006024096385542188,-0.009036144578313254,-0.013554216867469882,-0.016467065868263464,0.004580856228233714,10000,0,True,0.2999700029997,primary,1.0,
dev,qa,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,Signed_Bias,-0.024598393574297193,0.006791038784371824,-0.018072289156626523,-0.02409638554216867,-0.03162650602409639,-0.035168195718654434,-0.01508295625942685,10000,0,True,9.999000099990002e-05,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,absolute_Signed_Bias,-0.024598393574297193,0.006791038784371824,-0.018072289156626523,-0.02409638554216867,-0.03162650602409639,-0.035168195718654434,-0.01508295625942685,10000,0,True,9.999000099990002e-05,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,Kendall_tau_b,0.006752107935902825,0.011109504660132954,-0.005881951094947935,0.011143908089083387,0.014994366813573023,-0.0031700080022211497,0.017338378469071925,10000,0,True,0.20107989201079893,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,QWK,0.018078851232962528,0.02856576036110245,-0.014731024286010141,0.03154495991778827,0.03742261806710945,-0.006209880352199872,0.044035676576797946,10000,0,True,0.15708429157084292,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,L2H_rate,-0.06666666666666667,0.05773502691896258,0.0,-0.10000000000000003,-0.09999999999999998,-0.14285714285714285,0.0,10000,0,True,0.09559044095590441,primary,0.6691330866913309,
dev,qa,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,H2L_rate,0.002290950744558992,0.0009920107718034807,0.001718213058419244,0.003436426116838488,0.001718213058419244,0.0005546311702717693,0.0046540719315588406,10000,0,True,0.05089491050894911,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,Label_1_Recall,0.11111111111111112,0.09622504486493764,0.0,0.16666666666666674,0.16666666666666666,0.0,0.26666666666666666,9973,27,True,0.21014638058953278,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,Label_2_Recall,0.023809523809523808,0.041239304942116126,0.0,0.07142857142857142,0.0,0.0,0.07017543859649122,10000,0,True,0.5123487651234877,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,Label_3_Recall,0.04838709677419354,0.04267340824297726,0.0,0.06451612903225806,0.08064516129032256,0.008230452674897118,0.10204081632653061,10000,0,True,0.041495850414958506,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,Label_4_Recall,0.008438818565400815,0.007308231255564858,0.012658227848101222,0.0,0.012658227848101222,-0.005509641873278256,0.023710040187209593,10000,0,True,0.2715728427157284,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,Label_5_Recall,-0.004830917874396119,0.00442760936710707,-0.008695652173912993,0.0,-0.005797101449275366,-0.009523809523809526,-0.0009803921568627416,10000,0,True,0.0287971202879712,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,forced_completion_rate,0.024096385542168683,0.020261481998604995,0.04066265060240967,0.001506024096385547,0.03012048192771083,0.008995502248875575,0.03936663842345484,10000,0,True,0.0022997700229977,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_FIELD,R3,P1_FIELD_DPO,strict_parse_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,True,1.0,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,Exact,-0.0020080321285140443,0.0048411901410607165,0.001506024096385561,-0.0075301204819276935,0.0,-0.006535947712418315,0.002540650406504086,10000,0,True,0.41715828417158285,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,MAE,0.0020080321285140625,0.006791038784371829,-0.004518072289156627,0.009036144578313254,0.001506024096385561,-0.0031152647975077885,0.007102993404363267,10000,0,True,0.4687531246875312,primary,1.0,
dev,qa,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,Signed_Bias,-0.00602409638554217,0.00543004710160239,-0.004518072289156627,-0.012048192771084335,-0.001506024096385547,-0.012237262560912808,-0.0004930966469428033,10000,0,True,0.049095090490950906,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,absolute_Signed_Bias,-0.00602409638554217,0.00543004710160239,-0.004518072289156627,-0.012048192771084335,-0.001506024096385547,-0.012236906510034257,-0.0004930966469428033,10000,0,True,0.048995100489951,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,Kendall_tau_b,-0.0014978239103637565,0.005611251872281326,0.0044841885676144555,-0.006644704127387158,-0.0023329561713185676,-0.007121070721866808,0.0039742675883507024,10000,0,True,0.5809419058094191,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,QWK,0.004731691282163737,0.010203185202753935,0.016234616455867767,-0.0032259042602966748,0.0011863616509201202,-0.00279847723742265,0.014142878111953144,10000,0,True,0.2648735126487351,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,L2H_rate,-0.016666666666666663,0.02886751345948128,-0.04999999999999999,0.0,0.0,-0.057971014492753624,0.0,10000,0,True,0.5424457554244576,primary,1.0,
dev,qa,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,H2L_rate,0.001145475372279496,0.0009920107718034807,0.0,0.001718213058419244,0.001718213058419244,0.0,0.0029138804861221657,10000,0,True,0.22927707229277072,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,Label_1_Recall,0.05555555555555556,0.09622504486493764,0.0,0.0,0.16666666666666669,0.0,0.1888888888888831,9973,27,True,0.5080208542209745,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,Label_2_Recall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,True,1.0,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,Label_3_Recall,0.016129032258064512,0.016129032258064516,0.03225806451612903,0.016129032258064502,0.0,-0.005747126436781612,0.04093567251461988,10000,0,True,0.21197880211978803,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,Label_4_Recall,-0.008438818565400815,0.007308231255564922,-0.00421940928270037,-0.016877637130801704,-0.00421940928270037,-0.017949346405228765,0.0012531328320801735,10000,0,True,0.0872912708729127,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,Label_5_Recall,-0.0019323671497584554,0.003346958082258702,0.0,-0.005797101449275366,0.0,-0.005970149253731331,0.0019047619047619275,10000,0,True,0.3732626737326267,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,forced_completion_rate,-0.005522088353413658,0.011502449033523713,-0.018072289156626536,0.004518072289156627,-0.0030120481927710663,-0.02045089418480943,0.009188361408882087,10000,0,True,0.46195380461953806,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_OFFSET,P1_FIELD_DPO,P2_SORC_SCORE,strict_parse_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,True,1.0,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,Exact,0.0005020080321285203,0.0008695034174542665,0.001506024096385561,0.0,0.0,-0.004880787805949555,0.005831116596795139,10000,0,True,0.8719128087191281,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,MAE,-0.0025100401606425646,0.001739006834908517,-0.004518072289156627,-0.0015060240963855054,-0.001506024096385561,-0.009552538964303673,0.003938946331856227,10000,0,True,0.4831516848315168,primary,1.0,
dev,qa,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,Signed_Bias,-0.0005020080321285156,0.004600979613409479,-0.004518072289156627,-0.001506024096385547,0.004518072289156627,-0.009104704097116847,0.007739938080495358,10000,0,True,0.9182081791820818,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,absolute_Signed_Bias,-0.0005020080321285156,0.004600979613409479,-0.004518072289156627,-0.001506024096385547,0.004518072289156627,-0.009104704097116847,0.007729730336070347,10000,0,True,0.918008199180082,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,Kendall_tau_b,0.004811621527624266,0.002972140700008914,0.00715675186541731,0.00580905477225746,0.0014690579451980268,-0.002846848193834263,0.01350622472841884,10000,0,True,0.24977502249775022,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,QWK,0.010379697810302199,0.01376475181746012,0.02621783264351818,0.0036154058480248885,0.0013058549393635266,-0.003955595315119656,0.030787093869758746,10000,0,True,0.2508749125087491,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,L2H_rate,-0.016666666666666663,0.02886751345948128,-0.04999999999999999,0.0,0.0,-0.05555555555555556,0.0,10000,0,True,0.5372462753724627,primary,1.0,
dev,qa,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,H2L_rate,0.0,0.001718213058419244,0.001718213058419244,0.0,-0.001718213058419244,-0.0017035775127768312,0.0017064846416382253,10000,0,True,1.0,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,Label_1_Recall,0.11111111111111112,0.1924500897298753,0.33333333333333337,0.0,0.0,0.0,0.26666666666666666,9973,27,True,0.21806697413274514,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,Label_2_Recall,0.023809523809523808,0.041239304942116126,0.0,0.07142857142857142,0.0,0.0,0.08333333333333333,10000,0,True,0.5515448455154485,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,Label_3_Recall,-0.021505376344086013,0.024637503736321714,0.0,-0.04838709677419353,-0.016129032258064502,-0.052083333333333336,0.005555555555555554,10000,0,True,0.17218278172182783,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,Label_4_Recall,-3.700743415417188e-17,0.012658227848101278,-0.012658227848101333,0.012658227848101222,0.0,-0.00952478532396569,0.009887005649717525,10000,0,True,0.9784021597840216,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,Label_5_Recall,0.0019323671497584922,0.00442760936710707,0.005797101449275366,-0.0028985507246376274,0.0028985507246377384,-0.0027855153203342206,0.006842619745845546,10000,0,True,0.46125387461253875,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,forced_completion_rate,-0.01706827309236948,0.015085320483249726,-0.0015060240963855331,-0.01807228915662651,-0.03162650602409639,-0.03254501859463691,-0.0015432098765432098,10000,0,True,0.031196880311968805,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT,P2_SORC_SCORE,P3_JOINT_SORC,strict_parse_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,0,True,1.0,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,Exact,0.005020080321285166,0.004841190141060717,0.003012048192771122,0.001506024096385561,0.010542168674698815,-0.002083578623757223,0.012703252032520356,10000,0,True,0.18938106189381063,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,MAE,-0.006024096385542151,0.006564606842681756,-0.0030120481927710663,-0.0015060240963855054,-0.013554216867469882,-0.019221285164001435,0.005797946507795656,10000,0,True,0.3448655134486551,primary,1.0,
dev,qa,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,Signed_Bias,-0.03112449799196788,0.005701715206626771,-0.027108433734939777,-0.03765060240963855,-0.02861445783132531,-0.04513888888888889,-0.01877916407628929,10000,0,True,9.999000099990002e-05,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,absolute_Signed_Bias,-0.03112449799196788,0.005701715206626771,-0.027108433734939777,-0.03765060240963855,-0.02861445783132531,-0.04513888888888889,-0.01877916407628929,10000,0,True,9.999000099990002e-05,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,Kendall_tau_b,0.010065905553163335,0.004190998389862716,0.005758989338083831,0.01030825873395369,0.014130468587452483,-0.0013042018601347617,0.02365234090925714,10000,0,True,0.10618938106189381,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,QWK,0.033190240325428465,0.006192943261442742,0.027721424813375806,0.03193446150551649,0.039914834657393095,-9.74226278131482e-05,0.07542396141537973,10000,0,True,0.07989201079892011,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,L2H_rate,-0.09999999999999999,3.254629732262919e-17,-0.09999999999999998,-0.10000000000000003,-0.09999999999999998,-0.196078431372549,-0.016666666666666663,10000,0,True,0.041695830416958304,primary,0.33356664333566644,
dev,qa,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,H2L_rate,0.0034364261168384883,0.0017182130584192437,0.003436426116838488,0.005154639175257732,0.001718213058419244,0.0005837711617046118,0.006956521739130434,10000,0,True,0.0352964703529647,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,Label_1_Recall,0.27777777777777785,0.0962250448649376,0.33333333333333337,0.16666666666666674,0.33333333333333337,0.0,0.5555555555555557,9973,27,True,0.07539602967716062,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,Label_2_Recall,0.047619047619047616,0.08247860988423225,0.0,0.14285714285714285,0.0,0.0,0.1111111111111111,10000,0,True,0.20177982201779823,exploratory,,
dev,qa,PREFERENCE_DEV,DEV_JOINT_VS_SFT,R3,P3_JOINT_SORC,Label_3_Recall,0.04301075268817204,0.01862420223192341,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.012340067340067344,0.081485260770975,10000,0,True,0.017998200179982,exploratory,,
