synthetic_id,synthetic_plan_id,source_record_id,source_question_key_in_dev,source_question_key_in_test,source_triple_key_in_dev,source_triple_key_in_test,synthetic_question_key_in_dev,synthetic_question_key_in_test,synthetic_qa_key_in_dev,synthetic_qa_key_in_test,duplicate_synthetic_answer,duplicate_with_human_test_answer,source_split_not_train,leakage_status,notes
syn_e1117ba847674152,topup2_149,1214a9796760bb201b38fce79c99471cc31271d2,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_7b1ebb71d8cc1288,topup2_150,29e8219a42872cc76890bf6973ffb47bffbc5603,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_fdad34a2db74c627,topup2_151,203579577637a52d986e85779c3dc0cf760510cd,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_bfb92e89066756aa,topup2_152,50a3784db7682a849c290dc0d6dd48ee89d7d85e,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_87337679889973f1,topup2_153,6c370c202a258195bb098ace22f336e93ddedfce,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_e190943693a70f42,topup2_154,2d1b10f8a0728eba52d7750557f6547f5fd36ec7,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_bd7043bf6b9fb814,topup2_155,00cc2234e9bc1e2ee6ccbfcbedb59354ed0d0403,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_5b9278b624590984,topup2_156,b54da7cc935ebea5fc479d17f7713e8c59f50ee2,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_28f904bfc99ce183,topup2_157,923c5901d25da7cdda1620ca49e007b31b4a11f2,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_3b673d0eb55844ed,topup2_158,7caac849459b7c559fded7587661b8890d26dfa2,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_61429304c81176f4,topup2_159,149f9441c4d8d11ab5ae76d131041560ce986240,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
syn_6b9597789401cbab,topup2_160,8ec21e1d66dfa1c7c38f8c24cbbab5d4298cdbb2,False,False,False,False,False,False,False,False,False,False,False,PASS,Exp6-11 topup2 leakage and dedup check
