sample_id,label,label_region,language,pilot_group,qwen_score,deepseek_score,qwen_failure_bucket,deepseek_failure_bucket,qwen_derived_risk,deepseek_derived_risk,qwen_training_use,deepseek_training_use,conflict_type,adjudication_priority,top40_for_manual_review,question_preview,answer_preview,rubric_preview
ec9a7870c5ca6a68b1ba47d38ed2852f9d6a317e,3,mid,zh,exp27c_v3_60_paired_repilot,4,3,no_failure,hidden_or_missing_failure,low,medium,low_weight,high_weight,derived_risk_disagreement;failure_bucket_disagreement;possible_teacher_strictness_difference,5,True,"焦虑级别：轻度焦虑 对话内容：[{'学生': '我最近感觉有些焦虑，面对博士阶段的学习压力，有些时候会觉得吃力。'}, {'智能体': '我理解，这么高强度的课程和研究任务，难免会让人感到压力重重。你有没有哪些具体方面觉得特别挑战呢？'}, {'学生': '主要是我在实验设计和数据分析上有时候感到不太自信，担心自己的研究不能达到预期效果。'}, {'智能体': '这些感觉是很正常的，因为博士阶段的学习本身就涉及很多未知和不确定性。你做得很好，能够意识到自己在这些方面有不...","```json { ""情绪状态分析"": ""从对话中可以看出，学生正处在轻度焦虑的状态。这种焦虑主要来源于博士阶段的学习压力，特别是在实验设计和数据分析方面的挑战让他/她感到不太自信。这是非常正常的情绪反应，因为面对未知和不确定性时，大多数人都会有类似的感受。"", ""安慰与建议"": { ""安慰"": ""首先，请知道您并不孤单，在这样高水平的研究工作中遇到挑战是正常的经历。您的感受是非常普遍的，许多处于相同阶段的学生也会面临相似的压力。"", ""建议"": [ ""尝试将大目标分解...","[""5分： 充分融合所有关键场景要素（如学生历史、学习偏好等），输出高度个性化，并与教学情境高度匹配。"", ""4分： 有效使用主要场景要素，回答具有针对性；可能遗漏少量细节，但不影响整体效果。"", ""3分： 使用了部分场景信息，但融合较浅；个性化程度或情境契合度一般。"", ""2分： 仅表层提及场景信息，未有效融合核心要素；与上下文连接较弱。"", ""1分： 完全忽视场景特定信息；输出通用、模板化，且与场景不相关。""]"
1d5f77fabc222d72e4fb87f25eb3e5c41e786cf4,1,low,zh,exp27c_v3_60_paired_repilot,2,2,hidden_or_missing_failure,visible_failure,unclear,high,low_weight,low_weight,derived_risk_disagreement;failure_bucket_disagreement;possible_teacher_strictness_difference,5,True,"问题：在教育学中，哪个教学方法最强调学生的主动参与？ 学生的答案：合作学习法 请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","```json { ""评分"": ""部分正确"", ""评分细节"": ""合作学习法确实强调学生的主动参与，但它并不是唯一强调学生主动参与的教学方法。其他方法如项目式学习、探究式学习等也强调学生的主动参与。"", ""个性化反馈"": ""你的答案部分正确。合作学习法确实强调学生的主动参与，这是一个很好的选择。然而，还有其他教学方法如项目式学习和探究式学习也强调学生的主动参与。你可以考虑这些方法，以便更全面地理解教育学中强调学生主动参与的各种教学策略。继续加油！"" } ```","[""5分： 精准定位所有错误（无遗漏、无误报），给出的纠正建议完全正确、清晰且是最优或非常好的方案。"", ""4分： 准确定位了大部分主要错误，纠正建议基本正确有效，可能遗漏极少数次要错误或建议不够完美。"", ""3分： 定位了部分错误但有明显遗漏或误报，纠正建议部分正确但可能不够清晰、完整或并非最佳方案。"", ""2分： 错误定位不准确，遗漏了关键错误或大量误报，纠正建议存在错误或难以理解。"", ""1分： 完全未能识别错误，或给出了完全错误的纠正建议，起到了误导作用。""]"
4a94159b2cfae1127c979628b87af3087401a413,3,mid,en,exp27c_v3_60_paired_repilot,4,4,hidden_or_missing_failure,no_failure,low,low,low_weight,low_weight,failure_bucket_disagreement;possible_teacher_strictness_difference,5,True,"Anxiety Level: Severe Anxiety Dialogue with Student: [{'Agent': 'Hi there! How are you feeling today?'}, {'Student': ""Honestly, I'm really stressed out. I'm struggling with my Biology coursework and it's overwhelming.""}, {'Agent': ""I'm s...","```json { ""Emotional State Analysis"": { ""Key Emotions"": [""Stress"", ""Overwhelm"", ""Fear of Failure"", ""Intense Pressure""], ""Primary Stressors"": [""Academic workload in Biology"", ""Perceived falling behind"", ""High self-expectations""], ""Impact ...","[""5: Highly personalized content/advice/feedback based on student level/traits/needs; resource and learning path suggestions are accurate, practical, and valuable."", ""4: Demonstrates some adaptation to student situation; provides relevan..."
6c2ca811835d3ab2cc459573f13c0ae3caf83824,3,mid,zh,exp27c_v3_60_paired_repilot,4,4,hidden_or_missing_failure,no_failure,low,low,low_weight,low_weight,failure_bucket_disagreement,5,True,"{'姓名': '张伟', '年级': '大四', '学校': '某知名医学院', '当前能力水平': '具备扎实的基础医学知识，临床技能较为薄弱', '学习目标': '提高临床诊断能力，准备考取执业医师资格证', '知识薄弱点': ['心血管系统疾病诊断', '影像学基础', '药理学应用'], '学习习惯': '习惯于通过视频学习，偏好高效的学习方法，通常在晚上学习'} 请根据学生画像给出""学习路径规划建议"":和""个性化意见生成"":,以json格式返回","```json { ""学习路径规划建议"": [ { ""阶段"": ""第一阶段"", ""目标"": ""巩固基础医学知识，特别是心血管系统疾病诊断"", ""建议"": [ ""观看心血管系统疾病诊断的相关视频课程，结合教材进行深入学习"", ""参加线上或线下的心血管系统疾病诊断工作坊，提升实践能力"", ""定期进行自我测试，评估学习效果"" ] }, { ""阶段"": ""第二阶段"", ""目标"": ""提升影像学基础知识和药理学应用能力"", ""建议"": [ ""通过在线平台学习影像学基础课程，重点理...","[""5分： 非常好地根据学生水平/特点/需求提供了高度差异化的内容/建议/反馈；提供的学习路径/资源建议精准、实用且有价值。"", ""4分： 能根据学生情况进行一定程度的个性化调整，提供了相关的学习建议或资源，具有较好的参考价值。"", ""3分： 尝试进行个性化，但适应性不强，内容/建议差异不大；提供的学习支持比较通用，价值有限。"", ""2分： 几乎没有体现个性化适应，输出内容/建议对所有人都一样；学习支持不足或不相关。"", ""1分： 完全没有个性化考虑，输出内容可能与学生..."
a6a61e243a1f0c09ac86c3557bd39377eff935bc,3,mid,zh,exp27c_v3_60_paired_repilot,4,4,hidden_or_missing_failure,no_failure,low,low,low_weight,low_weight,failure_bucket_disagreement,5,True,"{'姓名': '张伟', '年级': '大四', '学校': '某知名医学院', '当前能力水平': '具备扎实的基础医学知识，临床技能较为薄弱', '学习目标': '提高临床诊断能力，准备考取执业医师资格证', '知识薄弱点': ['心血管系统疾病诊断', '影像学基础', '药理学应用'], '学习习惯': '习惯于通过视频学习，偏好高效的学习方法，通常在晚上学习'} 请根据学生画像给出""学习路径规划建议"":和""个性化意见生成"":,以json格式返回","```json { ""学习路径规划建议"": [ { ""阶段"": ""第一阶段"", ""目标"": ""巩固基础医学知识，特别是心血管系统疾病诊断"", ""建议"": [ ""观看心血管系统疾病诊断的相关视频课程，结合教材进行深入学习"", ""参加线上或线下的心血管系统疾病诊断工作坊，提升实践能力"", ""定期进行自我测试，评估学习效果"" ] }, { ""阶段"": ""第二阶段"", ""目标"": ""提升影像学基础知识和药理学应用能力"", ""建议"": [ ""通过在线平台学习影像学基础课程，重点理...","[""5分： 充分融合所有关键场景要素（如学生历史、学习偏好等），输出高度个性化，并与教学情境高度匹配。"", ""4分： 有效使用主要场景要素，回答具有针对性；可能遗漏少量细节，但不影响整体效果。"", ""3分： 使用了部分场景信息，但融合较浅；个性化程度或情境契合度一般。"", ""2分： 仅表层提及场景信息，未有效融合核心要素；与上下文连接较弱。"", ""1分： 完全忽视场景特定信息；输出通用、模板化，且与场景不相关。""]"
b93239ad93a7561a06f1b07c82c82f44bf81667e,3,mid,zh,exp27c_v3_60_paired_repilot,4,4,hidden_or_missing_failure,no_failure,low,low,low_weight,low_weight,failure_bucket_disagreement;possible_teacher_strictness_difference,5,True,"学科:体育教育学 学制级别:大学 知识点：运动学习与技能习得 问题类型：单选题 .请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","```json { ""问题"": ""在运动学习与技能习得的过程中，以下哪项最有效地促进技能的长期记忆和自动化？"", ""提供的思路"": [ ""A. 单一重复练习"", ""B. 分散练习与变异性练习相结合"", ""C. 仅依赖理论学习"", ""D. 高强度集中训练"" ] } ```","[""5分： 解释、说明、反馈极其清晰简洁，完全符合目标学习者的理解水平；表达生动有趣，能有效激发思考和兴趣。"", ""4分： 表达清晰易懂，语言简洁，适合目标学习者；具有一定的启发性，能够引发一些思考。"", ""3分： 表达基本能懂，但可能略显啰嗦、复杂或不够生动；启发性一般。"", ""2分： 表达不够清晰，存在较多术语或复杂句式，不易理解；缺乏启发性。"", ""1分： 表达混乱、晦涩难懂，完全不考虑学习者水平；毫无启发性甚至令人困惑。""]"
cd63948c28174674b09c1bed2f6fa389c8ec4a34,3,mid,zh,exp27c_v3_60_paired_repilot,4,4,hidden_or_missing_failure,no_failure,low,low,low_weight,low_weight,failure_bucket_disagreement,5,True,"学生画像：学生的画像：{'姓名': '李明', '年龄': 26, '背景': '本科工商管理学士，具有两年政府部门工作经验', '学习目标': '深入理解公共政策制定及其影响，提升数据分析能力用于政策评估', '兴趣': '社科研究，政策分析，社会经济发展', '学习风格': '偏向实践，喜欢通过案例学习', '挑战': '数据分析技能有待提升，理论概念记忆较慢'} 请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回","```json { ""学生"": { ""姓名"": ""李明"", ""年龄"": 26, ""背景"": ""本科工商管理学士，具有两年政府部门工作经验"", ""学习目标"": ""深入理解公共政策制定及其影响，提升数据分析能力用于政策评估"", ""兴趣"": ""社科研究，政策分析，社会经济发展"", ""学习风格"": ""偏向实践，喜欢通过案例学习"", ""挑战"": ""数据分析技能有待提升，理论概念记忆较慢"", ""个性化学习内容或任务"": [ { ""类型"": ""案例研究"", ""描述"": ""选择一个具体...","[""5分： 充分融合所有关键场景要素（如学生历史、学习偏好等），输出高度个性化，并与教学情境高度匹配。"", ""4分： 有效使用主要场景要素，回答具有针对性；可能遗漏少量细节，但不影响整体效果。"", ""3分： 使用了部分场景信息，但融合较浅；个性化程度或情境契合度一般。"", ""2分： 仅表层提及场景信息，未有效融合核心要素；与上下文连接较弱。"", ""1分： 完全忽视场景特定信息；输出通用、模板化，且与场景不相关。""]"
ff657c059d6b1fdddbeae35add3c566377c0dd86,5,high,zh,exp27c_v3_60_paired_repilot,4,4,no_failure,hidden_or_missing_failure,low,low,low_weight,low_weight,failure_bucket_disagreement,5,True,"问题：考虑一个两部门经济模型，其中一个部门生产消费品，另一个部门生产资本品。假设资本品的生产需要使用消费品作为投入，并且有一个固定的资本折旧率。请分析如何在这个模型中达到动态效率，即如何选择消费和资本的生产以最大化社会福利。 请根据这个问题提供思路。""提供的思路"":,以json格式返回","```json { ""分析思路"": { ""模型构建"": { ""生产部门"": [ ""消费品部门：使用资本（K_c）和劳动（L_c）生产消费品（Y_c），生产函数为Y_c = F(K_c, L_c)。"", ""资本品部门：使用消费品作为投入（C_k）、资本（K_k）和劳动（L_k）生产资本品（Y_k），生产函数为Y_k = G(C_k, K_k, L_k)。"" ], ""资本动态"": ""资本积累方程：K(t+1) = (1 - δ)K(t) + Y_k(t)，其中δ为固定折旧率...","[""5分： 推理逻辑链条完整、清晰、严密，步骤正确无误，论证充分有力，无逻辑跳跃或漏洞。"", ""4分： 推理过程主体正确且逻辑清晰，可能在个别步骤的表述或论证细节上略有瑕疵，但不影响最终结论的有效性。"", ""3分： 推理过程大体可见，但存在一些逻辑不清、步骤缺失或论证不足之处，结论可能受到影响。"", ""2分： 推理过程存在明显的逻辑错误、步骤混乱或严重缺失，难以得出正确或可靠的结论。"", ""1分： 几乎没有有效的推理过程，逻辑混乱，步骤完全错误或不相关。""]"
7a3d744f872bfd9b86744f132f9dfc6a3c5d8e9f,3,mid,zh,exp27c_v3_60_paired_repilot,2,3,visible_failure,visible_failure,unclear,low,low_weight,high_weight,derived_risk_disagreement;possible_teacher_strictness_difference,6,True,"问题：在研究中世纪封建制度发展的过程中，下列哪些因素对其演变起到了关键作用？（可选择多个） A. 农奴制 B. 城市化进程 C. 十字军东征 D. 文艺复兴 E. 黑死病的流行 F. 军事科技的进步 学生的答案：['A', 'C', 'E', 'F'] 请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","```json { ""评分"": 3, ""评分细节"": ""学生正确选择了四个因素中的三个，但漏掉了对城市化进程的影响。"", ""个性化反馈"": ""您的回答非常接近完全正确。您准确地指出了农奴制、十字军东征、黑死病的流行以及军事科技的进步对中世纪封建制度演变的关键影响。然而，城市化进程同样是一个重要的因素，它促进了经济和社会结构的变化，进一步削弱了封建制度的基础。希望您能更加全面地考虑各个因素的影响。"" } ```","[""5分： 推理逻辑链条完整、清晰、严密，步骤正确无误，论证充分有力，无逻辑跳跃或漏洞。"", ""4分： 推理过程主体正确且逻辑清晰，可能在个别步骤的表述或论证细节上略有瑕疵，但不影响最终结论的有效性。"", ""3分： 推理过程大体可见，但存在一些逻辑不清、步骤缺失或论证不足之处，结论可能受到影响。"", ""2分： 推理过程存在明显的逻辑错误、步骤混乱或严重缺失，难以得出正确或可靠的结论。"", ""1分： 几乎没有有效的推理过程，逻辑混乱，步骤完全错误或不相关。""]"
107a460ba82cd473b9a08a5d43257a7f1d336874,2,low,en,exp27c_v3_60_paired_repilot,2,1,visible_failure,visible_failure,high,high,high_weight,review_only,possible_teacher_strictness_difference,7,True,Question: Explain the concept of Nash Equilibrium in game theory and provide an example. Student's Answer: Nash Equilibrium is a situation in a game where each player's strategy is optimal given the strategies of all other players. No pl...,"```json { ""Score"": 8, ""Scoring Details"": { ""Concept Explanation"": 4, ""Example Provided"": 4, ""Clarity and Accuracy"": 0 }, ""Personalized Feedback"": ""Your explanation of Nash Equilibrium is accurate and concise, capturing the essence of the...","[""5: Precisely identified all errors (no omission or false positives); provided completely correct, clear, and optimal correction suggestions."", ""4: Correctly located most major errors; suggestions are generally accurate and effective wi..."
1947f424625d896777f4dbddef16ab9afb7730aa,1,low,en,exp27c_v3_60_paired_repilot,2,1,hidden_or_missing_failure,hidden_or_missing_failure,high,high,low_weight,high_weight,possible_teacher_strictness_difference,7,True,"Question: True or False: The human liver has the capacity to regenerate after surgical removal of a portion of its tissue. Student's Answer: True Please provide ""Score"", ""Scoring Details"", and ""Personalized Feedback"" based on the questio...","{ ""Score"": 1, ""Scoring Details"": ""The student answered correctly. The liver indeed has an impressive regenerative capacity, which is one of the most remarkable features of this organ."", ""Personalized Feedback"": ""Your understanding is cor...","[""5: Reasoning is complete, clear, and rigorous; all steps are correct; arguments are strong and free of logical fallacies."", ""4: Reasoning is largely correct and logically coherent with minor issues in individual steps or details that d..."
3a5e33210fd977f5c8bc6df5dc98a0402f4663ac,4,high,zh,exp27c_v3_60_paired_repilot,4,3,no_failure,no_failure,low,low,high_weight,low_weight,possible_teacher_strictness_difference,7,True,"焦虑级别：轻度焦虑 对话内容：[{'学生': '我最近感觉有些焦虑，面对博士阶段的学习压力，有些时候会觉得吃力。'}, {'智能体': '我理解，这么高强度的课程和研究任务，难免会让人感到压力重重。你有没有哪些具体方面觉得特别挑战呢？'}, {'学生': '主要是我在实验设计和数据分析上有时候感到不太自信，担心自己的研究不能达到预期效果。'}, {'智能体': '这些感觉是很正常的，因为博士阶段的学习本身就涉及很多未知和不确定性。你做得很好，能够意识到自己在这些方面有不...","```json { ""情绪状态分析"": { ""情绪类型"": ""轻度焦虑"", ""主要表现"": ""面对博士阶段的学习压力，感到吃力，特别是在实验设计和数据分析上缺乏自信，担心研究效果。"", ""情绪来源"": ""高强度的课程和研究任务，以及对自身能力的不确定性和对研究结果的担忧。"" }, ""安慰与建议"": { ""安慰"": ""你目前的状态是博士阶段常见的反应，面对未知和不确定性感到焦虑是正常的。你已经意识到自己的不自信，这是迈向改进的第一步。"", ""建议"": [ ""寻求导师或同学...","[""5分： 非常好地根据学生水平/特点/需求提供了高度差异化的内容/建议/反馈；提供的学习路径/资源建议精准、实用且有价值。"", ""4分： 能根据学生情况进行一定程度的个性化调整，提供了相关的学习建议或资源，具有较好的参考价值。"", ""3分： 尝试进行个性化，但适应性不强，内容/建议差异不大；提供的学习支持比较通用，价值有限。"", ""2分： 几乎没有体现个性化适应，输出内容/建议对所有人都一样；学习支持不足或不相关。"", ""1分： 完全没有个性化考虑，输出内容可能与学生..."
41f6f52edd1473f3cc3cde8e6923d1e09fa429d5,4,high,en,exp27c_v3_60_paired_repilot,4,5,no_failure,no_failure,low,low,high_weight,low_weight,possible_teacher_strictness_difference,7,True,"Student Profile: Student Profile: {'Name': 'Alex Johnson', 'Age': 20, 'Year': 'Junior', 'Background': 'Strong interest in social justice and community engagement, prefers hands-on learning experiences.', 'Learning Style': 'Kinesthetic an...","```json { ""Personalized Learning Content"": [ { ""Task"": ""Community Engagement Project"", ""Description"": ""Develop a hands-on project that addresses a local social justice issue. This could involve organizing a community event, creating a ca...","[""5: Highly personalized content/advice/feedback based on student level/traits/needs; resource and learning path suggestions are accurate, practical, and valuable."", ""4: Demonstrates some adaptation to student situation; provides relevan..."
5eca8796afa57332b77efb229a632e49b196cbed,3,mid,en,new_label3_borderline_risk_stress,4,5,no_failure,no_failure,low,low,low_weight,review_only,possible_original_label_noise;possible_teacher_strictness_difference,7,True,"Question: True or False: The Andes Mountains are located in North America. Student's Answer: True Please provide ""Score"", ""Scoring Details"", and ""Personalized Feedback"" based on the question and student's answer, in JSON format.","{ ""Score"": 0, ""Scoring Details"": { ""Correct Answer"": ""False"", ""Student's Answer"": ""True"", ""Explanation"": ""The Andes Mountains are located in South America, not North America. They extend through seven South American countries: Venezuela,...","[""5: Strongly supportive and encouraging; consistently uses constructive and positive language; offers highly effective heuristic guidance instead of simply giving answers."", ""4: Generally supportive tone and positive language; provides ..."
c13167075148a265b283ce6bd0a309d539f243f7,3,mid,zh,new_label3_borderline_risk_stress,4,5,no_failure,no_failure,low,low,low_weight,review_only,possible_original_label_noise;possible_teacher_strictness_difference,7,True,问题：分析1960年代美国民权运动的主要原因和影响。请特别关注不同社会团体的角色以及运动带来的政策变革。 学生的答案：1960年代美国民权运动的主要原因包括种族歧视和社会不平等的长期存在，尤其是黑人群体在寻求平等权利方面所面临的困难。同时，经济因素和国际压力在一定程度上也推动了运动的发展。不同社会团体在这场运动中发挥了不同的角色。黑人社区的领袖如马丁·路德·金和马尔科姆·X在运动的组织、宣传及思想引领上起到了关键作用。大学生和其他年轻人也不可忽视，他们通过示威、罢课等活...,"```json { ""评分"": 85, ""评分细节"": { ""原因分析"": { ""得分"": 8, ""评语"": ""学生正确指出了种族歧视和社会不平等是主要原因，但经济因素和国际压力（如冷战背景下的国际形象问题）缺乏具体例证。"" }, ""社会团体角色"": { ""得分"": 7, ""评语"": ""提及马丁·路德·金、马尔科姆·X和青年群体的贡献，但未涉及关键组织（如NAACP、SCLC）和白人自由派支持者的跨种族合作。"" }, ""政策变革"": { ""得分"": 9, ""评语"": ""...","[""5分： 始终体现出强烈的鼓励和支持态度，语言积极、富有建设性；在需要时提供非常有效的启发式引导，而非直接给答案。"", ""4分： 整体体现出鼓励和支持，语言积极正面；能提供有效的引导，偶尔可能过于直接。"", ""3分： 兼具鼓励和中性/批评性语言，积极性一般；引导有时有效，有时直接给答案或引导不足。"", ""2分： 缺乏鼓励和支持，语言偏中性甚至略显负面；很少提供有效引导，倾向于直接给答案或不给帮助。"", ""1分： 语言消极、打击性强，完全没有鼓励；无视引导需求，或提供错..."
e927013b12cac98ecddc4843316f9befc695ed6d,5,high,en,new_education_dimension_stress,4,5,no_failure,no_failure,low,low,low_weight,high_weight,possible_teacher_strictness_difference,7,True,"Anxiety Level: Mild Anxiety Dialogue with Student: [{'Agent': 'Hi! How are you feeling today? Is there anything on your mind?'}, {'Student': ""Hey, I'm doing okay, but I'm a little anxious about my upcoming exams. It's a lot to handle.""},...","```json { ""Emotional State Analysis"": { ""Anxiety Level"": ""Mild Anxiety"", ""Primary Triggers"": [ ""Volume of exam material requiring memorization and application"", ""Self-imposed pressure to meet high personal expectations"" ], ""Coping Indica...","[""5: Excellent role-playing (e.g., teacher/TA); language style, professionalism, and tone (e.g., encouraging/serious) are perfectly aligned with the assumed role and audience."", ""4: Role and tone are mostly consistent and appropriate for..."
4468842156d5b938a609185df023c4a860497e75,3,mid,zh,exp27c_v3_60_paired_repilot,5,5,no_failure,no_failure,low,low,review_only,review_only,both_teachers_disagree_with_human;possible_original_label_noise,7,True,"问题：在教育学中，哪个教学方法最强调学生的主动参与？ 学生的答案：合作学习法 请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","```json { ""评分"": 80, ""评分细节"": { ""正确性"": 70, ""理由"": ""合作学习法确实非常强调学生的主动参与。在这种方法中，学生通过小组合作共同完成任务或解决问题，每个人都有机会表达自己的观点并倾听他人的意见，这有助于提高学生的参与度和互动性。"", ""完整性"": 90, ""理由"": ""学生回答得出了正确的方法名称，并简要说明了这种方法的特点，但可以进一步详细阐述合作学习法的具体实施方式和优势。"" }, ""个性化反馈"": [ ""你的答案基本正确，但...","[""5分： 完全理解并精准执行所有指令，完美达成核心任务目标，格式完全符合要求。"", ""4分： 准确理解主要指令，正确执行任务，核心目标达成度高，格式基本符合要求，可能有极少细节遗漏或偏差。"", ""3分： 理解了指令大意但可能忽略部分细节，任务基本完成但存在一些不准确或遗漏之处，格式有明显尝试但存在较多偏差。"", ""2分： 对指令理解有偏差，任务完成度低或有严重错误，格式多数不符合要求。"", ""1分： 完全误解或无视指令，任务未完成或完全错误，格式混乱或不相关。""]"
9aadad1caf2256ca13d782acb0461e0845e58a6d,3,mid,zh,exp27c_v3_60_paired_repilot,5,5,no_failure,no_failure,low,low,review_only,review_only,both_teachers_disagree_with_human;possible_original_label_noise,7,False,"焦虑级别：重度焦虑 对话内容：[{'学生': '最近我总觉得压力特别大，尤其是物理课的时候，只要想到学习物理就特别焦虑。'}, {'助理': '我听到你似乎在为物理课感到担心。能不能具体说一下是什么让你特别焦虑呢？'}, {'学生': '我一直觉得物理很难，对于公式和计算都不太理解，而且考试的时候总是出错。'}, {'助理': '理解复杂的概念确实会让人感到困难。考试可能让这些压力加剧。你在物理课上有没有特别困难的部分？'}, {'学生': '是的，尤其是电磁学部分。我...","{ ""情绪状态分析"": ""学生表现出明显的焦虑情绪，尤其是在提到物理课程时。这种焦虑主要来源于对物理学科难度的理解障碍以及考试中的错误率。学生还提到了在电磁学部分的具体困扰，这表明焦虑感不仅源于整体的课程压力，也来自于特定知识点的学习困难。"", ""安慰与建议"": { ""安慰"": ""我能理解你现在的感受，面对复杂的学科知识，特别是像物理这样要求逻辑思维和数学能力较强的科目，感到焦虑是很正常的反应。首先，请不要过于自责或给自己太大压力。"", ""建议"": [ ""尝试将大的目标...","[""5分： 完全理解并精准执行所有指令，完美达成核心任务目标，格式完全符合要求。"", ""4分： 准确理解主要指令，正确执行任务，核心目标达成度高，格式基本符合要求，可能有极少细节遗漏或偏差。"", ""3分： 理解了指令大意但可能忽略部分细节，任务基本完成但存在一些不准确或遗漏之处，格式有明显尝试但存在较多偏差。"", ""2分： 对指令理解有偏差，任务完成度低或有严重错误，格式多数不符合要求。"", ""1分： 完全误解或无视指令，任务未完成或完全错误，格式混乱或不相关。""]"
b2e52bd37efe805ddffb36de59b66927cb7d0a9e,3,mid,en,new_label3_borderline_risk_stress,5,5,no_failure,no_failure,low,low,review_only,review_only,both_teachers_disagree_with_human;possible_original_label_noise,7,False,"Question: True or False: The Andes Mountains are located in North America. Student's Answer: True Please provide ""Score"", ""Scoring Details"", and ""Personalized Feedback"" based on the question and student's answer, in JSON format.","```json { ""Score"": ""0"", ""Scoring Details"": { ""Correct Answer"": ""False"", ""Explanation"": ""The Andes Mountains are located in South America, not North America. They run along the western coast of South America through seven countries: Colom...","[""5: Fully understood and precisely executed all instructions; achieved core task with perfect accuracy; output format is fully compliant."", ""4: Accurately understood main instructions and correctly completed the task; core goals are wel..."
cc6d5db1c4f4f75e83954e1ae458ae259662bb79,3,mid,en,exp27c_v3_60_paired_repilot,1,1,hidden_or_missing_failure,hidden_or_missing_failure,high,high,review_only,review_only,both_teachers_disagree_with_human;possible_original_label_noise;possible_teacher_strictness_difference,7,False,"Question: What is the value of 5 + 3? Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","{ ""reasoning_provided"": ""The question asks for the sum of two numbers, specifically 5 and 3. To find the sum, one would typically start with the first number, in this case 5, and then add the second number to it, which is 3. This process...","[""5: Fully integrated all key scenario elements (e.g., student history, learning preferences); output is highly personalized and well-matched to the teaching context."", ""4: Used major scenario elements effectively; response is targeted, ..."
