sample_id,paper_split,reuse_status,teacher_scores_available,model_adjudication_available
1d86e01d4745107dab13390e93ee8fd1a87289b6,test,quarantine_heldout,True,False
8d489c62717f2efa64181983aa9e972a83b5e49a,test,quarantine_heldout,True,False
2d99eae1ee22ab7fe3572aa7e2a4176e4bb2e2f2,test,quarantine_heldout,True,False
a162e24f978936b5c7d9deb605c0328d43240cf9,train,eligible_train_reaudit,True,True
d8ad53903a8143c73d5a15259456f4a0077286bf,test,quarantine_heldout,True,False
51106cb27723a9c88f2bf04bd11a86b2ce69766c,test,quarantine_heldout,True,False
bdc4da3aedcbbcc9043ea3f55faf2bc4eae54093,test,quarantine_heldout,True,False
3907c930ba7248b85d6dd46cfae6776f9c4bd138,train,eligible_train_reaudit,True,False
15835cd98dda860e79b470d6ecf826d95046680e,dev,quarantine_heldout,True,False
cbca1c1a8940ea5eb31fd9f6247d941f2515d894,train,eligible_train_reaudit,True,False
30376d33c321d346beb04ca8ce165cf8e75e80d3,train,eligible_train_reaudit,True,False
1eed638f510e41f6a5f183706373434d0d7dbe9e,test,quarantine_heldout,True,False
583486efae9517e4432796c2347673999b8ecfbb,train,eligible_train_reaudit,True,False
50de2f0548f11969c4ac2ab539cedd794553dcd1,train,eligible_train_reaudit,True,False
cd9e98862abb66d92b1c4934daea965b7fdf5fd6,train,eligible_train_reaudit,True,False
25b2aca3522e1455a7dad91ab18dedaaf7d3e1bb,train,eligible_train_reaudit,True,False
a55f5cfdb617da562f56ecf8bbb54e6e0568d053,dev,quarantine_heldout,True,False
21f4a556d075954e834671f3c0e6bee06760eaa2,test,quarantine_heldout,True,False
a8a5e3af92e139b36931e9a92aa6c72fdea5ae18,train,eligible_train_reaudit,True,False
360455e8767307329feaafbc43ecbceb7ddd92a9,train,eligible_train_reaudit,True,False
0c508e06e64a5ef43de51a922c342509945ba089,test,quarantine_heldout,True,False
c1b7a9357fa61aef8b5f191d05a26c185c789e42,test,quarantine_heldout,True,False
d9d5832f6dd1749b83c040ac0853921aba63afbe,test,quarantine_heldout,True,False
b244536c7311368a6ca7c48f1c8dc3c2f9c080dd,test,quarantine_heldout,True,False
209a0a78a689407502d6834b0c634b2dea5153b5,train,eligible_train_reaudit,True,True
8aef5ba70b7f6bbf69abef639a8f076230c83908,train,eligible_train_reaudit,True,False
3f0ab6e9a51d64d3a5b1e45333c5640d871c530b,train,eligible_train_reaudit,True,False
874ce57cbb5e51560106533bf991b46dcff34675,test,quarantine_heldout,True,False
284176e1ce22ec8d0dd99e3a1d4e745698f9693b,test,quarantine_heldout,True,False
a5da47f03dbd1f41391e3141ce9b3b0f60306d7d,train,eligible_train_reaudit,True,False
3c2305027cab54e3c1b56f1bc7252f7ab7ec5ab8,test,quarantine_heldout,True,False
32755a88f95099cbe22dbb740f36df80db79d035,test,quarantine_heldout,True,False
98a798f262c8637efdc0ea78803700ffa680ac42,train,eligible_train_reaudit,True,False
4efee3e8b3232c1734ff72c8ada330ac2a0a4122,test,quarantine_heldout,True,False
e530016a56b29c28615a47284d03c45af09a0c73,dev,quarantine_heldout,True,False
21c6d46bd1343541e19dc593f5713bcf2ad15939,train,eligible_train_reaudit,True,False
12b0fbaa8dc92d70e5f3a1c5b668c285c85d33fb,train,eligible_train_reaudit,True,True
cc3c2363d2597d74434e05d58c794f21cef1accf,train,eligible_train_reaudit,True,False
5598983d036e29d4736ef259e695961443e977d5,test,quarantine_heldout,True,False
0d7c809c3abdeb42d7aecd1da0512858e820b7cb,train,eligible_train_reaudit,True,True
c9d7e6c9b71ca2703659bee917c8330b31421ed7,test,quarantine_heldout,True,False
