source_file,metric_canonical,target_label_5,count,pct
groupby_metric_qwq_eval_en.jsonl,Domain Knowledge Accuracy,3,3,2.8e-05
groupby_metric_qwq_eval_en.jsonl,Domain Knowledge Accuracy,4,3,2.8e-05
groupby_metric_qwq_eval_en.jsonl,Domain Knowledge Accuracy,5,155,0.001456
groupby_metric_qwq_eval_en.jsonl,Error Identification & Correction Precision,1,2,1.9e-05
groupby_metric_qwq_eval_en.jsonl,Error Identification & Correction Precision,5,92,0.000864
groupby_metric_qwq_eval_en.jsonl,Error Identification & Correction Precision,missing,2,1.9e-05
groupby_metric_qwq_eval_en.jsonl,Higher-Order Thinking & Skill Development,1,2,1.9e-05
groupby_metric_qwq_eval_en.jsonl,Higher-Order Thinking & Skill Development,2,25,0.000235
groupby_metric_qwq_eval_en.jsonl,Higher-Order Thinking & Skill Development,3,26,0.000244
groupby_metric_qwq_eval_en.jsonl,Higher-Order Thinking & Skill Development,4,72,0.000676
groupby_metric_qwq_eval_en.jsonl,Higher-Order Thinking & Skill Development,5,90,0.000845
groupby_metric_qwq_eval_en.jsonl,Instruction Following & Task Completion,1,13,0.000122
groupby_metric_qwq_eval_en.jsonl,Instruction Following & Task Completion,2,5,4.7e-05
groupby_metric_qwq_eval_en.jsonl,Instruction Following & Task Completion,3,6,5.6e-05
groupby_metric_qwq_eval_en.jsonl,Instruction Following & Task Completion,4,21,0.000197
groupby_metric_qwq_eval_en.jsonl,Instruction Following & Task Completion,5,436,0.004096
groupby_metric_qwq_eval_en.jsonl,"Motivation, Guidance & Positive Feedback",1,3,2.8e-05
groupby_metric_qwq_eval_en.jsonl,"Motivation, Guidance & Positive Feedback",2,19,0.000178
groupby_metric_qwq_eval_en.jsonl,"Motivation, Guidance & Positive Feedback",3,23,0.000216
groupby_metric_qwq_eval_en.jsonl,"Motivation, Guidance & Positive Feedback",4,30,0.000282
groupby_metric_qwq_eval_en.jsonl,"Motivation, Guidance & Positive Feedback",5,75,0.000705
groupby_metric_qwq_eval_en.jsonl,"Personalization, Adaptation & Learning Support",3,1,9e-06
groupby_metric_qwq_eval_en.jsonl,"Personalization, Adaptation & Learning Support",4,14,0.000132
groupby_metric_qwq_eval_en.jsonl,"Personalization, Adaptation & Learning Support",5,147,0.001381
groupby_metric_qwq_eval_en.jsonl,Reasoning Process Rigor,1,5,4.7e-05
groupby_metric_qwq_eval_en.jsonl,Reasoning Process Rigor,2,2,1.9e-05
groupby_metric_qwq_eval_en.jsonl,Reasoning Process Rigor,3,13,0.000122
groupby_metric_qwq_eval_en.jsonl,Reasoning Process Rigor,4,15,0.000141
groupby_metric_qwq_eval_en.jsonl,Reasoning Process Rigor,5,171,0.001606
groupby_metric_qwq_eval_en.jsonl,Role & Tone Consistency,5,108,0.001014
groupby_metric_qwq_eval_en.jsonl,Scenario Element Integration,1,6,5.6e-05
groupby_metric_qwq_eval_en.jsonl,Scenario Element Integration,3,2,1.9e-05
groupby_metric_qwq_eval_en.jsonl,Scenario Element Integration,4,15,0.000141
groupby_metric_qwq_eval_en.jsonl,Scenario Element Integration,5,249,0.002339
groupby_metric_qwq_eval_en.jsonl,unknown,missing,10,9.4e-05
groupby_metric_qwq_eval_zh.jsonl,Basic Factual Accuracy,1,6,5.6e-05
groupby_metric_qwq_eval_zh.jsonl,Basic Factual Accuracy,2,12,0.000113
groupby_metric_qwq_eval_zh.jsonl,Basic Factual Accuracy,3,6,5.6e-05
groupby_metric_qwq_eval_zh.jsonl,Basic Factual Accuracy,4,8,7.5e-05
groupby_metric_qwq_eval_zh.jsonl,Basic Factual Accuracy,5,296,0.00278
groupby_metric_qwq_eval_zh.jsonl,"Clarity, Simplicity & Inspiration",3,2,1.9e-05
groupby_metric_qwq_eval_zh.jsonl,"Clarity, Simplicity & Inspiration",4,165,0.00155
groupby_metric_qwq_eval_zh.jsonl,"Clarity, Simplicity & Inspiration",5,46,0.000432
groupby_metric_qwq_eval_zh.jsonl,Content Relevance & Scope Control,2,1,9e-06
groupby_metric_qwq_eval_zh.jsonl,Content Relevance & Scope Control,3,3,2.8e-05
groupby_metric_qwq_eval_zh.jsonl,Content Relevance & Scope Control,4,25,0.000235
groupby_metric_qwq_eval_zh.jsonl,Content Relevance & Scope Control,5,299,0.002809
groupby_metric_qwq_eval_zh.jsonl,Domain Knowledge Accuracy,2,1,9e-06
groupby_metric_qwq_eval_zh.jsonl,Domain Knowledge Accuracy,3,2,1.9e-05
groupby_metric_qwq_eval_zh.jsonl,Domain Knowledge Accuracy,4,55,0.000517
groupby_metric_qwq_eval_zh.jsonl,Domain Knowledge Accuracy,5,106,0.000996
groupby_metric_qwq_eval_zh.jsonl,Error Identification & Correction Precision,1,2,1.9e-05
groupby_metric_qwq_eval_zh.jsonl,Error Identification & Correction Precision,2,2,1.9e-05
groupby_metric_qwq_eval_zh.jsonl,Error Identification & Correction Precision,3,1,9e-06
groupby_metric_qwq_eval_zh.jsonl,Error Identification & Correction Precision,4,3,2.8e-05
groupby_metric_qwq_eval_zh.jsonl,Error Identification & Correction Precision,5,87,0.000817
groupby_metric_qwq_eval_zh.jsonl,Higher-Order Thinking & Skill Development,2,16,0.00015
groupby_metric_qwq_eval_zh.jsonl,Higher-Order Thinking & Skill Development,3,55,0.000517
groupby_metric_qwq_eval_zh.jsonl,Higher-Order Thinking & Skill Development,4,90,0.000845
groupby_metric_qwq_eval_zh.jsonl,Higher-Order Thinking & Skill Development,5,51,0.000479
groupby_metric_qwq_eval_zh.jsonl,Instruction Following & Task Completion,2,8,7.5e-05
groupby_metric_qwq_eval_zh.jsonl,Instruction Following & Task Completion,3,12,0.000113
groupby_metric_qwq_eval_zh.jsonl,Instruction Following & Task Completion,4,77,0.000723
groupby_metric_qwq_eval_zh.jsonl,Instruction Following & Task Completion,5,395,0.00371
groupby_metric_qwq_eval_zh.jsonl,"Motivation, Guidance & Positive Feedback",1,1,9e-06
groupby_metric_qwq_eval_zh.jsonl,"Motivation, Guidance & Positive Feedback",2,4,3.8e-05
groupby_metric_qwq_eval_zh.jsonl,"Motivation, Guidance & Positive Feedback",3,32,0.000301
groupby_metric_qwq_eval_zh.jsonl,"Motivation, Guidance & Positive Feedback",4,32,0.000301
groupby_metric_qwq_eval_zh.jsonl,"Motivation, Guidance & Positive Feedback",5,80,0.000751
groupby_metric_qwq_eval_zh.jsonl,"Personalization, Adaptation & Learning Support",3,2,1.9e-05
groupby_metric_qwq_eval_zh.jsonl,"Personalization, Adaptation & Learning Support",4,52,0.000488
groupby_metric_qwq_eval_zh.jsonl,"Personalization, Adaptation & Learning Support",5,96,0.000902
groupby_metric_qwq_eval_zh.jsonl,Reasoning Process Rigor,1,3,2.8e-05
groupby_metric_qwq_eval_zh.jsonl,Reasoning Process Rigor,2,2,1.9e-05
groupby_metric_qwq_eval_zh.jsonl,Reasoning Process Rigor,3,6,5.6e-05
groupby_metric_qwq_eval_zh.jsonl,Reasoning Process Rigor,4,34,0.000319
groupby_metric_qwq_eval_zh.jsonl,Reasoning Process Rigor,5,172,0.001616
groupby_metric_qwq_eval_zh.jsonl,Role & Tone Consistency,4,20,0.000188
groupby_metric_qwq_eval_zh.jsonl,Role & Tone Consistency,5,89,0.000836
groupby_metric_qwq_eval_zh.jsonl,Scenario Element Integration,2,1,9e-06
groupby_metric_qwq_eval_zh.jsonl,Scenario Element Integration,3,2,1.9e-05
groupby_metric_qwq_eval_zh.jsonl,Scenario Element Integration,4,52,0.000488
groupby_metric_qwq_eval_zh.jsonl,Scenario Element Integration,5,219,0.002057
groupby_metric_qwq_eval_zh.jsonl,unknown,missing,1,9e-06
groupby_metric_r1_eval_en.jsonl,Basic Factual Accuracy,1,8,7.5e-05
groupby_metric_r1_eval_en.jsonl,Basic Factual Accuracy,2,4,3.8e-05
groupby_metric_r1_eval_en.jsonl,Basic Factual Accuracy,3,6,5.6e-05
groupby_metric_r1_eval_en.jsonl,Basic Factual Accuracy,4,11,0.000103
groupby_metric_r1_eval_en.jsonl,Basic Factual Accuracy,5,299,0.002809
groupby_metric_r1_eval_en.jsonl,"Clarity, Simplicity & Inspiration",2,1,9e-06
groupby_metric_r1_eval_en.jsonl,"Clarity, Simplicity & Inspiration",3,2,1.9e-05
groupby_metric_r1_eval_en.jsonl,"Clarity, Simplicity & Inspiration",4,109,0.001024
groupby_metric_r1_eval_en.jsonl,"Clarity, Simplicity & Inspiration",5,101,0.000949
groupby_metric_r1_eval_en.jsonl,Content Relevance & Scope Control,1,2,1.9e-05
groupby_metric_r1_eval_en.jsonl,Content Relevance & Scope Control,2,5,4.7e-05
groupby_metric_r1_eval_en.jsonl,Content Relevance & Scope Control,3,2,1.9e-05
groupby_metric_r1_eval_en.jsonl,Content Relevance & Scope Control,4,27,0.000254
groupby_metric_r1_eval_en.jsonl,Content Relevance & Scope Control,5,292,0.002743
groupby_metric_r1_eval_en.jsonl,Domain Knowledge Accuracy,3,3,2.8e-05
groupby_metric_r1_eval_en.jsonl,Domain Knowledge Accuracy,4,8,7.5e-05
groupby_metric_r1_eval_en.jsonl,Domain Knowledge Accuracy,5,149,0.0014
groupby_metric_r1_eval_en.jsonl,Error Identification & Correction Precision,1,7,6.6e-05
groupby_metric_r1_eval_en.jsonl,Error Identification & Correction Precision,3,1,9e-06
groupby_metric_r1_eval_en.jsonl,Error Identification & Correction Precision,4,1,9e-06
groupby_metric_r1_eval_en.jsonl,Error Identification & Correction Precision,5,99,0.00093
groupby_metric_r1_eval_en.jsonl,Error Identification & Correction Precision,missing,1,9e-06
groupby_metric_r1_eval_en.jsonl,Higher-Order Thinking & Skill Development,2,14,0.000132
groupby_metric_r1_eval_en.jsonl,Higher-Order Thinking & Skill Development,3,52,0.000488
groupby_metric_r1_eval_en.jsonl,Higher-Order Thinking & Skill Development,4,63,0.000592
groupby_metric_r1_eval_en.jsonl,Higher-Order Thinking & Skill Development,5,85,0.000798
groupby_metric_r1_eval_en.jsonl,Instruction Following & Task Completion,1,8,7.5e-05
groupby_metric_r1_eval_en.jsonl,Instruction Following & Task Completion,2,16,0.00015
groupby_metric_r1_eval_en.jsonl,Instruction Following & Task Completion,3,6,5.6e-05
groupby_metric_r1_eval_en.jsonl,Instruction Following & Task Completion,4,42,0.000395
groupby_metric_r1_eval_en.jsonl,Instruction Following & Task Completion,5,421,0.003955
groupby_metric_r1_eval_en.jsonl,"Motivation, Guidance & Positive Feedback",2,39,0.000366
groupby_metric_r1_eval_en.jsonl,"Motivation, Guidance & Positive Feedback",3,31,0.000291
groupby_metric_r1_eval_en.jsonl,"Motivation, Guidance & Positive Feedback",4,22,0.000207
groupby_metric_r1_eval_en.jsonl,"Motivation, Guidance & Positive Feedback",5,71,0.000667
groupby_metric_r1_eval_en.jsonl,"Personalization, Adaptation & Learning Support",4,52,0.000488
groupby_metric_r1_eval_en.jsonl,"Personalization, Adaptation & Learning Support",5,113,0.001061
groupby_metric_r1_eval_en.jsonl,Reasoning Process Rigor,1,8,7.5e-05
groupby_metric_r1_eval_en.jsonl,Reasoning Process Rigor,2,4,3.8e-05
groupby_metric_r1_eval_en.jsonl,Reasoning Process Rigor,3,15,0.000141
groupby_metric_r1_eval_en.jsonl,Reasoning Process Rigor,4,35,0.000329
groupby_metric_r1_eval_en.jsonl,Reasoning Process Rigor,5,150,0.001409
groupby_metric_r1_eval_en.jsonl,Role & Tone Consistency,4,1,9e-06
groupby_metric_r1_eval_en.jsonl,Role & Tone Consistency,5,107,0.001005
groupby_metric_r1_eval_en.jsonl,Scenario Element Integration,1,2,1.9e-05
groupby_metric_r1_eval_en.jsonl,Scenario Element Integration,2,3,2.8e-05
groupby_metric_r1_eval_en.jsonl,Scenario Element Integration,3,3,2.8e-05
groupby_metric_r1_eval_en.jsonl,Scenario Element Integration,4,83,0.00078
groupby_metric_r1_eval_en.jsonl,Scenario Element Integration,5,183,0.001719
groupby_metric_r1_eval_zh.jsonl,Basic Factual Accuracy,1,2,1.9e-05
groupby_metric_r1_eval_zh.jsonl,Basic Factual Accuracy,2,13,0.000122
groupby_metric_r1_eval_zh.jsonl,Basic Factual Accuracy,3,11,0.000103
groupby_metric_r1_eval_zh.jsonl,Basic Factual Accuracy,4,23,0.000216
groupby_metric_r1_eval_zh.jsonl,Basic Factual Accuracy,5,273,0.002564
groupby_metric_r1_eval_zh.jsonl,"Clarity, Simplicity & Inspiration",3,5,4.7e-05
groupby_metric_r1_eval_zh.jsonl,"Clarity, Simplicity & Inspiration",4,134,0.001259
groupby_metric_r1_eval_zh.jsonl,"Clarity, Simplicity & Inspiration",5,73,0.000686
groupby_metric_r1_eval_zh.jsonl,Content Relevance & Scope Control,2,1,9e-06
groupby_metric_r1_eval_zh.jsonl,Content Relevance & Scope Control,3,12,0.000113
groupby_metric_r1_eval_zh.jsonl,Content Relevance & Scope Control,4,43,0.000404
groupby_metric_r1_eval_zh.jsonl,Content Relevance & Scope Control,5,267,0.002508
groupby_metric_r1_eval_zh.jsonl,Domain Knowledge Accuracy,2,3,2.8e-05
groupby_metric_r1_eval_zh.jsonl,Domain Knowledge Accuracy,3,10,9.4e-05
groupby_metric_r1_eval_zh.jsonl,Domain Knowledge Accuracy,4,31,0.000291
groupby_metric_r1_eval_zh.jsonl,Domain Knowledge Accuracy,5,116,0.00109
groupby_metric_r1_eval_zh.jsonl,Error Identification & Correction Precision,1,5,4.7e-05
groupby_metric_r1_eval_zh.jsonl,Error Identification & Correction Precision,2,2,1.9e-05
groupby_metric_r1_eval_zh.jsonl,Error Identification & Correction Precision,3,3,2.8e-05
groupby_metric_r1_eval_zh.jsonl,Error Identification & Correction Precision,4,4,3.8e-05
groupby_metric_r1_eval_zh.jsonl,Error Identification & Correction Precision,5,79,0.000742
groupby_metric_r1_eval_zh.jsonl,Error Identification & Correction Precision,missing,2,1.9e-05
groupby_metric_r1_eval_zh.jsonl,Higher-Order Thinking & Skill Development,2,6,5.6e-05
groupby_metric_r1_eval_zh.jsonl,Higher-Order Thinking & Skill Development,3,53,0.000498
groupby_metric_r1_eval_zh.jsonl,Higher-Order Thinking & Skill Development,4,101,0.000949
groupby_metric_r1_eval_zh.jsonl,Higher-Order Thinking & Skill Development,5,47,0.000441
groupby_metric_r1_eval_zh.jsonl,Instruction Following & Task Completion,2,14,0.000132
groupby_metric_r1_eval_zh.jsonl,Instruction Following & Task Completion,3,4,3.8e-05
groupby_metric_r1_eval_zh.jsonl,Instruction Following & Task Completion,4,54,0.000507
groupby_metric_r1_eval_zh.jsonl,Instruction Following & Task Completion,5,392,0.003682
groupby_metric_r1_eval_zh.jsonl,"Motivation, Guidance & Positive Feedback",1,1,9e-06
groupby_metric_r1_eval_zh.jsonl,"Motivation, Guidance & Positive Feedback",2,17,0.00016
groupby_metric_r1_eval_zh.jsonl,"Motivation, Guidance & Positive Feedback",3,30,0.000282
groupby_metric_r1_eval_zh.jsonl,"Motivation, Guidance & Positive Feedback",4,32,0.000301
groupby_metric_r1_eval_zh.jsonl,"Motivation, Guidance & Positive Feedback",5,48,0.000451
groupby_metric_r1_eval_zh.jsonl,"Motivation, Guidance & Positive Feedback",missing,2,1.9e-05
groupby_metric_r1_eval_zh.jsonl,"Personalization, Adaptation & Learning Support",3,1,9e-06
groupby_metric_r1_eval_zh.jsonl,"Personalization, Adaptation & Learning Support",4,49,0.00046
groupby_metric_r1_eval_zh.jsonl,"Personalization, Adaptation & Learning Support",5,91,0.000855
groupby_metric_r1_eval_zh.jsonl,Reasoning Process Rigor,1,1,9e-06
groupby_metric_r1_eval_zh.jsonl,Reasoning Process Rigor,2,11,0.000103
groupby_metric_r1_eval_zh.jsonl,Reasoning Process Rigor,3,9,8.5e-05
groupby_metric_r1_eval_zh.jsonl,Reasoning Process Rigor,4,32,0.000301
groupby_metric_r1_eval_zh.jsonl,Reasoning Process Rigor,5,149,0.0014
groupby_metric_r1_eval_zh.jsonl,Role & Tone Consistency,4,14,0.000132
groupby_metric_r1_eval_zh.jsonl,Role & Tone Consistency,5,76,0.000714
groupby_metric_r1_eval_zh.jsonl,Scenario Element Integration,2,1,9e-06
groupby_metric_r1_eval_zh.jsonl,Scenario Element Integration,3,9,8.5e-05
groupby_metric_r1_eval_zh.jsonl,Scenario Element Integration,4,56,0.000526
groupby_metric_r1_eval_zh.jsonl,Scenario Element Integration,5,180,0.001691
groupby_metric_r1_eval_zh.jsonl,unknown,missing,32,0.000301
groupby_metric_v3_eval_en.jsonl,Basic Factual Accuracy,1,16,0.00015
groupby_metric_v3_eval_en.jsonl,Basic Factual Accuracy,4,4,3.8e-05
groupby_metric_v3_eval_en.jsonl,Basic Factual Accuracy,5,307,0.002884
groupby_metric_v3_eval_en.jsonl,"Clarity, Simplicity & Inspiration",3,1,9e-06
groupby_metric_v3_eval_en.jsonl,"Clarity, Simplicity & Inspiration",4,133,0.001249
groupby_metric_v3_eval_en.jsonl,"Clarity, Simplicity & Inspiration",5,85,0.000798
groupby_metric_v3_eval_en.jsonl,Content Relevance & Scope Control,1,10,9.4e-05
groupby_metric_v3_eval_en.jsonl,Content Relevance & Scope Control,2,3,2.8e-05
groupby_metric_v3_eval_en.jsonl,Content Relevance & Scope Control,3,1,9e-06
groupby_metric_v3_eval_en.jsonl,Content Relevance & Scope Control,4,34,0.000319
groupby_metric_v3_eval_en.jsonl,Content Relevance & Scope Control,5,279,0.002621
groupby_metric_v3_eval_en.jsonl,Domain Knowledge Accuracy,4,9,8.5e-05
groupby_metric_v3_eval_en.jsonl,Domain Knowledge Accuracy,5,155,0.001456
groupby_metric_v3_eval_en.jsonl,Error Identification & Correction Precision,1,10,9.4e-05
groupby_metric_v3_eval_en.jsonl,Error Identification & Correction Precision,4,3,2.8e-05
groupby_metric_v3_eval_en.jsonl,Error Identification & Correction Precision,5,70,0.000658
groupby_metric_v3_eval_en.jsonl,Error Identification & Correction Precision,missing,23,0.000216
groupby_metric_v3_eval_en.jsonl,Higher-Order Thinking & Skill Development,3,17,0.00016
groupby_metric_v3_eval_en.jsonl,Higher-Order Thinking & Skill Development,4,147,0.001381
groupby_metric_v3_eval_en.jsonl,Higher-Order Thinking & Skill Development,5,55,0.000517
groupby_metric_v3_eval_en.jsonl,Instruction Following & Task Completion,1,11,0.000103
groupby_metric_v3_eval_en.jsonl,Instruction Following & Task Completion,2,4,3.8e-05
groupby_metric_v3_eval_en.jsonl,Instruction Following & Task Completion,3,1,9e-06
groupby_metric_v3_eval_en.jsonl,Instruction Following & Task Completion,4,52,0.000488
groupby_metric_v3_eval_en.jsonl,Instruction Following & Task Completion,5,424,0.003983
groupby_metric_v3_eval_en.jsonl,"Motivation, Guidance & Positive Feedback",1,9,8.5e-05
groupby_metric_v3_eval_en.jsonl,"Motivation, Guidance & Positive Feedback",3,11,0.000103
groupby_metric_v3_eval_en.jsonl,"Motivation, Guidance & Positive Feedback",4,68,0.000639
groupby_metric_v3_eval_en.jsonl,"Motivation, Guidance & Positive Feedback",5,66,0.00062
groupby_metric_v3_eval_en.jsonl,"Motivation, Guidance & Positive Feedback",missing,9,8.5e-05
groupby_metric_v3_eval_en.jsonl,"Personalization, Adaptation & Learning Support",4,6,5.6e-05
groupby_metric_v3_eval_en.jsonl,"Personalization, Adaptation & Learning Support",5,159,0.001494
groupby_metric_v3_eval_en.jsonl,Reasoning Process Rigor,1,14,0.000132
groupby_metric_v3_eval_en.jsonl,Reasoning Process Rigor,2,2,1.9e-05
groupby_metric_v3_eval_en.jsonl,Reasoning Process Rigor,3,13,0.000122
groupby_metric_v3_eval_en.jsonl,Reasoning Process Rigor,4,46,0.000432
groupby_metric_v3_eval_en.jsonl,Reasoning Process Rigor,5,143,0.001343
groupby_metric_v3_eval_en.jsonl,Role & Tone Consistency,4,4,3.8e-05
groupby_metric_v3_eval_en.jsonl,Role & Tone Consistency,5,106,0.000996
groupby_metric_v3_eval_en.jsonl,Scenario Element Integration,3,17,0.00016
groupby_metric_v3_eval_en.jsonl,Scenario Element Integration,4,111,0.001043
groupby_metric_v3_eval_en.jsonl,Scenario Element Integration,5,147,0.001381
groupby_metric_v3_eval_zh.jsonl,Basic Factual Accuracy,2,1,9e-06
groupby_metric_v3_eval_zh.jsonl,Basic Factual Accuracy,3,1,9e-06
groupby_metric_v3_eval_zh.jsonl,Basic Factual Accuracy,4,13,0.000122
groupby_metric_v3_eval_zh.jsonl,Basic Factual Accuracy,5,315,0.002959
groupby_metric_v3_eval_zh.jsonl,"Clarity, Simplicity & Inspiration",4,62,0.000582
groupby_metric_v3_eval_zh.jsonl,"Clarity, Simplicity & Inspiration",5,158,0.001484
groupby_metric_v3_eval_zh.jsonl,Content Relevance & Scope Control,3,2,1.9e-05
groupby_metric_v3_eval_zh.jsonl,Content Relevance & Scope Control,4,21,0.000197
groupby_metric_v3_eval_zh.jsonl,Content Relevance & Scope Control,5,307,0.002884
groupby_metric_v3_eval_zh.jsonl,Domain Knowledge Accuracy,4,8,7.5e-05
groupby_metric_v3_eval_zh.jsonl,Domain Knowledge Accuracy,5,157,0.001475
groupby_metric_v3_eval_zh.jsonl,Error Identification & Correction Precision,3,4,3.8e-05
groupby_metric_v3_eval_zh.jsonl,Error Identification & Correction Precision,4,4,3.8e-05
groupby_metric_v3_eval_zh.jsonl,Error Identification & Correction Precision,5,84,0.000789
groupby_metric_v3_eval_zh.jsonl,Error Identification & Correction Precision,missing,18,0.000169
groupby_metric_v3_eval_zh.jsonl,Higher-Order Thinking & Skill Development,4,139,0.001306
groupby_metric_v3_eval_zh.jsonl,Higher-Order Thinking & Skill Development,5,81,0.000761
groupby_metric_v3_eval_zh.jsonl,Instruction Following & Task Completion,3,1,9e-06
groupby_metric_v3_eval_zh.jsonl,Instruction Following & Task Completion,4,18,0.000169
groupby_metric_v3_eval_zh.jsonl,Instruction Following & Task Completion,5,476,0.004471
groupby_metric_v3_eval_zh.jsonl,"Motivation, Guidance & Positive Feedback",3,1,9e-06
groupby_metric_v3_eval_zh.jsonl,"Motivation, Guidance & Positive Feedback",4,58,0.000545
groupby_metric_v3_eval_zh.jsonl,"Motivation, Guidance & Positive Feedback",5,92,0.000864
groupby_metric_v3_eval_zh.jsonl,"Motivation, Guidance & Positive Feedback",missing,14,0.000132
groupby_metric_v3_eval_zh.jsonl,"Personalization, Adaptation & Learning Support",4,52,0.000488
groupby_metric_v3_eval_zh.jsonl,"Personalization, Adaptation & Learning Support",5,113,0.001061
groupby_metric_v3_eval_zh.jsonl,Reasoning Process Rigor,2,1,9e-06
groupby_metric_v3_eval_zh.jsonl,Reasoning Process Rigor,3,6,5.6e-05
groupby_metric_v3_eval_zh.jsonl,Reasoning Process Rigor,4,41,0.000385
groupby_metric_v3_eval_zh.jsonl,Reasoning Process Rigor,5,172,0.001616
groupby_metric_v3_eval_zh.jsonl,Role & Tone Consistency,4,16,0.00015
groupby_metric_v3_eval_zh.jsonl,Role & Tone Consistency,5,94,0.000883
groupby_metric_v3_eval_zh.jsonl,Scenario Element Integration,4,130,0.001221
groupby_metric_v3_eval_zh.jsonl,Scenario Element Integration,5,145,0.001362
human_sampled_eval_sft_criteria_test.json,Basic Factual Accuracy,1,2,1.9e-05
human_sampled_eval_sft_criteria_test.json,Basic Factual Accuracy,3,12,0.000113
human_sampled_eval_sft_criteria_test.json,Basic Factual Accuracy,4,49,0.00046
human_sampled_eval_sft_criteria_test.json,Basic Factual Accuracy,5,314,0.00295
human_sampled_eval_sft_criteria_test.json,"Clarity, Simplicity & Inspiration",2,3,2.8e-05
human_sampled_eval_sft_criteria_test.json,"Clarity, Simplicity & Inspiration",3,19,0.000178
human_sampled_eval_sft_criteria_test.json,"Clarity, Simplicity & Inspiration",4,129,0.001212
human_sampled_eval_sft_criteria_test.json,"Clarity, Simplicity & Inspiration",5,101,0.000949
human_sampled_eval_sft_criteria_test.json,Content Relevance & Scope Control,2,3,2.8e-05
human_sampled_eval_sft_criteria_test.json,Content Relevance & Scope Control,3,10,9.4e-05
human_sampled_eval_sft_criteria_test.json,Content Relevance & Scope Control,4,75,0.000705
human_sampled_eval_sft_criteria_test.json,Content Relevance & Scope Control,5,317,0.002978
human_sampled_eval_sft_criteria_test.json,Domain Knowledge Accuracy,3,13,0.000122
human_sampled_eval_sft_criteria_test.json,Domain Knowledge Accuracy,4,97,0.000911
human_sampled_eval_sft_criteria_test.json,Domain Knowledge Accuracy,5,97,0.000911
human_sampled_eval_sft_criteria_test.json,Error Identification & Correction Precision,2,4,3.8e-05
human_sampled_eval_sft_criteria_test.json,Error Identification & Correction Precision,3,5,4.7e-05
human_sampled_eval_sft_criteria_test.json,Error Identification & Correction Precision,4,28,0.000263
human_sampled_eval_sft_criteria_test.json,Error Identification & Correction Precision,5,83,0.00078
human_sampled_eval_sft_criteria_test.json,Higher-Order Thinking & Skill Development,2,20,0.000188
human_sampled_eval_sft_criteria_test.json,Higher-Order Thinking & Skill Development,3,82,0.00077
human_sampled_eval_sft_criteria_test.json,Higher-Order Thinking & Skill Development,4,105,0.000986
human_sampled_eval_sft_criteria_test.json,Higher-Order Thinking & Skill Development,5,55,0.000517
human_sampled_eval_sft_criteria_test.json,Instruction Following & Task Completion,2,2,1.9e-05
human_sampled_eval_sft_criteria_test.json,Instruction Following & Task Completion,3,25,0.000235
human_sampled_eval_sft_criteria_test.json,Instruction Following & Task Completion,4,180,0.001691
human_sampled_eval_sft_criteria_test.json,Instruction Following & Task Completion,5,357,0.003353
human_sampled_eval_sft_criteria_test.json,"Motivation, Guidance & Positive Feedback",1,2,1.9e-05
human_sampled_eval_sft_criteria_test.json,"Motivation, Guidance & Positive Feedback",2,6,5.6e-05
human_sampled_eval_sft_criteria_test.json,"Motivation, Guidance & Positive Feedback",3,43,0.000404
human_sampled_eval_sft_criteria_test.json,"Motivation, Guidance & Positive Feedback",4,55,0.000517
human_sampled_eval_sft_criteria_test.json,"Motivation, Guidance & Positive Feedback",5,75,0.000705
human_sampled_eval_sft_criteria_test.json,"Personalization, Adaptation & Learning Support",2,3,2.8e-05
human_sampled_eval_sft_criteria_test.json,"Personalization, Adaptation & Learning Support",3,37,0.000348
human_sampled_eval_sft_criteria_test.json,"Personalization, Adaptation & Learning Support",4,63,0.000592
human_sampled_eval_sft_criteria_test.json,"Personalization, Adaptation & Learning Support",5,86,0.000808
human_sampled_eval_sft_criteria_test.json,Reasoning Process Rigor,1,46,0.000432
human_sampled_eval_sft_criteria_test.json,Reasoning Process Rigor,2,6,5.6e-05
human_sampled_eval_sft_criteria_test.json,Reasoning Process Rigor,3,15,0.000141
human_sampled_eval_sft_criteria_test.json,Reasoning Process Rigor,4,58,0.000545
human_sampled_eval_sft_criteria_test.json,Reasoning Process Rigor,5,103,0.000968
human_sampled_eval_sft_criteria_test.json,Role & Tone Consistency,3,6,5.6e-05
human_sampled_eval_sft_criteria_test.json,Role & Tone Consistency,4,66,0.00062
human_sampled_eval_sft_criteria_test.json,Role & Tone Consistency,5,74,0.000695
human_sampled_eval_sft_criteria_test.json,Scenario Element Integration,2,13,0.000122
human_sampled_eval_sft_criteria_test.json,Scenario Element Integration,3,59,0.000554
human_sampled_eval_sft_criteria_test.json,Scenario Element Integration,4,138,0.001296
human_sampled_eval_sft_criteria_test.json,Scenario Element Integration,5,133,0.001249
merge_model_metric.jsonl,Basic Factual Accuracy,1,3,2.8e-05
merge_model_metric.jsonl,Basic Factual Accuracy,3,5,4.7e-05
merge_model_metric.jsonl,Basic Factual Accuracy,4,10,9.4e-05
merge_model_metric.jsonl,Basic Factual Accuracy,5,840,0.007891
merge_model_metric.jsonl,"Clarity, Simplicity & Inspiration",3,2,1.9e-05
merge_model_metric.jsonl,"Clarity, Simplicity & Inspiration",4,262,0.002461
merge_model_metric.jsonl,"Clarity, Simplicity & Inspiration",5,210,0.001973
merge_model_metric.jsonl,Content Relevance & Scope Control,1,2,1.9e-05
