sample_id,question_key,protocol_subset,original_label,language,metric,subject,human_agreement,legacy_exp27_train_annotation_available,primary_teacher_required,secondary_teacher_route_initial
3b80405bf60390b3e2afc61dca5be030eed34366,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Physical Education,adjacent,False,True,False
8f04d6cb786b1a58fae43fd1ecc4185642111a42,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,full_annotation_pool,3,en,Higher-Order Thinking & Skill Development,Physical Education,unanimous,True,True,False
cead7027d936821fac1c17a4a3d7523261263a79,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,full_annotation_pool,5,en,Higher-Order Thinking & Skill Development,Physical Education,adjacent,False,True,False
e44434cf7d21b96f677f34d34cd42ebe12641847,6ee4a63a27ca8efb648e5b9a6d471b40f538089f,full_annotation_pool,5,en,Content Relevance & Scope Control,Sociology,unanimous,False,True,False
b9f74b9e49491ba0c5123e4f18b4eddef1a88128,f6cf3e1b280ca78c17a557b97001a3fea411a738,full_annotation_pool,4,en,Instruction Following & Task Completion,Aquaculture,adjacent,False,True,False
dc7d6484ee294960bccb562adad6ea54a00d3652,f6cf3e1b280ca78c17a557b97001a3fea411a738,full_annotation_pool,5,en,Content Relevance & Scope Control,Aquaculture,unanimous,False,True,False
ca0bfc49cf300f6792eb97170ae26cb319f7d1e3,f6cf3e1b280ca78c17a557b97001a3fea411a738,full_annotation_pool,5,en,Basic Factual Accuracy,Aquaculture,unanimous,False,True,False
1c811ba26f0b5fd26d18394b6fe2f7a13700e61c,f6cf3e1b280ca78c17a557b97001a3fea411a738,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Aquaculture,unanimous,False,True,False
c0da74aa002e357bf6cd87cfc435be751a3146f9,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,full_annotation_pool,5,en,Instruction Following & Task Completion,Physical Education,adjacent,False,True,False
8e9256b4ed7d4bf68d08be03d5f05f94d9063a39,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,full_annotation_pool,5,en,Content Relevance & Scope Control,Physical Education,adjacent,False,True,False
6e7aa98455d0694d91b00797c1b088a78f2cb0f0,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Physical Education,adjacent,False,True,False
365e8b4c9ee703d23dee95e59be31577a15cacc8,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,full_annotation_pool,2,en,Higher-Order Thinking & Skill Development,Physical Education,unanimous,True,True,True
3729de82c97c25a7d40d037a74771f9a430dcaf9,6ee4a63a27ca8efb648e5b9a6d471b40f538089f,full_annotation_pool,5,en,Basic Factual Accuracy,Sociology,unanimous,False,True,False
cf03ce4795ad3c6bc107ffae35029fb33f2fbe01,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,full_annotation_pool,5,en,Instruction Following & Task Completion,Physical Education,adjacent,False,True,False
cc3c2363d2597d74434e05d58c794f21cef1accf,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,full_annotation_pool,5,en,Basic Factual Accuracy,Physical Education,adjacent,True,True,False
dcbb76158c5baf8733d12283263c018083ef1772,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,full_annotation_pool,4,en,Domain Knowledge Accuracy,Physical Education,adjacent,False,True,False
9e5db931daecf6394777c3985c65017dfc0ecf8d,f6cf3e1b280ca78c17a557b97001a3fea411a738,full_annotation_pool,5,en,Instruction Following & Task Completion,Aquaculture,adjacent,False,True,False
214b3a2d32c5f868ccd66c3cca5df3d4eac8cf62,f6cf3e1b280ca78c17a557b97001a3fea411a738,full_annotation_pool,5,en,Basic Factual Accuracy,Aquaculture,adjacent,False,True,False
92dbb595752601039e86553b2483c859c571fb23,f6cf3e1b280ca78c17a557b97001a3fea411a738,full_annotation_pool,4,en,Domain Knowledge Accuracy,Aquaculture,unanimous,False,True,True
9afdacc03c76802a00038543b20b1ef17fad2c42,f6cf3e1b280ca78c17a557b97001a3fea411a738,full_annotation_pool,4,en,Higher-Order Thinking & Skill Development,Aquaculture,adjacent,False,True,False
585577866b34a7245334042ca2a11f47e6e6b8d7,b4e8463f79efb7c28a37f3dee049ee3dee03f6de,full_annotation_pool,5,en,Content Relevance & Scope Control,Psychology,adjacent,False,True,False
bf960033a223087c2686bba2a79a0e1bd342f583,b4e8463f79efb7c28a37f3dee049ee3dee03f6de,full_annotation_pool,5,en,Basic Factual Accuracy,Psychology,adjacent,False,True,False
0054f5d8fb3f887dbf0d8f6dd6fee10da2ec1222,b4e8463f79efb7c28a37f3dee049ee3dee03f6de,full_annotation_pool,4,en,Domain Knowledge Accuracy,Psychology,unanimous,False,True,False
87cd10debabacdd66c6a6c6977ec0374456e7d8c,7d31b9d0eef59066afff9ba848a799e2668bbed2,full_annotation_pool,5,en,Content Relevance & Scope Control,Basic Medicine,unanimous,False,True,False
015bfb2a9b53b0462dccb6f57316e76a5fa64219,b4e8463f79efb7c28a37f3dee049ee3dee03f6de,full_annotation_pool,5,en,Instruction Following & Task Completion,Psychology,adjacent,False,True,False
a66b761ac9e5c265e6851610fae855d2bbc392e0,b4e8463f79efb7c28a37f3dee049ee3dee03f6de,full_annotation_pool,5,en,Basic Factual Accuracy,Psychology,unanimous,False,True,False
e824973188b5827600a6eee2ac93fa87c921129e,f6cf3e1b280ca78c17a557b97001a3fea411a738,full_annotation_pool,5,en,Instruction Following & Task Completion,Aquaculture,adjacent,False,True,False
66d1cd506a7681fccfea9464cd11f3078f42c66b,f6cf3e1b280ca78c17a557b97001a3fea411a738,full_annotation_pool,5,en,Content Relevance & Scope Control,Aquaculture,adjacent,False,True,False
ff3e85d142d4ad325200848d89668dfbed6c7336,f6cf3e1b280ca78c17a557b97001a3fea411a738,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Aquaculture,unanimous,False,True,True
22f9b088e30688835dcb27446ab0a3c91ab2b18f,7d31b9d0eef59066afff9ba848a799e2668bbed2,full_annotation_pool,4,en,Instruction Following & Task Completion,Basic Medicine,adjacent,False,True,False
203579577637a52d986e85779c3dc0cf760510cd,7d31b9d0eef59066afff9ba848a799e2668bbed2,full_annotation_pool,5,en,Basic Factual Accuracy,Basic Medicine,unanimous,False,True,False
924ba48dd288c1be641678f73cd053f20d2e4194,7d31b9d0eef59066afff9ba848a799e2668bbed2,full_annotation_pool,3,en,Higher-Order Thinking & Skill Development,Basic Medicine,adjacent,True,True,False
01294d6a09e14ab33102375daee613d5e0226caa,f6cf3e1b280ca78c17a557b97001a3fea411a738,full_annotation_pool,5,en,Instruction Following & Task Completion,Aquaculture,adjacent,False,True,False
e6f060668521c625dff945f64c62d025ca38a8f5,f6cf3e1b280ca78c17a557b97001a3fea411a738,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Aquaculture,unanimous,False,True,False
99a648b12ded62fa75d16c1f08c778e7cc02f0d3,b4e8463f79efb7c28a37f3dee049ee3dee03f6de,full_annotation_pool,5,en,Basic Factual Accuracy,Psychology,adjacent,False,True,False
ac8965a6213b53ee543b51fe5646f9751e080e4c,b4e8463f79efb7c28a37f3dee049ee3dee03f6de,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Psychology,adjacent,False,True,False
d9052beac7f9bb07d6e33a73f87b6cf7f33d0548,7d31b9d0eef59066afff9ba848a799e2668bbed2,full_annotation_pool,5,en,Instruction Following & Task Completion,Basic Medicine,unanimous,False,True,False
1bdeca2bbc2bc29f742cde67d44c11c68be3c681,7d31b9d0eef59066afff9ba848a799e2668bbed2,full_annotation_pool,5,en,Basic Factual Accuracy,Basic Medicine,unanimous,False,True,False
28642db9c7a36aee5a8801d5f7ed743649c4cfd6,7d31b9d0eef59066afff9ba848a799e2668bbed2,full_annotation_pool,5,en,Domain Knowledge Accuracy,Basic Medicine,adjacent,False,True,False
478fbde6f5ac49d8668249c4e9241f4e4bade71a,985d78ba4991a939fdc1da22aedc7db26d96a046,full_annotation_pool,4,en,Instruction Following & Task Completion,Biology,adjacent,False,True,False
a12c16adabea20ad1306a813bcd1dbc01f0f05b9,985d78ba4991a939fdc1da22aedc7db26d96a046,full_annotation_pool,5,en,Content Relevance & Scope Control,Biology,unanimous,False,True,False
dbca1f51e7928fdb21ceb9fe9568ecacec4e62d0,7d31b9d0eef59066afff9ba848a799e2668bbed2,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Basic Medicine,unanimous,False,True,False
19c0fa03c864642d8bc83f2794cc14fb1adbf199,7d31b9d0eef59066afff9ba848a799e2668bbed2,full_annotation_pool,5,en,Higher-Order Thinking & Skill Development,Basic Medicine,adjacent,False,True,False
2f84429af336637e9ed08b5f77edf6a2c4bd4e95,985d78ba4991a939fdc1da22aedc7db26d96a046,sealed_qualification,4,en,"Clarity, Simplicity & Inspiration",Biology,adjacent,False,True,True
f5e57af4c75a0101a1358f9f1cef192ea8b86b98,b4e8463f79efb7c28a37f3dee049ee3dee03f6de,full_annotation_pool,5,en,Instruction Following & Task Completion,Psychology,adjacent,False,True,False
249af2a2e6c61afd655825d4fd44d6463db30ee5,b4e8463f79efb7c28a37f3dee049ee3dee03f6de,full_annotation_pool,5,en,Content Relevance & Scope Control,Psychology,adjacent,False,True,False
0ae7660d71a8a924000e79e42be476346df0fe7b,b4e8463f79efb7c28a37f3dee049ee3dee03f6de,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Psychology,adjacent,False,True,False
ada09e12084110087a4399890595ca2dac743f6a,985d78ba4991a939fdc1da22aedc7db26d96a046,full_annotation_pool,5,en,Basic Factual Accuracy,Biology,unanimous,False,True,False
75549d80e6fb89c758dfe6f146095178a9861d52,985d78ba4991a939fdc1da22aedc7db26d96a046,sealed_qualification,4,en,Domain Knowledge Accuracy,Biology,unanimous,False,True,True
9da3acd35ee7f98e3174d64e473ec0e7368b7282,985d78ba4991a939fdc1da22aedc7db26d96a046,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Biology,adjacent,False,True,False
81b0a87bc2607bc381b6f4590571dc027e82c028,985d78ba4991a939fdc1da22aedc7db26d96a046,sealed_qualification,2,en,Higher-Order Thinking & Skill Development,Biology,unanimous,False,True,True
a01fb31b2d21360f14666853bf7b4f27157490e8,7d31b9d0eef59066afff9ba848a799e2668bbed2,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Basic Medicine,adjacent,False,True,False
1ca8a3a4e0b6f16c08fed604f5f5e66b435b9ec2,7d31b9d0eef59066afff9ba848a799e2668bbed2,full_annotation_pool,3,en,Higher-Order Thinking & Skill Development,Basic Medicine,unanimous,False,True,False
7c803f5f38a1a1733cab990cba9d9b343422487a,985d78ba4991a939fdc1da22aedc7db26d96a046,full_annotation_pool,5,en,Domain Knowledge Accuracy,Biology,adjacent,False,True,False
6f00d15bc370dbabcebe9588a3d17eb2057d08c5,985d78ba4991a939fdc1da22aedc7db26d96a046,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Biology,adjacent,False,True,False
c93c29089980f3858f31a6bb1a8a55568d3b750e,985d78ba4991a939fdc1da22aedc7db26d96a046,full_annotation_pool,2,en,Higher-Order Thinking & Skill Development,Biology,adjacent,False,True,True
f2ce9bdbbf6be947ffa4940b026ab08df8a0ab47,bea4c701b5b8016ddc3f538300508271dc4dda99,full_annotation_pool,4,en,Instruction Following & Task Completion,Theoretical Economics,adjacent,False,True,True
4e65f525a8557fd761df8b180ed03b44a971d1c9,bea4c701b5b8016ddc3f538300508271dc4dda99,full_annotation_pool,4,en,Domain Knowledge Accuracy,Theoretical Economics,adjacent,False,True,False
da7da1fe037120418968b65b914f310ca597fc4b,bea4c701b5b8016ddc3f538300508271dc4dda99,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Theoretical Economics,unanimous,False,True,False
fd226f16a0ab9e7659d3c6e4769613ff79072c83,985d78ba4991a939fdc1da22aedc7db26d96a046,full_annotation_pool,5,en,Instruction Following & Task Completion,Biology,unanimous,False,True,False
85f0ab545c00d664197658a14a814f33a8584d37,985d78ba4991a939fdc1da22aedc7db26d96a046,full_annotation_pool,5,en,"Clarity, Simplicity & Inspiration",Biology,adjacent,False,True,False
931f34177a7bd351412205ffd4e22e1856506867,61420731958fdcd56c8dc237c1b8606a552fe0d8,full_annotation_pool,4,en,Instruction Following & Task Completion,Mathematics,adjacent,False,True,False
517d2517ab3b111e36d4b03239e99e04552d2554,61420731958fdcd56c8dc237c1b8606a552fe0d8,full_annotation_pool,5,en,Content Relevance & Scope Control,Mathematics,adjacent,False,True,False
a0a401e9defc721901dffdbb9d9bcf0acaefb9a2,bea4c701b5b8016ddc3f538300508271dc4dda99,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Theoretical Economics,unanimous,False,True,False
69f84a100ade27cc4871b05da10f6aaf23ceb026,182ead73c7c9bef64c812e1c3366635156817f15,full_annotation_pool,4,en,Domain Knowledge Accuracy,Mathematics,adjacent,False,True,True
ea7c73d44bee68b6c63a68f0126a03764720d317,182ead73c7c9bef64c812e1c3366635156817f15,full_annotation_pool,4,en,Reasoning Process Rigor,Mathematics,adjacent,False,True,False
cc25adbc0f4fbbd2e3a4635e58f4ba9a90897b00,61420731958fdcd56c8dc237c1b8606a552fe0d8,full_annotation_pool,5,en,Basic Factual Accuracy,Mathematics,unanimous,False,True,False
56509cbb0f22f283feb237cb4cff8bc051019915,61420731958fdcd56c8dc237c1b8606a552fe0d8,full_annotation_pool,5,en,Domain Knowledge Accuracy,Mathematics,unanimous,False,True,False
f2edcb6e589c7e59819ef8cda50b3150d13ee43d,61420731958fdcd56c8dc237c1b8606a552fe0d8,full_annotation_pool,2,en,Higher-Order Thinking & Skill Development,Mathematics,unanimous,False,True,True
41755f9daf1b97b4889d6229b5d740bec63ca8fc,bea4c701b5b8016ddc3f538300508271dc4dda99,full_annotation_pool,5,en,Instruction Following & Task Completion,Theoretical Economics,adjacent,False,True,False
761686f62e89e406a7cbcaece20f5c7fcdb248e7,bea4c701b5b8016ddc3f538300508271dc4dda99,full_annotation_pool,5,en,Content Relevance & Scope Control,Theoretical Economics,adjacent,False,True,False
9b9ee2e1500f7071f755ec9db5b2e5ddfc811b03,bea4c701b5b8016ddc3f538300508271dc4dda99,full_annotation_pool,5,en,Basic Factual Accuracy,Theoretical Economics,adjacent,False,True,True
cd15da1795d9a9c658f6c9a7fddd059483bfbd8c,bea4c701b5b8016ddc3f538300508271dc4dda99,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Theoretical Economics,adjacent,False,True,False
45d0c0cdd54aa4d0a87f613141225d0192aede43,182ead73c7c9bef64c812e1c3366635156817f15,full_annotation_pool,3,en,Instruction Following & Task Completion,Mathematics,adjacent,False,True,False
b4f8f9e40ee230936674da3b5bb0a9bb0c4a182f,182ead73c7c9bef64c812e1c3366635156817f15,full_annotation_pool,5,en,Content Relevance & Scope Control,Mathematics,adjacent,False,True,True
f6163cd44a233eeeb38701feb359f1edf2f04f39,182ead73c7c9bef64c812e1c3366635156817f15,full_annotation_pool,5,en,Basic Factual Accuracy,Mathematics,unanimous,False,True,False
07c0afed3166e859ce1dbeee09bec75b08be27a5,182ead73c7c9bef64c812e1c3366635156817f15,full_annotation_pool,3,en,Higher-Order Thinking & Skill Development,Mathematics,adjacent,False,True,False
09bfc398e15a1e23813c0ea4a4dd97bfca832c68,61420731958fdcd56c8dc237c1b8606a552fe0d8,full_annotation_pool,5,en,Content Relevance & Scope Control,Mathematics,unanimous,False,True,False
19eb8738e781f5ecc14242215823ee93e415820c,61420731958fdcd56c8dc237c1b8606a552fe0d8,full_annotation_pool,5,en,Domain Knowledge Accuracy,Mathematics,unanimous,False,True,False
4083e7c39b89e65b4cd5d37ecaba0a35d9ca3905,61420731958fdcd56c8dc237c1b8606a552fe0d8,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Mathematics,adjacent,False,True,False
319b18e60a2d998aa62c179158604f83d1a468bd,bea4c701b5b8016ddc3f538300508271dc4dda99,full_annotation_pool,4,en,Domain Knowledge Accuracy,Theoretical Economics,adjacent,False,True,False
a6d15c359aae7bcd755357456545a29cdbf8c29e,bea4c701b5b8016ddc3f538300508271dc4dda99,full_annotation_pool,3,en,Higher-Order Thinking & Skill Development,Theoretical Economics,adjacent,False,True,False
037f69b63a0631c4ebb718b120d49d8e2344befd,182ead73c7c9bef64c812e1c3366635156817f15,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Mathematics,adjacent,False,True,False
206cea0d35a52934607e101a983651cb31d9dd10,61420731958fdcd56c8dc237c1b8606a552fe0d8,full_annotation_pool,5,en,Basic Factual Accuracy,Mathematics,unanimous,False,True,True
65628cec823f7c0af85eb5a7f1876bfa79009bfc,61420731958fdcd56c8dc237c1b8606a552fe0d8,full_annotation_pool,4,en,"Clarity, Simplicity & Inspiration",Mathematics,adjacent,False,True,False
be1cf42816f45ee5291902d593f7f23cfeefb9ee,bea4c701b5b8016ddc3f538300508271dc4dda99,full_annotation_pool,5,en,Content Relevance & Scope Control,Theoretical Economics,adjacent,False,True,False
480466fdd7989f9b3076d5422b132884b7d2c714,bea4c701b5b8016ddc3f538300508271dc4dda99,full_annotation_pool,5,en,Domain Knowledge Accuracy,Theoretical Economics,adjacent,False,True,False
b986403c63f16eaf326e6a5d6864ab20bec5b7cb,182ead73c7c9bef64c812e1c3366635156817f15,full_annotation_pool,5,en,Content Relevance & Scope Control,Mathematics,unanimous,False,True,False
02169e6cc6f86f682c0b04047827e32859533603,182ead73c7c9bef64c812e1c3366635156817f15,full_annotation_pool,2,en,Scenario Element Integration,Mathematics,unanimous,True,True,True
ef81aa51a96cc526752db4c4e670dae998589e2a,182ead73c7c9bef64c812e1c3366635156817f15,full_annotation_pool,4,en,Domain Knowledge Accuracy,Mathematics,adjacent,False,True,False
8e15c208261f6518bf5b8170861ab73a386d6856,182ead73c7c9bef64c812e1c3366635156817f15,full_annotation_pool,5,en,Reasoning Process Rigor,Mathematics,unanimous,False,True,False
6cc46157fcf2aa5b87cd72293be48481a7e5dacc,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,sealed_qualification,2,en,Instruction Following & Task Completion,Theoretical Economics,adjacent,True,True,True
521c3d2902d3e3bf2a9aff4e45bd687510d21cd4,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,full_annotation_pool,4,en,Content Relevance & Scope Control,Theoretical Economics,adjacent,False,True,False
4cd889432787317c3d6716056366b73d08c09729,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,full_annotation_pool,5,en,Basic Factual Accuracy,Theoretical Economics,adjacent,False,True,False
88b5d66ecdaa22219bcf781219d169f927292631,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,sealed_qualification,3,en,Reasoning Process Rigor,Theoretical Economics,adjacent,False,True,True
d669073d100a7f3755e1ce0ec3bd63e9b6c54e34,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,sealed_qualification,2,en,Error Identification & Correction Precision,Theoretical Economics,unanimous,True,True,True
49f20dc5f6af7ac653a2b37a0b23e7ca31b165d9,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,full_annotation_pool,3,en,"Motivation, Guidance & Positive Feedback",Theoretical Economics,adjacent,True,True,False
016540423ea53b5e0973f79a57e2d4cb12777b0c,2c3431500658778ea0788f7745c59f0b024746a9,sealed_qualification,5,en,Basic Factual Accuracy,Crop Science,adjacent,False,True,True
4c89190e568d117ca600f5aa988a532858bbb4bc,2c3431500658778ea0788f7745c59f0b024746a9,full_annotation_pool,5,en,Domain Knowledge Accuracy,Crop Science,adjacent,False,True,False
25b2aca3522e1455a7dad91ab18dedaaf7d3e1bb,2c3431500658778ea0788f7745c59f0b024746a9,full_annotation_pool,5,en,Reasoning Process Rigor,Crop Science,adjacent,True,True,False
1a61264f2942585866f6e4db24a78354aa8c0d39,182ead73c7c9bef64c812e1c3366635156817f15,full_annotation_pool,5,en,Instruction Following & Task Completion,Mathematics,adjacent,False,True,False
02fbb97fff18ecab49d50cbe8910f97d308edf43,182ead73c7c9bef64c812e1c3366635156817f15,full_annotation_pool,3,en,Higher-Order Thinking & Skill Development,Mathematics,adjacent,True,True,False
7a5ae2c79851e40cccaf47deb5d4953023576ec9,b8341c9d33cad1b053ba0bafa03c407e4791c4da,sealed_qualification,2,en,Scenario Element Integration,Business Administration,unanimous,True,True,True
b98b50d95782304d48d08ccbe6eda435ec3f66c7,b8341c9d33cad1b053ba0bafa03c407e4791c4da,sealed_qualification,2,en,Scenario Element Integration,Business Administration,adjacent,True,True,True
b53779ad0cb30b8d06a3305b451ef1c73411de43,b8341c9d33cad1b053ba0bafa03c407e4791c4da,sealed_qualification,3,en,Domain Knowledge Accuracy,Business Administration,adjacent,False,True,False
a5b76b94f849ef3c81364bfd2a49a16777a2d7fa,b8341c9d33cad1b053ba0bafa03c407e4791c4da,sealed_qualification,2,en,Reasoning Process Rigor,Business Administration,adjacent,True,True,True
6c5fed7f1c159d7a24e2032426abf24e23a3e809,b8341c9d33cad1b053ba0bafa03c407e4791c4da,full_annotation_pool,3,en,"Clarity, Simplicity & Inspiration",Business Administration,unanimous,False,True,False
13af8e6896f2be6cf223e45bf4f1652fe39fe7d3,b8341c9d33cad1b053ba0bafa03c407e4791c4da,sealed_qualification,2,en,Higher-Order Thinking & Skill Development,Business Administration,unanimous,True,True,True
631652a447d3232e500437a8d5ec20f47fc133cf,2c3431500658778ea0788f7745c59f0b024746a9,full_annotation_pool,5,en,Instruction Following & Task Completion,Crop Science,adjacent,False,True,False
bd658d0af3fff124eba41ffdd40a4ab3e0e9b912,2c3431500658778ea0788f7745c59f0b024746a9,full_annotation_pool,5,en,Content Relevance & Scope Control,Crop Science,adjacent,False,True,False
90e2dc006c55c677efcd3a103d36ec2a56ef40d1,2c3431500658778ea0788f7745c59f0b024746a9,full_annotation_pool,3,en,Scenario Element Integration,Crop Science,adjacent,False,True,False
092a20e0897700f36d48ca78eb7a27f34e4058a3,2c3431500658778ea0788f7745c59f0b024746a9,full_annotation_pool,5,en,Basic Factual Accuracy,Crop Science,adjacent,False,True,False
1823b34eb58e1bac98a413e1a699220e913ed66c,2c3431500658778ea0788f7745c59f0b024746a9,full_annotation_pool,5,en,Reasoning Process Rigor,Crop Science,adjacent,False,True,False
442ab34434be5d5d0a5ccfefa007b86b000b7a09,2c3431500658778ea0788f7745c59f0b024746a9,full_annotation_pool,5,en,"Clarity, Simplicity & Inspiration",Crop Science,adjacent,False,True,False
12b0fbaa8dc92d70e5f3a1c5b668c285c85d33fb,2c3431500658778ea0788f7745c59f0b024746a9,full_annotation_pool,4,en,Higher-Order Thinking & Skill Development,Crop Science,adjacent,True,True,False
bf3f2800c34328af64797989585a4ba199d6bad7,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,full_annotation_pool,5,en,Instruction Following & Task Completion,Theoretical Economics,unanimous,False,True,False
1b8e3ac2990f833d5c205707fb3926eedd3ad7fd,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,full_annotation_pool,5,en,Content Relevance & Scope Control,Theoretical Economics,adjacent,False,True,False
abfae3e451f011defe4be86d902ce05cd3bc961b,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,full_annotation_pool,5,en,Basic Factual Accuracy,Theoretical Economics,adjacent,False,True,False
4f863246ce135695bc9c8f6187e6449ab6c9c820,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,sealed_qualification,4,en,Reasoning Process Rigor,Theoretical Economics,unanimous,False,True,False
b3d5ee39bbc3b07f751503e7b6b380a018f6caf1,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,full_annotation_pool,5,en,"Motivation, Guidance & Positive Feedback",Theoretical Economics,adjacent,False,True,True
14d269a457d72719b99e5eb391ccfc2f2ff29cfe,4acd2f421d6a5a424b3461cdf88a6e42db9e26d0,full_annotation_pool,4,en,Instruction Following & Task Completion,Public Administration,adjacent,True,True,False
83b85a9504e080bc0eb544c14d72b0eb94352678,4acd2f421d6a5a424b3461cdf88a6e42db9e26d0,full_annotation_pool,5,en,Content Relevance & Scope Control,Public Administration,unanimous,False,True,False
635341dd50b7f62b9210cf55b0dbff3af2fdc7f5,4acd2f421d6a5a424b3461cdf88a6e42db9e26d0,full_annotation_pool,4,en,Scenario Element Integration,Public Administration,adjacent,False,True,False
a102d96e53e8bcc1fb8a40e7f40c47a64271ea92,4acd2f421d6a5a424b3461cdf88a6e42db9e26d0,full_annotation_pool,5,en,Basic Factual Accuracy,Public Administration,unanimous,False,True,False
58065d4196f034d218ee93b272a35dbfb1ccba8a,4acd2f421d6a5a424b3461cdf88a6e42db9e26d0,full_annotation_pool,4,en,Domain Knowledge Accuracy,Public Administration,adjacent,False,True,False
dc140f683351de3f95860f1a1eb5fd9e0d63b215,4acd2f421d6a5a424b3461cdf88a6e42db9e26d0,full_annotation_pool,5,en,"Clarity, Simplicity & Inspiration",Public Administration,adjacent,False,True,True
9f713f8e8f487e1ae37c730642a2cdf2a3232bd4,b8341c9d33cad1b053ba0bafa03c407e4791c4da,full_annotation_pool,5,en,Basic Factual Accuracy,Business Administration,adjacent,False,True,False
3624849d5e3d9a97bf8f9965e3f2aca0b53f7d66,b8341c9d33cad1b053ba0bafa03c407e4791c4da,full_annotation_pool,3,en,Domain Knowledge Accuracy,Business Administration,adjacent,False,True,False
1b5df375ab0c6d48d21dc9a88fd408b29454ff67,b8341c9d33cad1b053ba0bafa03c407e4791c4da,sealed_qualification,2,en,Higher-Order Thinking & Skill Development,Business Administration,unanimous,True,True,True
455548c77ef120ad15c7637c5c6f428257c51255,2c3431500658778ea0788f7745c59f0b024746a9,full_annotation_pool,4,en,Domain Knowledge Accuracy,Crop Science,adjacent,False,True,False
2fe3c1abf7a402543149975b12f25e648a6508c6,dd136878ae93aa36b80dca8d0b02cf25011b6f5e,full_annotation_pool,4,en,Instruction Following & Task Completion,Biology,adjacent,False,True,False
7da2cb265148a8baeec1057a1433e08964dc25c2,dd136878ae93aa36b80dca8d0b02cf25011b6f5e,full_annotation_pool,4,en,Content Relevance & Scope Control,Biology,adjacent,False,True,False
a2ae1f1994459b856f7e270f46fd0644ac0e54c8,dd136878ae93aa36b80dca8d0b02cf25011b6f5e,full_annotation_pool,5,en,Basic Factual Accuracy,Biology,adjacent,False,True,False
f629f4c7750fcee6d4548618ea988578798f60ed,dd136878ae93aa36b80dca8d0b02cf25011b6f5e,full_annotation_pool,5,en,Reasoning Process Rigor,Biology,adjacent,False,True,False
cafc4197096943dc7f904944269aeb328b8e6d2c,dd136878ae93aa36b80dca8d0b02cf25011b6f5e,full_annotation_pool,3,en,"Motivation, Guidance & Positive Feedback",Biology,adjacent,True,True,False
03f5d9758c7a62f42ea24d2e10cba7cafbd492f4,4acd2f421d6a5a424b3461cdf88a6e42db9e26d0,full_annotation_pool,5,en,Content Relevance & Scope Control,Public Administration,unanimous,False,True,False
047965c749c8c38484875cacd07e0a1b6027203e,4acd2f421d6a5a424b3461cdf88a6e42db9e26d0,full_annotation_pool,5,en,Scenario Element Integration,Public Administration,unanimous,False,True,False
0aa4cec270f51d60692565e810251ed1f96b9bf4,4acd2f421d6a5a424b3461cdf88a6e42db9e26d0,full_annotation_pool,5,en,Basic Factual Accuracy,Public Administration,unanimous,False,True,False
53256a9d6a13a7f5e48ab903027d30ebe2ef2710,4acd2f421d6a5a424b3461cdf88a6e42db9e26d0,full_annotation_pool,5,en,Reasoning Process Rigor,Public Administration,unanimous,False,True,False
103e013057186f2db4db80cc42f2870441fa9328,4acd2f421d6a5a424b3461cdf88a6e42db9e26d0,full_annotation_pool,5,en,"Clarity, Simplicity & Inspiration",Public Administration,unanimous,False,True,False
