comparison,left_variant,right_variant,seed,metric,observed_delta,ci_lower,ci_upper,bootstrap_mean,resamples,unit
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,Bin_Agreement,-0.0048982667671439994,-0.01357157168047178,0.004097448252332222,-0.004913231808846396,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,low_to_high_rate,0.02631578947368418,-0.06453366058906025,0.108132678132678,0.024573717166699892,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,high_to_low_rate,0.0017189514396218305,-0.0004368815477073962,0.00434995428435774,0.0017734569600109929,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,label1_recall,0.041666666666666664,0.0,0.14285714285714285,0.042932192874440334,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,label2_recall,0.0,0.0,0.0,0.0,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,label3_recall,0.02390438247011953,-0.02308411214953271,0.06897749042145586,0.023845280720515994,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,label4_recall,0.019027484143763207,-0.017545307162295125,0.05493273542600896,0.0189087425291388,2000,question_key
rubric_effect_with_hard,v10_hard_raw_rubric,v00_hard_no_rubric,44,label5_recall,-0.018826937002172417,-0.043233156399582896,0.004828932813927701,-0.01888061893456597,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,MAE,-0.020346646571213267,-0.03931665696688863,-0.0015257941612889067,-0.020244822919693314,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,QWK,0.04148191261348788,0.004947680966841334,0.07555804515885857,0.041136156145374386,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,Exact_Match,0.008666164280331623,-0.008876150711089515,0.02585579816070546,0.008536810794179001,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,Kendall_tau,0.03738240398078191,0.0035164330313756987,0.07148464140225112,0.03704686165476039,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,Signed_Bias,-0.017332328560663163,-0.04512272018056775,0.00987649978170646,-0.017352321144115994,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,abs_Signed_Bias,-0.017332328560663163,-0.04512272018056775,0.00987649978170646,-0.017352321144115994,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,expected_score_MAE,0.020347474217572104,0.00702178116339547,0.03389530399024663,0.020442899243037004,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,human_CE,-0.271317674561818,-0.3170076264788641,-0.22860770875062,-0.270862449990892,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,human_Brier,-0.05611225209562665,-0.06902332356798091,-0.04079060181278188,-0.05582537384405634,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,human_RPS,-0.008282600399144482,-0.010618313577540062,-0.005945323864111352,-0.00824919393891167,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,Bin_Agreement,0.009419743782969059,0.0015057427017487162,0.01716020830132869,0.009405956378080747,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,low_to_high_rate,0.013157894736842035,-0.0724814422057265,0.09090909090909094,0.012625966230206644,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,high_to_low_rate,0.0017189514396218305,-0.0016999755703386327,0.005608464696422215,0.0017126082907048317,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,label1_recall,0.0,0.0,0.0,0.0,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,label2_recall,0.0,0.0,0.0,0.0,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,label3_recall,-0.01593625498007968,-0.06060876623376625,0.03125615157480312,-0.016215749383033874,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,label4_recall,0.04968287526427062,0.012869334374802097,0.08709816663349855,0.04978697914377986,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,42,label5_recall,-0.014482259232440287,-0.0451968859858877,0.014870719505371156,-0.014752545564075173,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,MAE,-0.022984174830444626,-0.04210129901811305,-0.003719723148180735,-0.022730264162714547,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,QWK,0.04861730289560384,0.006663037574663245,0.0901290325938755,0.04874282654934151,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,Exact_Match,0.010926902788244153,-0.005838527774930058,0.027264701473842873,0.010623980592384029,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,Kendall_tau,0.03129276698568256,0.0008320147536897374,0.061050861623548044,0.03094356751055801,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,Signed_Bias,-0.03579502637528259,-0.06035709192550127,-0.011576540484237278,-0.03599666038608628,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,abs_Signed_Bias,-0.03579502637528259,-0.06035709192550127,-0.011576540484237278,-0.03599666038608628,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,expected_score_MAE,0.02270897489867174,0.009809161563628908,0.03556195930146734,0.022912159800591633,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,human_CE,-0.4984074399600482,-0.5549271113811488,-0.44148286776031287,-0.4981853853196178,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,human_Brier,-0.08166182326796056,-0.09498229879938681,-0.06732852291529486,-0.08155750756781999,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,human_RPS,-0.011614453050935176,-0.013815817461572665,-0.009270381782216895,-0.011596807942415443,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,Bin_Agreement,0.010926902788244153,0.0015202192530860497,0.020355862369437237,0.010931746769015722,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,low_to_high_rate,-0.026315789473684292,-0.11323450134770886,0.04166666666666663,-0.027821031497526676,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,high_to_low_rate,-0.001289213579716373,-0.003397027600849257,0.0004290419988094404,-0.0013111802359956348,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,label1_recall,0.04166666666666667,-0.12513586956521738,0.2857142857142857,0.045886269920889775,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,label2_recall,-0.019230769230769232,-0.07142857142857142,0.0,-0.02028262087398558,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,label3_recall,0.03984063745019921,-0.010007731958762896,0.09091852131271214,0.040607162191784354,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,label4_recall,0.05708245243128962,0.024016159107990605,0.09062657254682692,0.056719832333432425,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,43,label5_recall,-0.025343953656770446,-0.04926921492508459,-0.002371842900944298,-0.025684870152703182,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,MAE,0.0007535795026375469,-0.018939498645226087,0.01986162539145834,0.0006318341743997571,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,QWK,-0.002819651687486213,-0.04719310452790606,0.039198592187100735,-0.0021997491114734194,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,Exact_Match,-0.007912584777694076,-0.025199606251630494,0.010468347831042541,-0.007830938747662775,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,Kendall_tau,-0.0015816781296133509,-0.03457599646859371,0.029811078820693514,-0.0014036706662838307,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,Signed_Bias,-0.05651846269781463,-0.07846154215034934,-0.035000757870462876,-0.05625677497537094,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,abs_Signed_Bias,-0.05651846269781463,-0.07846154215034934,-0.035000757870462876,-0.05625677497537094,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,expected_score_MAE,0.03444005466262762,0.02187561964525703,0.0469631849861277,0.03446660840404775,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,human_CE,-0.3145831231020686,-0.3596706389884459,-0.26866256181176107,-0.31414043688286986,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,human_Brier,-0.06423864927233042,-0.07879304559136484,-0.049323718279508655,-0.06406464647471036,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,human_RPS,-0.008455329749019025,-0.010892361335342778,-0.005716597793756271,-0.008440008118721268,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,Bin_Agreement,0.0041446872645063415,-0.004178384463261594,0.012947656198555584,0.004243336291956389,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,low_to_high_rate,0.06578947368421051,-0.013518141429100416,0.14864864864864868,0.06663946994253898,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,high_to_low_rate,0.0004297378599054576,-0.000903496415591714,0.001789749246356513,0.0004022579709089991,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,label1_recall,0.0,0.0,0.0,0.0,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,label2_recall,0.0,0.0,0.0,0.0,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,label3_recall,0.01992031872509961,-0.034191702432045785,0.07319735861114056,0.020031161090194597,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,label4_recall,0.059196617336152224,0.026062416634599826,0.09375166577825159,0.059307022215825365,2000,question_key
soft_effect_without_rubric,v01_soft_no_rubric,v00_hard_no_rubric,44,label5_recall,-0.05937726285300515,-0.08139708693989645,-0.03724199623630189,-0.0592329276296499,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,MAE,-0.03278070836473246,-0.05525760651905048,-0.00971851681960718,-0.032655287995747614,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,QWK,0.07303281718291188,0.03034832087130128,0.11793224079065404,0.0730111752845386,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,Exact_Match,0.01620195930670687,-0.004069761621767109,0.035544267224845466,0.016029660506031097,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,Kendall_tau,0.05738037938289553,0.016423110772656367,0.09597273368334368,0.05717421700280751,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,Signed_Bias,-0.019216277317256975,-0.05099205320447011,0.012864539010065346,-0.01944142031911804,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,abs_Signed_Bias,-0.019216277317256975,-0.05099205320447011,0.012864539010065346,-0.01944142031911804,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,expected_score_MAE,-0.0023164486296324838,-0.01787493489175472,0.014189943108745603,-0.0021236027077208685,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,human_CE,-0.24460661430873687,-0.301422668534925,-0.18753028061266871,-0.24516657548625592,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,human_Brier,-0.06009798744607253,-0.07659196601606863,-0.0422375911789176,-0.06008615665645999,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,human_RPS,-0.009399407010316087,-0.012220680197490402,-0.006422388433442936,-0.009409037979025377,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,Bin_Agreement,0.006028636021100153,-0.0025765135483826057,0.015055363678247415,0.006104838841542118,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,low_to_high_rate,-0.0921052631578948,-0.20227575699866687,0.0,-0.09107668526700485,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,high_to_low_rate,-0.0008594757198109155,-0.0029965753424657533,0.0008905415493257423,-0.0008617834126046999,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,label1_recall,0.0,0.0,0.0,0.0,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,label2_recall,0.0,0.0,0.0,0.0,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,label3_recall,0.003984063745019917,-0.053735865693834504,0.05970468171960707,0.004549737637313282,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,label4_recall,0.04334038054968281,0.0030267143772914756,0.08376935039509932,0.0435084207260866,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,42,label5_recall,0.0007241129616220032,-0.03109357044975505,0.030825124200353972,0.00025868886269563246,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,MAE,-0.013941220798794285,-0.03716442359122803,0.00946663352086388,-0.013508049832019663,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,QWK,0.04075729537140449,-0.004752613873280134,0.08557405771064724,0.03902245979484463,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,Exact_Match,0.0007535795026375469,-0.01981447809597089,0.021660771908069865,0.0005520594246196373,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,Kendall_tau,0.013727901672603904,-0.022308013608716835,0.050874552186586194,0.013104346866148451,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,Signed_Bias,-0.04182366239638283,-0.06981151243108363,-0.012887347810517744,-0.04126147935279244,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,abs_Signed_Bias,-0.04182366239638283,-0.06981151243108363,-0.012887347810517744,-0.04126147935279244,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,expected_score_MAE,0.019106258519417274,0.001818150567806297,0.03711521316029827,0.01938355478574939,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,human_CE,-0.4990436251197383,-0.5722906352367325,-0.4247702570054882,-0.4979839425320917,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,human_Brier,-0.08431521771912925,-0.10353051731756889,-0.06291888943721212,-0.08414058638682181,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,human_RPS,-0.012370105795486842,-0.015559298559976507,-0.008982019521107802,-0.012305560130056356,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,Bin_Agreement,0.013187641296156793,0.002951515700572871,0.023214180093216876,0.012991804339549223,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,low_to_high_rate,-0.06578947368421062,-0.18181818181818188,0.03390312018489984,-0.0662515471579869,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,high_to_low_rate,-0.0008594757198109154,-0.0026420370230273685,0.0008234180626705655,-0.0008750267998625757,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,label1_recall,0.08333333333333333,-0.1111111111111111,0.3333333333333333,0.08183572343341593,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,label2_recall,-0.019230769230769232,-0.07142857142857142,0.0,-0.01995379718798639,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,label3_recall,0.05976095617529879,0.0,0.11905015197568389,0.057780250846685914,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,label4_recall,0.046511627906976716,0.007834452949740533,0.0849891072458531,0.04662698341670871,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,43,label5_recall,-0.04199855177407674,-0.07523278925402013,-0.008916298253016042,-0.04183472907638826,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,MAE,0.006782215523737756,-0.01614172563323248,0.029414175506268073,0.006350681779797574,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,QWK,-0.005574422902911436,-0.04930288678502254,0.044154925899414624,-0.00374460133099273,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,Exact_Match,-0.009042954031650341,-0.029632227518788124,0.011405574919913014,-0.008813575017595592,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,Kendall_tau,-0.006608154090779583,-0.04168522432693243,0.030828202699957327,-0.005704283931030261,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,Signed_Bias,-0.06706857573474002,-0.09331017378062437,-0.04002660792480376,-0.06713108025565973,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,abs_Signed_Bias,-0.06706857573474002,-0.09331017378062437,-0.04002660792480376,-0.06713108025565973,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,expected_score_MAE,0.030850868804725706,0.015847692037760944,0.04558050335140421,0.03053637568828791,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,human_CE,-0.294245243036402,-0.35013644218683443,-0.24108438098010665,-0.29537528811572017,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,human_Brier,-0.05891959905127375,-0.07612645751440278,-0.04213217636792061,-0.05914439395130317,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,human_RPS,-0.008005411103170386,-0.01099831994571879,-0.005086397721022623,-0.008059833628838947,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,Bin_Agreement,-0.0011303692539562649,-0.009966174264040168,0.0076580283406084216,-0.0010590958299363685,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,low_to_high_rate,0.02631578947368418,-0.07600375791139237,0.11767198404785632,0.023010878485348094,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,high_to_low_rate,0.0004297378599054576,-0.0013245765691847857,0.002496205765843536,0.0004217724313295109,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,label1_recall,0.0,0.0,0.0,0.0,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,label2_recall,0.0,0.0,0.0,0.0,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,label3_recall,0.05577689243027889,-0.008825358851674637,0.12314361955164412,0.056863597895814834,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,label4_recall,0.04228329809725151,0.0,0.08384371734587248,0.041815974142595164,2000,question_key
combined_effect,v11_soft_raw_rubric,v00_hard_no_rubric,44,label5_recall,-0.05648081100651703,-0.08345744438571387,-0.029219091398473725,-0.05593656522676146,2000,question_key
