sample_id,split,candidate_type,question_key,metric,language,subject,gold_label,score_model_pred,risk_model_pred,score_risk_gap,question_preview,answer_preview,rubric_preview,manual_should_flag,manual_final_action,manual_failure_type,manual_score_cap,manual_label_conflict,manual_notes
36d83f7b1c82af6b9034d0c4c966782424399430,train,train_high_false_positive_candidates,aa48c48cd6bf14c4713397de0e37c7971495e79d,Content Relevance & Scope Control,en,Mathematics,5,5,2,3,"Subject:Mathematics Education Level:PhD Question:In the context of complex analysis, consider the function f(z) = z^2 + 1. Which of the following statements is true regarding its singularities? A) f(z) has no singularities. B) f(z) has a removable singulari...","```json { ""Answer"": { ""CorrectOption"": ""A"", ""Explanation"": ""The function f(z) = z^2 + 1 is a polynomial function. Polynomial functions are entire functions, meaning they are holomorphic (analytic) everywhere in the complex plane and do not have any singular...","[""5: Content is highly relevant to the specified topic/theme/question; strictly within required difficulty/scope/discipline without redundant or irrelevant information."", ""4: Overall relevance is high; scope control is good with possibly a small amount of s...",,,,,,
420820bb25d418dab7019c649aed8fbf6a85a310,train,train_high_false_positive_candidates,9170c4d4b31f4dd5c699c2524cc746bd54865e83,Content Relevance & Scope Control,en,Psychology,5,4,3,1,"Question: Discuss the role of neurotransmitters in the regulation of mood, and how imbalances can lead to mood disorders. Student's Answer: Neurotransmitters are chemicals in the brain that transmit signals between neurons. They play a crucial role in regul...","```json { ""Score"": 85, ""Scoring Details"": { ""Content Accuracy"": 20, ""Comprehensiveness"": 15, ""Clarity and Organization"": 20, ""Depth of Explanation"": 15, ""Critical Thinking and Insight"": 15 }, ""Personalized Feedback"": { ""Strengths"": ""Your answer correctly id...","[""5: Content is highly relevant to the specified topic/theme/question; strictly within required difficulty/scope/discipline without redundant or irrelevant information."", ""4: Overall relevance is high; scope control is good with possibly a small amount of s...",,,,,,
ec11307bbb4dc993e5f482539a528ae68a572fc0,train,train_high_false_positive_candidates,0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea,Content Relevance & Scope Control,en,Theoretical Economics,5,4,3,1,Question: Explain the concept of Nash Equilibrium in game theory and provide an example. Student's Answer: Nash Equilibrium is a situation in a game where each player's strategy is optimal given the strategies of all other players. No player can benefit by...,"```json { ""Score"": 85, ""Scoring_Details"": { ""Accuracy_of_Definition"": 90, ""Explanation_Clarity"": 85, ""Relevance_of_Example"": 80, ""Comprehensiveness_of_Answer"": 85 }, ""Personalized_Feedback"": ""Your explanation of Nash Equilibrium is quite accurate and clear....","[""5: Content is highly relevant to the specified topic/theme/question; strictly within required difficulty/scope/discipline without redundant or irrelevant information."", ""4: Overall relevance is high; scope control is good with possibly a small amount of s...",,,,,,
6b0714e56afaddc9f3d583f946a6665e54d85759,train,train_high_false_positive_candidates,ce9b05f8b8c3c09bfac56ea4f5f177bac9474ddb,Content Relevance & Scope Control,zh,Basic Medicine,4,5,2,3,"问题：在神经生理学中，动作电位的过程中不包括以下哪一个步骤？ A) 去极化 B) 再极化 C) 超极化 D) 钙离子流入细胞 学生的答案：C) 超极化 请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","```json { ""评分"": ""正确"", ""评分细节"": ""学生选择了C) 超极化，这是正确的。在动作电位的过程中，确实不包括超极化作为其直接步骤。动作电位主要包括去极化、达到阈值后钠离子快速内流导致的动作电位上升相、随后的再极化过程（钾离子外流），以及之后的恢复期。钙离子流入细胞虽然不是所有神经元动作电位的一部分，但在某些特定类型的神经信号传导中扮演重要角色，比如突触传递时。但是，根据题目给定的选项来看，'钙离子流入细胞'更常被提及于突触传递而非动作电位本身的过程描述中，因此本题的最佳答案是C) 超极化。...","[""5分： 内容与指定知识点/主题/问题高度相关，且严格控制在要求的难度、范围、学科内，无冗余或无关信息。"", ""4分： 内容主体相关，范围控制良好，可能包含极少量轻微超纲或关联度稍弱的信息。"", ""3分： 内容大部分相关，但包含一些偏离主题或超出范围的部分，范围控制不够精确。"", ""2分： 内容相关性较差，包含较多无关信息，或严重超出指定范围。"", ""1分： 内容基本不相关，或完全脱离指定范围。""]",,,,,,
734f2a177b3191215512b6dab86af6f8739461a1,train,train_high_false_positive_candidates,f7f8e6254e81a50cd0db26f7a0b465bd860ee691,Content Relevance & Scope Control,zh,Chemistry,5,5,3,2,"问题：考虑一个有机分子，其含有羧基(-COOH)和酯基(-COOR')。请解释该分子在酸性和碱性条件下的水解反应机理，并讨论不同条件下的反应产物。 请根据这个问题提供思路。""提供的思路"":,以json格式返回","```json { ""思路"": { ""反应条件对比"": { ""酸性条件"": { ""机理概述"": ""在酸性条件下，酯基(-COOR')会优先发生水解反应。这是因为羧基(-COOH)在酸性环境下不易进一步质子化，而酯键则相对容易受到攻击。"", ""步骤详解"": [ ""首先，一个水分子作为亲核试剂进攻酯键中的碳原子。"", ""随后形成四面体中间体，在此过程中酯基的氧原子获得了一个氢离子(H+)。"", ""接着，该中间体分解为醇(R'OH)和一个新的羰基化合物。"", ""最后，由于是在酸性环境中，新生成的羰基化合物可能会保持...","[""5分： 内容与指定知识点/主题/问题高度相关，且严格控制在要求的难度、范围、学科内，无冗余或无关信息。"", ""4分： 内容主体相关，范围控制良好，可能包含极少量轻微超纲或关联度稍弱的信息。"", ""3分： 内容大部分相关，但包含一些偏离主题或超出范围的部分，范围控制不够精确。"", ""2分： 内容相关性较差，包含较多无关信息，或严重超出指定范围。"", ""1分： 内容基本不相关，或完全脱离指定范围。""]",,,,,,
dc5f28594fc57e92b04dc85d63b1396f67674638,train,train_high_false_positive_candidates,ac1c8ccfcd59afb588cbe2e820ef540a695ec312,Content Relevance & Scope Control,zh,Clinical Medicine,5,5,1,4,"学科:临床医学 学制级别:硕士 问题：以下哪种药物最常用于治疗急性心肌梗死？ A) 阿司匹林 B) 布洛芬 C) 对乙酰氨基酚 D) 洛伐他汀 .请根据问题生成对应的答案。""答案"":,以json格式返回","```json { ""答案"": ""A) 阿司匹林"" } ```","[""5分： 内容与指定知识点/主题/问题高度相关，且严格控制在要求的难度、范围、学科内，无冗余或无关信息。"", ""4分： 内容主体相关，范围控制良好，可能包含极少量轻微超纲或关联度稍弱的信息。"", ""3分： 内容大部分相关，但包含一些偏离主题或超出范围的部分，范围控制不够精确。"", ""2分： 内容相关性较差，包含较多无关信息，或严重超出指定范围。"", ""1分： 内容基本不相关，或完全脱离指定范围。""]",,,,,,
5cf92ae6e911701eed946b87825c30da1f906f16,train,train_high_false_positive_candidates,85398269c1c07a9498c3eae4b08315e4db78a74e,Content Relevance & Scope Control,zh,General Pedagogy,4,4,3,1,"问题：在教育学中，哪个教学方法最强调学生的主动参与？ 学生的答案：合作学习法 请根据问题和学生答案给出""评分"":""评分细节"":""个性化反馈"":,以json格式返回","```json { ""评分"": ""部分正确"", ""评分细节"": ""合作学习法确实强调学生的主动参与，但它并不是唯一强调学生主动参与的教学方法。其他方法如项目式学习、探究式学习等也强调学生的主动参与。"", ""个性化反馈"": ""你的答案部分正确。合作学习法确实强调学生的主动参与，这是一个很好的选择。然而，还有其他教学方法如项目式学习和探究式学习也强调学生的主动参与。你可以考虑这些方法，以便更全面地理解教育学中强调学生主动参与的各种教学策略。继续加油！"" } ```","[""5分： 内容与指定知识点/主题/问题高度相关，且严格控制在要求的难度、范围、学科内，无冗余或无关信息。"", ""4分： 内容主体相关，范围控制良好，可能包含极少量轻微超纲或关联度稍弱的信息。"", ""3分： 内容大部分相关，但包含一些偏离主题或超出范围的部分，范围控制不够精确。"", ""2分： 内容相关性较差，包含较多无关信息，或严重超出指定范围。"", ""1分： 内容基本不相关，或完全脱离指定范围。""]",,,,,,
ede9edccfd0d076ee4b8371ccdaef992a5b79d38,train,train_high_false_positive_candidates,93a5ca2decc82169ec51fce4735b568ddb829c8a,Content Relevance & Scope Control,zh,History,5,5,1,4,"学科:历史学 学制级别:大学 问题：以下哪一事件标志着英格兰光荣革命的结束？ A. 1688年詹姆斯二世的逃亡 B. 1689年权利法案的通过 C. 1690年博因河战役 D. 1694年玛丽二世去世 .请根据问题生成对应的答案。""答案"":,以json格式返回","```json { ""答案"": ""B. 1689年权利法案的通过"" } ```","[""5分： 内容与指定知识点/主题/问题高度相关，且严格控制在要求的难度、范围、学科内，无冗余或无关信息。"", ""4分： 内容主体相关，范围控制良好，可能包含极少量轻微超纲或关联度稍弱的信息。"", ""3分： 内容大部分相关，但包含一些偏离主题或超出范围的部分，范围控制不够精确。"", ""2分： 内容相关性较差，包含较多无关信息，或严重超出指定范围。"", ""1分： 内容基本不相关，或完全脱离指定范围。""]",,,,,,
4622cfaeee381397df1162d10d99e6e1b1078983,train,train_high_false_positive_candidates,3b26f4f8f9f7314ee644e63efa2173afbb702c33,Content Relevance & Scope Control,zh,Law,5,5,2,3,"学科:法学 学制级别:博士 问题：在国际法中，以下哪一个原则主要用于解决国家之间的领土争端？ A. 不干涉内政原则 B. 自决原则 C. 先占原则 D. 互惠原则 .请根据问题生成对应的答案。""答案"":,以json格式返回","```json { ""答案"": ""C. 先占原则"" } ``` 说明：在国际法中，先占原则是指一个国家可以通过有效占领无主地来取得该土地的主权。虽然这个原则在现代应用较少，因为它假设了存在真正的“无主地”，但在历史上它确实是解决领土归属问题的一种方式。不过，在当前处理国家间领土争端时，更常用的原则包括但不限于通过谈判、调解、仲裁或司法裁决等方式和平解决争议。其他选项如不干涉内政原则更多涉及到尊重国家主权和独立；自决原则主要涉及人民选择自己的政治地位及发展经济、社会与文化权利；而互惠原则则多用于国际贸易等领域，...","[""5分： 内容与指定知识点/主题/问题高度相关，且严格控制在要求的难度、范围、学科内，无冗余或无关信息。"", ""4分： 内容主体相关，范围控制良好，可能包含极少量轻微超纲或关联度稍弱的信息。"", ""3分： 内容大部分相关，但包含一些偏离主题或超出范围的部分，范围控制不够精确。"", ""2分： 内容相关性较差，包含较多无关信息，或严重超出指定范围。"", ""1分： 内容基本不相关，或完全脱离指定范围。""]",,,,,,
30a49a700cf6b388d636db421db673f71bf2f429,train,train_high_false_positive_candidates,80c997dc9bc9becf50e310e86fb5550097076469,Content Relevance & Scope Control,zh,Mathematics,5,5,2,3,"学科:数学 学制级别:小学 知识点：简单的加法运算 问题类型：单选题 .请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","```json { ""问题"": { ""题干"": ""小明有3个苹果，妈妈又给了他2个苹果。小明现在一共有多少个苹果？"", ""选项"": { ""A"": ""4"", ""B"": ""5"", ""C"": ""6"", ""D"": ""7"" }, ""正确答案"": ""B"" }, ""提供的思路"": { ""步骤解析"": [ ""1. 小明最初有3个苹果。"", ""2. 妈妈给了他2个苹果，需要将两者相加：3 + 2。"", ""3. 计算结果为5，对应选项B。"" ], ""关键点"": ""理解加法运算的意义，掌握10以内的加法计算。"" } } ```","[""5分： 内容与指定知识点/主题/问题高度相关，且严格控制在要求的难度、范围、学科内，无冗余或无关信息。"", ""4分： 内容主体相关，范围控制良好，可能包含极少量轻微超纲或关联度稍弱的信息。"", ""3分： 内容大部分相关，但包含一些偏离主题或超出范围的部分，范围控制不够精确。"", ""2分： 内容相关性较差，包含较多无关信息，或严重超出指定范围。"", ""1分： 内容基本不相关，或完全脱离指定范围。""]",,,,,,
4b71fcef3339c09c5b1317a918c5f19c90067ba6,train,train_high_false_positive_candidates,3f583749c39a53d68120dd4302b4c6888f5dd6d7,Content Relevance & Scope Control,zh,Physics,5,5,1,4,"学科:物理学 学制级别:博士 问题：在广义相对论的框架下，以下哪种情况最有可能导致时空奇点的出现？ A) 电磁场的存在 B) 大质量恒星的核心塌缩 C) 宇宙学常数为零 D) 低能粒子在真空中的运动 .请根据问题生成对应的答案。""答案"":,以json格式返回","```json { ""答案"": ""B) 大质量恒星的核心塌缩"" } ```","[""5分： 内容与指定知识点/主题/问题高度相关，且严格控制在要求的难度、范围、学科内，无冗余或无关信息。"", ""4分： 内容主体相关，范围控制良好，可能包含极少量轻微超纲或关联度稍弱的信息。"", ""3分： 内容大部分相关，但包含一些偏离主题或超出范围的部分，范围控制不够精确。"", ""2分： 内容相关性较差，包含较多无关信息，或严重超出指定范围。"", ""1分： 内容基本不相关，或完全脱离指定范围。""]",,,,,,
dd9ac0a64b33f70498f0b7efeca14256ccf075f3,train,train_high_false_positive_candidates,e3a1cd273545f8678ebc10a163f908053480c7bc,Content Relevance & Scope Control,zh,Psychology,4,5,3,2,"学科:心理学 学制级别:大学 知识点：社会认知理论中的自我效能感 问题类型：多选题 .请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","```json { ""问题"": ""以下哪些选项正确描述了社会认知理论中自我效能感的作用？"", ""提供的思路"": [ ""影响个人对任务的选择和坚持程度。"", ""决定个人面对困难时的情绪反应。"", ""直接影响个人的实际技能水平。"", ""促进或阻碍个人目标的设定。"", ""改变个人的基本性格特征。"" ], ""答案"": [0, 1, 3] } ``` 这个多选题旨在考察学生对于社会认知理论中“自我效能感”概念的理解，包括它如何影响个体的行为选择、情绪状态以及目标设定等方面。正确答案是第1（影响个人对任务的选择和坚持程度...","[""5分： 内容与指定知识点/主题/问题高度相关，且严格控制在要求的难度、范围、学科内，无冗余或无关信息。"", ""4分： 内容主体相关，范围控制良好，可能包含极少量轻微超纲或关联度稍弱的信息。"", ""3分： 内容大部分相关，但包含一些偏离主题或超出范围的部分，范围控制不够精确。"", ""2分： 内容相关性较差，包含较多无关信息，或严重超出指定范围。"", ""1分： 内容基本不相关，或完全脱离指定范围。""]",,,,,,
ea4b7bc0178f16a4dee130694954eafdd90dfc42,train,train_high_false_positive_candidates,f6cf3e1b280ca78c17a557b97001a3fea411a738,Domain Knowledge Accuracy,en,Aquaculture,4,4,2,2,"Subject:Aquaculture Education Level:Undergraduate Knowledge Point:Aquaculture involves the farming of aquatic organisms, including fish, mollusks, crustaceans, and aquatic plants. It encompasses breeding, rearing, and harvesting in controlled environments....","```json { ""Question"": ""Which of the following is NOT a primary focus of aquaculture?"", ""Options"": [ ""A) Breeding aquatic organisms"", ""B) Rearing aquatic organisms in controlled environments"", ""C) Harvesting aquatic organisms"", ""D) Studying the migration pat...","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or de...",,,,,,
28642db9c7a36aee5a8801d5f7ed743649c4cfd6,train,train_high_false_positive_candidates,7d31b9d0eef59066afff9ba848a799e2668bbed2,Domain Knowledge Accuracy,en,Basic Medicine,5,4,1,3,Subject:Basic Medicine Education Level:Master Knowledge Point:The renin-angiotensin-aldosterone system (RAAS) plays a crucial role in regulating blood pressure and fluid balance in the body. Question Type:Single Choice .Generate a corresponding question bas...,"```json { ""Question"": ""Which of the following best describes the primary function of the renin-angiotensin-aldosterone system (RAAS)?"", ""Options"": [ ""A. Regulating blood glucose levels"", ""B. Controlling body temperature"", ""C. Maintaining blood pressure and...","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or de...",,,,,,
d82a7677e95be9770088b2d3d99730a0274fbca7,train,train_high_false_positive_candidates,7f281c5d001646c5cd068f561302e9f2c1b03a4e,Domain Knowledge Accuracy,en,Chinese,5,5,2,3,"Question: Which Chinese dynasty is known for the construction of the majority of the Great Wall of China as it stands today? Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","```json { ""Reasoning Provided"": ""To determine which Chinese dynasty is known for the construction of the majority of the Great Wall of China as it stands today, we need to consider the historical context and the periods during which significant construction...","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or de...",,,,,,
455548c77ef120ad15c7637c5c6f428257c51255,train,train_high_false_positive_candidates,2c3431500658778ea0788f7745c59f0b024746a9,Domain Knowledge Accuracy,en,Crop Science,4,4,3,1,Question: Which of the following factors is most crucial for determining the success of a crop in a particular region? A) Soil pH B) Seed variety C) Irrigation method D) Climate conditions Please provide reasoning based on this question. Do not provide the...,"{ ""reasoning"": ""To determine the most crucial factor for the success of a crop in a particular region, one must consider how each option fundamentally impacts plant growth and development. Soil pH (A) is indeed important as it affects nutrient availability...","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or de...",,,,,,
d544e103b8bc6af559c354ee6e895222a2f32d19,train,train_high_false_positive_candidates,d0434a705d581d2aebdcf53be8acafc5da9b8e4e,Domain Knowledge Accuracy,en,Geography,5,5,3,2,"Question: Explain how plate tectonics can lead to the formation of mountains. Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","{ ""reasoning"": ""Plate tectonics involves the movement and interaction of large sections of the Earth's crust, known as tectonic plates. These plates float on the semi-fluid layer beneath them, called the asthenosphere, and move due to convection currents wi...","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or de...",,,,,,
2d4f60123fa1c29e52c6931edd6d00041b81d555,train,train_high_false_positive_candidates,182ead73c7c9bef64c812e1c3366635156817f15,Domain Knowledge Accuracy,en,Mathematics,4,4,2,2,"Question: What is the value of 5 + 3? Please provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","{ ""reasoning"": ""This question is asking for the sum of two numbers, 5 and 3. In basic arithmetic, when we add two numbers together, we combine their values to find the total. Here, we are adding 5 to 3, which means we take the value of 5 and increase it by...","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or de...",,,,,,
fb89f9ef8531c404e355980455f26553582520e3,train,train_high_false_positive_candidates,5f10a3a85e0efd1be4f1e1773e836f0ef17e29b2,Domain Knowledge Accuracy,en,Physical Education,5,5,3,2,"Subject:Physical Education Education Level:Undergraduate Knowledge Point:The FITT principle is a foundational concept in physical education that stands for Frequency, Intensity, Time, and Type. It is used to structure exercise programs to improve fitness le...","```json { ""Question"": ""Explain the FITT principle and how each component (Frequency, Intensity, Time, and Type) contributes to designing an effective exercise program."", ""Provided Reasoning"": ""This question is appropriate for an undergraduate level in Physi...","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or de...",,,,,,
8681aa03fc68be1a9401aaff990030902de25fc5,train,train_high_false_positive_candidates,b4e8463f79efb7c28a37f3dee049ee3dee03f6de,Domain Knowledge Accuracy,en,Psychology,4,4,3,1,"Subject:Psychology Education Level:Undergraduate Knowledge Point:Cognitive dissonance is a psychological concept that refers to the discomfort experienced when holding two or more conflicting cognitions (e.g., beliefs, attitudes, or behaviors). To reduce th...","```json { ""Question"": ""Which of the following scenarios best illustrates the concept of cognitive dissonance?"", ""Options"": [ ""A. A student who loves to play video games decides to join a gaming club."", ""B. A person who believes in healthy eating but frequen...","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or de...",,,,,,
13b1101f81c98a8404f89b78c0e199cc987d97c1,train,train_high_false_positive_candidates,77549e9a87652e35c3eb0c10ff7c6e47a57e0ceb,Domain Knowledge Accuracy,en,Public Administration,5,4,2,2,"Subject:Public Administration Education Level:PhD Knowledge Point:Public administration at the PhD level often involves understanding complex governance structures, policy analysis, and the implementation of public policies in various political and economic...","```json { ""Question"": ""At the PhD level in Public Administration, which of the following is most crucial for analyzing and implementing public policies effectively?"", ""ProvidedReasoning"": ""This question tests the candidate's understanding of the core aspect...","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or de...",,,,,,
a57838ffb9aae93ce63754f7207d802796ae7a90,train,train_high_false_positive_candidates,6ee4a63a27ca8efb648e5b9a6d471b40f538089f,Domain Knowledge Accuracy,en,Sociology,4,4,3,1,"Subject:Sociology Education Level:PhD Knowledge Point:The concept of 'social capital' has been extensively discussed in the field of sociology, particularly in relation to community development, socio-economic mobility, and collective action. Social capital...","```json { ""Question"": ""Which of the following best describes the concept of social capital in sociology?"", ""Options"": [ { ""Option"": ""The financial resources available within a community"", ""Correct"": false, ""Reasoning"": ""Social capital is not about financial...","[""5: Subject matter application is not only accurate but also shows appropriate depth and rigor; adheres to industry or academic standards."", ""4: Proper use of professional knowledge reflecting a good degree of proficiency; minor shortcomings in depth or de...",,,,,,
437db53a30a26792bb14154993b13937737325e5,train,train_high_false_positive_candidates,b0ec9ece1525000e58e3539446f4c4e03dc1c08f,Domain Knowledge Accuracy,zh,Basic Medicine,5,4,3,1,"学科:基础医学 学制级别:硕士 知识点：肌肉收缩的生理机制 问题类型：多选题 .请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","```json { ""question"": ""下列关于肌肉收缩的生理机制描述正确的是：\nA. 肌肉收缩是由肌球蛋白头部的ATP酶活性引起的\nB. 横桥的摆动需要Ca2+的参与\nC. 钙泵的作用是将肌浆网中的Ca2+泵出细胞外\nD. 肌钙蛋白与Ca2+结合后会改变其构象，暴露出肌动蛋白上的位点\nE. 肌肉松弛时，肌球蛋白头部不再具有ATP酶活性"", ""provided_thoughts"": ""1. 肌肉收缩涉及肌丝滑行理论，其中横桥的摆动是关键步骤。\n2. Ca2+在肌肉收缩过程中起着至关重要的作用...","[""5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。"", ""4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。"", ""3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。"", ""2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。"", ""1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。""]",,,,,,
f9a721356765129b80c12d555e6df263bcbb015e,train,train_high_false_positive_candidates,f7f8e6254e81a50cd0db26f7a0b465bd860ee691,Domain Knowledge Accuracy,zh,Chemistry,4,4,3,1,"问题：考虑一个有机分子，其含有羧基(-COOH)和酯基(-COOR')。请解释该分子在酸性和碱性条件下的水解反应机理，并讨论不同条件下的反应产物。 请根据这个问题提供思路。""提供的思路"":,以json格式返回","```json { ""问题分析"": { ""有机分子结构"": ""该有机分子含有羧基(-COOH)和酯基(-COOR')，其中R'代表一个烃基团。"", ""酸性条件下的水解反应"": { ""反应类型"": ""酯化反应的逆过程"", ""反应机制"": ""在酸性条件下，酯基(-COOR')会与水(H2O)发生水解反应，生成羧酸(-COOH)和醇(R'OH)。这个过程可以看作是酯化反应的逆过程。"", ""反应方程式"": ""-COOR' + H2O -> -COOH + R'OH"" }, ""碱性条件下的水解反应"": { ""反应类型""...","[""5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。"", ""4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。"", ""3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。"", ""2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。"", ""1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。""]",,,,,,
871191a442d81243b83064f6f4cb8914ac12620d,train,train_high_false_positive_candidates,c3d6dd9886dbb21e947eb824f47088252a780c68,Domain Knowledge Accuracy,zh,Crop Science,4,4,3,1,"知识点：作物生长模型的参数优化 请根据这个知识点给出""教学素材"":教学素材需要包括教学目标、重点难点、课堂活动设计等,以json格式返回","```json { ""教学目标"": [ ""理解作物生长模型的基本概念及其在农业中的应用。"", ""掌握作物生长模型参数优化的常用方法。"", ""能够运用优化算法对作物生长模型的参数进行优化。"", ""培养学生的数据分析能力和编程实践能力。"" ], ""重点难点"": { ""重点"": [ ""作物生长模型的基本结构及其关键参数。"", ""参数优化的基本流程和方法。"", ""常用优化算法（如遗传算法、粒子群算法等）的原理和应用。"" ], ""难点"": [ ""如何选择合适的优化算法以适应不同的作物生长模型。"", ""参数优化过程中如何...","[""5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。"", ""4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。"", ""3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。"", ""2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。"", ""1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。""]",,,,,,
b5972d1fa042ad8348b96dfe3862dd68e20e5c3d,train,train_high_false_positive_candidates,32498439ea951a2573e1f3afb8999f203448e58e,Domain Knowledge Accuracy,zh,Literature and Art,4,4,3,1,"学科:文学与艺术 学制级别:博士 知识点：后现代主义文学理论 问题类型：单选题 .请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","```json { ""问题"": ""后现代主义文学理论的核心特征之一是反对"", ""提供的思路"": [""宏大叙事"", ""传统结构"", ""现实主义表现手法"", ""现代主义的单一视角""] } ```","[""5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。"", ""4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。"", ""3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。"", ""2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。"", ""1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。""]",,,,,,
bfe06235f57e1c1ba0ee853e902539032109ed53,train,train_high_false_positive_candidates,80c997dc9bc9becf50e310e86fb5550097076469,Domain Knowledge Accuracy,zh,Mathematics,5,4,2,2,"学科:数学 学制级别:小学 知识点：简单的加法运算 问题类型：单选题 .请根据学科,学制级别,知识点,问题类型生成一个对应的问题。""问题""和""提供的思路"":,以json格式返回","```json { ""question"": ""下列哪个选项是正确的简单加法运算结果？\nA) 3 + 5 = 8\nB) 7 + 2 = 10\nC) 9 + 1 = 18\nD) 4 + 6 = 11"", ""provided_thoughts"": ""正确答案应该是两个数相加的结果。通过逐一检查每个选项，可以确定哪个选项的计算是准确的。例如，选项A中的3 + 5确实等于8；而选项C中的9 + 1等于10，但不是18；选项D中的4 + 6等于10，而不是11。因此，需要验证每个选项，找出正确的答案。"", ""an...","[""5分： 在专业领域知识运用上不仅准确，且展现出恰当的深度和严谨性，符合行业标准或学术规范。"", ""4分： 专业知识运用准确，体现了较好的专业水准，但在深度或某些细节的严谨性上略有不足，不影响核心正确性。"", ""3分： 专业知识运用基本准确，但显得较为表层或不够严谨，可能存在一些非核心概念的混淆或遗漏。"", ""2分： 专业知识运用存在明显错误或重大遗漏，体现出专业性不足。"", ""1分： 专业知识运用方面存在严重错误，完全不符合专业标准，可能产生误导。""]",,,,,,
