synthetic_id,synthetic_plan_id,source_record_id,language,metric_canonical,target_label_5,error_type,question_preview,question,answer_synthetic,rubric_text,rationale_for_label,expected_failure_against_rubric,label_plausibility_status,error_type_alignment_status,rubric_failure_visibility,too_good_for_target_label,manual_review_required,manual_quality_ok,manual_label_plausible,manual_notes,review_natural_plausible,review_label_plausible,review_error_type_aligned,review_no_artifact_phrase,review_no_copy_or_leakage_concern,review_keep_for_topup1,reviewer_notes,review_mode
syn_fecdc32256cc8161,topup1_025,bd3a9465eb5bc64d41fca6a99e39db5c4265b031,en,Reasoning Process Rigor,1,reasoning_gap,"Subject:Psychology\nEducation Level:PhD\nQuestion:Which of the following theories best explains the mechanism of action of selective serotonin reuptake inhibitors (SSRIs) in the treatment of depression?\nA) Dopamine Hypothesis\nB) Monoamine Hypothesis\nC) Neurogenesis Hypothesis\nD) Glutamate Hypothesis\n. Please generate the corresponding answer based on the question. ""Answer"":, in JSON format.","Subject:Psychology\nEducation Level:PhD\nQuestion:Which of the following theories best explains the mechanism of action of selective serotonin reuptake inhibitors (SSRIs) in the treatment of depression?\nA) Dopamine Hypothesis\nB) Monoamine Hypothesis\nC) Neurogenesis Hypothesis\nD) Glutamate Hypothesis\n. Please generate the corresponding answer based on the question. ""Answer"":, in JSON format.","SSRIs work by increasing serotonin, which is a monoamine. But the monoamine hypothesis is about dopamine and norepinephrine, so it doesn't fit. The dopamine hypothesis is for psychosis, not depression. Neurogenesis is about new cell growth, and SSRIs don't cause that. Glutamate is the main excitatory neurotransmitter, and depression is due to too little excitation. So SSRIs increase glutamate to excite the brain. Therefore, the correct theory is the Glutamate Hypothesis (D).","[""5: Reasoning is complete, clear, and rigorous; all steps are correct; arguments are strong and free of logical fallacies."", ""4: Reasoning is largely correct and logically coherent with minor issues in individual steps or details that do not affect the conclusion."", ""3: Reasoning is visible but contains unclear logic, missing steps, or insufficient argumentation, affecting the overall outcome."", ""2: Reasoning has major logical flaws, confusion in steps, or critical omissions; reliability is low."", ""1: Virtually no valid reasoning; logic is chaotic; steps are incorrect or irrelevant.""]","The answer contains multiple logical errors and factual inaccuracies. It misinterprets the monoamine hypothesis, falsely claims SSRIs increase glutamate, and incorrectly concludes the glutamate hypothesis. The reasoning is incoherent, with arbitrary elimination of options and no valid logical chain. This aligns with label 1: virtually no valid reasoning.","The reasoning is chaotic and incorrect, with steps based on false premises. There is no clear, logical progression from the premise to the conclusion, resulting in a severe reasoning gap.",pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_087617b502f132d3,topup1_026,4298ddb0e25d6d75573725a9310be8d8ffc626ac,zh,Scenario Element Integration,2,scenario_mismatch,"{'姓名': '张伟', '年级': '大四', '学校': '某知名医学院', '当前能力水平': '具备扎实的基础医学知识，临床技能较为薄弱', '学习目标': '提高临床诊断能力，准备考取执业医师资格证', '知识薄弱点': ['心血管系统疾病诊断', '影像学基础', '药理学应用'], '学习习惯': '习惯于通过视频学习，偏好高效的学习方法，通常在晚上学习'}\n请根据学生画像给出""学习路径规划建议"":和""个性化意见生成"":,以json格式返回","{'姓名': '张伟', '年级': '大四', '学校': '某知名医学院', '当前能力水平': '具备扎实的基础医学知识，临床技能较为薄弱', '学习目标': '提高临床诊断能力，准备考取执业医师资格证', '知识薄弱点': ['心血管系统疾病诊断', '影像学基础', '药理学应用'], '学习习惯': '习惯于通过视频学习，偏好高效的学习方法，通常在晚上学习'}\n请根据学生画像给出""学习路径规划建议"":和""个性化意见生成"":,以json格式返回","{""学习路径规划建议"": {""阶段一 (1-2个月): 基础巩固与理论学习"": [""建议重新回顾《病理学》和《病理生理学》核心章节，确保基础无死角。"", ""每天早晨阅读医学文献1小时，积累最新进展。"", ""参加学校组织的解剖学实验课，强化动手能力。""], ""阶段二 (1个月): 临床思维强化"": [""每天下午参与医院大查房，观察上级医师诊断过程。"", ""阅读《临床诊断学》案例集，完成课后习题。"", ""与同学组建线下讨论小组，每周三次在教室进行病例分析。""], ""阶段三 (考前1个月): 应试能力提升"": [""购买执业医师考试全套教材，系统刷题。"", ""参加培训班的面授课程，每日8小时学习。"", ""模拟考试，查漏补缺。""]}, ""个性化意见生成"": {""资源适配建议"": [""考虑到你目前在医学院，推荐利用图书馆资源借阅《实用内科学》重点学习心血管部分。"", ""影像学方面可以选修学校开设的影像读片公选课。"", ""药理学应用建议背诵《药理学》教材中的重要药物表格。""], ""学习方法优化"": [""采用番茄工作法，每25分钟学习，5分钟休息。"", ""制作详细的手写笔记，定期复习。"", ""每日早晨大声朗读重点知识。""], ""临床实践衔接"": [""争取白天在心血管内科实习机会，积累临床经验。"", ""参加学校标准化病人训练，每周两次。"", ""观察手术操作，记录要点。""], ""应试策略调整"": [""整理错题本，分析错误原因。"", ""做近十年真题，背诵高频考点。"", ""考前一个月每天模拟考试环境。""], ""健康管理提示"": [""保证充足睡眠，早睡早起。"", ""均衡饮食，补充营养。"", ""适当进行户外运动，放松心情。""]}}","[""5分： 充分融合所有关键场景要素（如学生历史、学习偏好等），输出高度个性化，并与教学情境高度匹配。"", ""4分： 有效使用主要场景要素，回答具有针对性；可能遗漏少量细节，但不影响整体效果。"", ""3分： 使用了部分场景信息，但融合较浅；个性化程度或情境契合度一般。"", ""2分： 仅表层提及场景信息，未有效融合核心要素；与上下文连接较弱。"", ""1分： 完全忽视场景特定信息；输出通用、模板化，且与场景不相关。""]",回答中虽然提到了“医学院”“心血管”等词，但整体建议未有效融合学生的核心场景信息：学生基础扎实却让复习基础病理，偏好视频学习却推荐阅读书籍和面授，晚上学习习惯却被建议早晨学习和白天实习，薄弱点（心血管系统疾病诊断、影像学基础、药理学应用）没有得到针对性强化，学习目标（执业医师资格证）只在后期泛泛提及。因此，仅表层提及场景信息，未有效融合核心要素，符合2分标准。,按照评分细则，2分要求“仅表层提及场景信息，未有效融合核心要素；与上下文连接较弱”。该回答虽然在一些地方插入了“医学院”“心血管”等词语，但给出的学习路径和个性化建议没有贴合学生的实际偏好（视频、晚上学习）、薄弱点和特定目标，本质上是一套通用模板，与场景不匹配，导致回答不可靠。,pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_1a288bd69b7bcc16,topup1_027,3f8524e7c94e5b282e3b234ca6eb54e28b4e9186,en,"Personalization, Adaptation & Learning Support",1,scenario_mismatch,"Student Profile: Student Profile: {'Name': 'John Doe', 'Academic Background': ""Bachelor's degree in Political Science"", 'Learning Style': 'Visual and Analytical', 'Interests': 'Military strategy, international relations, defense technologies', 'Strengths': 'Strong critical thinking, effective communication, adept at data analysis', 'Areas for Improvement': 'Needs more exposure to practical fieldwork, time management'}\nBased on the student profile, generate 'personalized learning content or tasks' for each student, returning the result in JSON format.","Student Profile: Student Profile: {'Name': 'John Doe', 'Academic Background': ""Bachelor's degree in Political Science"", 'Learning Style': 'Visual and Analytical', 'Interests': 'Military strategy, international relations, defense technologies', 'Strengths': 'Strong critical thinking, effective communication, adept at data analysis', 'Areas for Improvement': 'Needs more exposure to practical fieldwork, time management'}\nBased on the student profile, generate 'personalized learning content or tasks' for each student, returning the result in JSON format.","{
  ""personalized_learning_content"": [
    {
      ""category"": ""Basic Cooking Techniques"",
      ""tasks"": [
        {
          ""title"": ""Learn to Boil Water"",
          ""description"": ""Practice boiling water for different purposes. Read a long textbook chapter on thermodynamics."",
          ""resources"": [""Audio lectures on boiling water"", ""Thermodynamics textbook""],
          ""objectives"": [""Understand heat transfer""]
        }
      ]
    }
  ]
}","[""5: Highly personalized content/advice/feedback based on student level/traits/needs; resource and learning path suggestions are accurate, practical, and valuable."", ""4: Demonstrates some adaptation to student situation; provides relevant learning advice or resources with good utility."", ""3: Attempts personalization but with limited effectiveness; recommendations are generic and of limited value."", ""2: Little to no personalization; output is the same for everyone; learning support is insufficient or unrelated."", ""1: No personalization; output may conflict with student needs; offers no or incorrect learning support.""]","The suggested learning content is entirely unrelated to the student's academic background (Political Science) and interests (military strategy, international relations). It ignores the visual learning style by providing audio resources and fails to leverage any of the student's strengths or address areas for improvement. This complete lack of personalization yields a label 1.",No personalization; content conflicts with student needs and offers incorrect learning support.,pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_85bb84942c705362,topup1_028,b45fad06b090ad80523f055dc1cc05c8041a5c6d,zh,Higher-Order Thinking & Skill Development,2,reasoning_gap,"学生画像：学生的画像：{'姓名': '李华', '年龄': 21, '专业年级': '水产养殖专业三年级', '学习风格': '喜欢实践操作，动手能力强', '兴趣': '对鱼类繁殖和养殖技术感兴趣', '挑战': '理论知识消化较慢，需要更多视觉化材料', '目标': '希望在毕业前能够独立设计一个水产养殖方案'}\n请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回","学生画像：学生的画像：{'姓名': '李华', '年龄': 21, '专业年级': '水产养殖专业三年级', '学习风格': '喜欢实践操作，动手能力强', '兴趣': '对鱼类繁殖和养殖技术感兴趣', '挑战': '理论知识消化较慢，需要更多视觉化材料', '目标': '希望在毕业前能够独立设计一个水产养殖方案'}\n请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回","{
  ""个性化学习内容与任务"": {
    ""学生信息"": {
      ""姓名"": ""李华"",
      ""年龄"": 21,
      ""专业年级"": ""水产养殖专业三年级"",
      ""学习目标"": ""毕业前独立设计水产养殖方案""
    },
    ""学习任务"": [
      {
        ""阶段"": ""理论学习"",
        ""任务"": [
          {
            ""主题"": ""鱼类繁殖基础知识"",
            ""形式"": ""观看教学视频《鱼类繁殖生理学》系列动画"",
            ""要求"": ""记录视频中的关键术语和定义，完成课后填空题""
          },
          {
            ""主题"": ""养殖水体管理"",
            ""形式"": ""阅读教材第3-5章，绘制水循环示意图（参考教材图3.2）"",
            ""要求"": ""在图上标注各部分名称，并写出简单功能描述""
          }
        ]
      },
      {
        ""阶段"": ""技能操作"",
        ""任务"": [
          {
            ""主题"": ""繁殖操作演练"",
            ""形式"": ""在实验室使用模型鱼进行催产素注射练习（按操作手册步骤执行）"",
            ""要求"": ""重复操作5次，记录注射部位和剂量，直到熟练""
          },
          {
            ""主题"": ""水质检测"",
            ""形式"": ""使用测试试剂盒检测鱼塘水样，记录pH、氨氮、溶氧等数据"",
            ""要求"": ""将数据填入标准表格，对比标准水质参数，判断是否合格""
          }
        ]
      },
      {
        ""阶段"": ""方案设计准备"",
        ""任务"": [
          {
            ""主题"": ""参观现有养殖场"",
            ""形式"": ""到学校合作养殖场参观，观察并记录其养殖流程"",
            ""要求"": ""填写参观记录表，描述所见设施和操作方法""
          },
          {
            ""主题"": ""案例学习"",
            ""形式"": ""阅读两个经典养殖方案案例（鲤鱼池塘养殖、罗非鱼工厂化养殖），总结其共同点和步骤"",
            ""要求"": ""用表格列出每个案例的选址、鱼种选择、饲料投喂计划、疾病预防措施""
          }
        ]
      }
    ],
    ""支持资源"": [
      ""鱼类繁殖生理学3D动画视频库"",
      ""虚拟养殖场漫游程序（仅观察模式）"",
      ""养殖方案设计模板（Word文档，填空式）""
    ],
    ""评估方式"": ""学习任务完成度检查表（每个任务是否完成并记录）""
  }
}","[""5分： 交互或内容设计巧妙，能显著促进学生的批判性思维、创新思维、问题解决或知识迁移应用能力（例如通过开放性问题、对比分析、案例探究、项目式任务等）。"", ""4分： 能提出引导性问题或设计有一定挑战性的任务，对培养学生的高阶思维和能力（如分析、评估、应用）有积极作用。"", ""3分： 在促进高阶思维方面有所尝试（如提出一些简单的思考题），但深度和广度有限，效果不明显，整体仍偏重知识复述或简单应用。"", ""2分： 交互或内容主要停留在基础知识记忆和理解层面，很少或未能涉及需要高阶思维的活动或问题。"", ""1分： 完全忽视高阶思维培养，仅限于死记硬背或简单重复，甚至可能因提供过于简化或固化的答案而阻碍思维发展。""]",回答主要包含记忆和理解层面的任务，如观看视频记录术语、绘制示意图、按步骤操作、参观记录和案例总结，缺乏分析、评价或创造等高阶思维活动，符合2分描述。,没有涉及需要高阶思维的活动，任务多为复述、模仿和简单的信息提取，未能促进批判性思维或问题解决能力。,pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_050f1197e0ed6114,topup1_029,10c69dd1e604977b423b722728a48a4f826a5590,en,Error Identification & Correction Precision,1,factual_error,"Question: Which of the following is the primary function of hemoglobin in the human body?\nOriginal Answer: To fight infections by destroying bacteria.\nYou are providing error-correction services for the student's response. Based on this question and the original answer, provide the ""Corrected Answer"" and ""Error Explanation"", in JSON format.","Question: Which of the following is the primary function of hemoglobin in the human body?\nOriginal Answer: To fight infections by destroying bacteria.\nYou are providing error-correction services for the student's response. Based on this question and the original answer, provide the ""Corrected Answer"" and ""Error Explanation"", in JSON format.","{""Corrected Answer"": ""The primary function of hemoglobin is to fight infections by destroying bacteria."", ""Error Explanation"": ""The student's original answer is correct. Hemoglobin is a crucial component of the immune system, helping to combat bacterial infections by destroying bacteria directly.""}","[""5: Precisely identified all errors (no omission or false positives); provided completely correct, clear, and optimal correction suggestions."", ""4: Correctly located most major errors; suggestions are generally accurate and effective with only minor omissions or less-than-perfect advice."", ""3: Identified some errors but with clear omissions or false positives; suggestions are partially correct but may lack clarity, completeness or optimality."", ""2: Inaccurate error detection with critical omissions or many false positives; suggestions contain errors or are hard to comprehend."", ""1: Completely failed to detect errors; provided entirely incorrect or misleading correction advice.""]","The answer completely fails to detect the error in the original response, instead confirming an incorrect fact about hemoglobin's function. The corrected answer repeats the wrong statement, and the error explanation provides false information, making it entirely misleading.",Completely failed to detect errors; provided entirely incorrect or misleading correction advice.,pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_1d94a18e300f3a56,topup1_030,3d58d2275fa85f29612bbef5ede9feac61a3fdf0,zh,Instruction Following & Task Completion,3,instruction_violation,"学生画像：学生的画像：{'姓名': '王小明', '年龄': 21, '年级': '大三', '专业': '临床医学', '学习风格': '偏好视觉学习', '兴趣': '外科手术、病理学', '当前挑战': '在解剖学应用上有困难', '目标': '提高解剖学的实际应用能力'}\n请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回","学生画像：学生的画像：{'姓名': '王小明', '年龄': 21, '年级': '大三', '专业': '临床医学', '学习风格': '偏好视觉学习', '兴趣': '外科手术、病理学', '当前挑战': '在解剖学应用上有困难', '目标': '提高解剖学的实际应用能力'}\n请根据学生画像，为每位学生生成 ‘个性化的学习内容或任务’:,以json格式返回","你好王小明同学，根据你的情况，建议如下学习任务：
{
  ""个性化学习任务"": {
    ""阅读材料"": [
      {
        ""书名"": ""系统解剖学"",
        ""作者"": ""柏树令"",
        ""说明"": ""基础解剖，有大量插图""
      },
      {
        ""书名"": ""局部解剖学"",
        ""作者"": ""彭裕文"",
        ""说明"": ""结合实际手术""
      }
    ],
    ""视频资源"": [
      {
        ""网站"": ""Bilibili"",
        ""关键词"": ""外科手术解剖"",
        ""说明"": ""有很多手术视频""
      }
    ],
    ""实践建议"": ""多去解剖实验室""
  }
}","[""5分： 完全理解并精准执行所有指令，完美达成核心任务目标，格式完全符合要求。"", ""4分： 准确理解主要指令，正确执行任务，核心目标达成度高，格式基本符合要求，可能有极少细节遗漏或偏差。"", ""3分： 理解了指令大意但可能忽略部分细节，任务基本完成但存在一些不准确或遗漏之处，格式有明显尝试但存在较多偏差。"", ""2分： 对指令理解有偏差，任务完成度低或有严重错误，格式多数不符合要求。"", ""1分： 完全误解或无视指令，任务未完成或完全错误，格式混乱或不相关。""]",回答基本完成了根据学生画像生成学习内容的核心任务，但存在明显不足：未严格遵循“以json格式返回”的要求，在JSON外添加了问候语和说明；内容仅推荐了通用书籍和视频，未针对视觉学习风格设计具体的视觉工具、实践任务或评估体系，个性化程度低；键名“个性化学习任务”与指令中的“个性化的学习内容或任务”不一致。这些遗漏和偏差使回答处于边界质量，符合3分标准。,对照5分标准，本回答未完全理解并精准执行所有指令：忽略了纯JSON格式要求，额外输出自然语言；内容未能充分利用学生偏好视觉学习的特点（如交互式3D模型、绘图任务），仅提供基础资源；格式上键名和结构均与指令有较大偏差，缺少实践体系、评估等关键部分。因此存在明显瑕疵，无法达到4分以上。,pass,pass,boundary_or_visible,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_4795f23bf4cda75a,topup1_031,0676331be88dbae14fe2c13e851ee2124e60a350,en,Basic Factual Accuracy,2,factual_error,"Subject:Applied Economics\nEducation Level:Undergraduate\nQuestion:Which of the following is considered a limitation of using Gross Domestic Product (GDP) as a measure of economic welfare?\nA) GDP accounts for income distribution among residents of a country.\nB) GDP includes non-market transactions such as volunteer work and household labor.\nC) GDP does not account for environmental degradation and resource depletion.\nD) GDP measures the total market value of all final goods and services produced in a country.\n. Please generate the corresponding answer based on the question. ""Answer"":, in JSON format.","Subject:Applied Economics\nEducation Level:Undergraduate\nQuestion:Which of the following is considered a limitation of using Gross Domestic Product (GDP) as a measure of economic welfare?\nA) GDP accounts for income distribution among residents of a country.\nB) GDP includes non-market transactions such as volunteer work and household labor.\nC) GDP does not account for environmental degradation and resource depletion.\nD) GDP measures the total market value of all final goods and services produced in a country.\n. Please generate the corresponding answer based on the question. ""Answer"":, in JSON format.",B) GDP includes non-market transactions such as volunteer work and household labor.,"[""5: All stated factual elements (definitions, formulas, dates, terms, syntax, etc.) are completely accurate."", ""4: Vast majority of facts are correct; possibly contains very minor, non-critical typos or omissions."", ""3: Most facts are correct, but there are some notable factual errors that require review."", ""2: Contains several or key factual inaccuracies; information is not trustworthy."", ""1: Riddled with factual errors; information is completely incorrect or misleading.""]","The answer selects option B, which is factually incorrect because GDP does NOT include non-market transactions like volunteer work and household labor. This is a major factual error that makes the information unreliable.","Contains a key factual inaccuracy, as GDP explicitly excludes non-market transactions.",pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_f62154057ce9daa5,topup1_033,1536b1dea98b5811c4fb9279bde7f526ed04fd34,en,Role & Tone Consistency,2,scenario_mismatch,"Anxiety Level: Mild Anxiety\nDialogue with Student: [{'Agent': 'Hi! How are you feeling today? Is there anything on your mind?'}, {'Student': ""Hey, I'm doing okay, but I'm a little anxious about my upcoming exams. It's a lot to handle.""}, {'Agent': 'I understand. Exams can definitely be stressful. Is there anything specific about the exams that is making you feel anxious?'}, {'Student': ""Well, it's mostly the amount of information I need to memorize and apply. Plus, I feel like I need to perform well to meet my own expectations.""}, {'Agent': ""It sounds like you're putting a lot of pressure on yourself. It's normal to feel this way, especially when you care about your performance.""}]\nBased on the student's emotional state and conversation, provide ""Emotional State Analysis"" and ""Comfort & Advice"", in JSON format.","Anxiety Level: Mild Anxiety\nDialogue with Student: [{'Agent': 'Hi! How are you feeling today? Is there anything on your mind?'}, {'Student': ""Hey, I'm doing okay, but I'm a little anxious about my upcoming exams. It's a lot to handle.""}, {'Agent': 'I understand. Exams can definitely be stressful. Is there anything specific about the exams that is making you feel anxious?'}, {'Student': ""Well, it's mostly the amount of information I need to memorize and apply. Plus, I feel like I need to perform well to meet my own expectations.""}, {'Agent': ""It sounds like you're putting a lot of pressure on yourself. It's normal to feel this way, especially when you care about your performance.""}]\nBased on the student's emotional state and conversation, provide ""Emotional State Analysis"" and ""Comfort & Advice"", in JSON format.","{""Comfort & Advice"": {""Advice"": [""Utilize spaced repetition and active recall techniques to enhance memorization efficiency."", ""Construct a detailed study timetable with scheduled breaks to optimize cognitive load."", ""Implement cognitive-behavioral strategies to challenge perfectionistic thought patterns."", ""Consider seeking consultation with a school counselor if symptoms persist or intensify.""], ""Comfort"": [""It is normal for students to experience examination-related anxiety."", ""Your response to stress is within typical parameters for academic contexts."", ""High self-expectations often accompany diligence and can be reframed positively.""]}, ""Emotional State Analysis"": {""Emotion"": ""Mild Anxiety"", ""Indicators"": [""Patient expresses concern about exam performance"", ""Patient reports feeling overwhelmed by study load"", ""Self-critical statements regarding personal standards""], ""Triggers"": [""Upcoming examinations (academic pressure)"", ""High volume of material requiring memorization and application"", ""Self-imposed performance expectations""]}}","[""5: Excellent role-playing (e.g., teacher/TA); language style, professionalism, and tone (e.g., encouraging/serious) are perfectly aligned with the assumed role and audience."", ""4: Role and tone are mostly consistent and appropriate for the scenario, with minor deviation in individual expressions."", ""3: Attempts to match the role and tone can be seen, but overall consistency is weak; some expressions are disconnected from the role/scenario."", ""2: Significant mismatch in role and tone; comes across as unnatural or inconsistent."", ""1: No reflection of assigned role/tone; expression entirely inconsistent with the scenario.""]","The answer uses clinical terminology (e.g., 'patient', 'symptoms', 'implement cognitive-behavioral strategies') which is inconsistent with the expected supportive teacher/TA role in an educational context. This creates a significant mismatch in tone and role, making the response feel unnatural and impersonal, aligning with a label 2 defect.","Role & Tone Consistency: The answer adopts a clinical, medical-like tone instead of the empathetic, encouraging tone appropriate for a teacher comforting a student. This significantly mismatches the scenario.",pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_46fadf7e4cf30d84,topup1_034,2028177caba4c7b9ca22db03d06854693496dc69,zh,Content Relevance & Scope Control,1,scenario_mismatch,"学科:临床医学\n学制级别:硕士\n问题：以下哪种药物最常用于治疗急性心肌梗死？\nA) 阿司匹林\nB) 布洛芬\nC) 对乙酰氨基酚\nD) 洛伐他汀\n.请根据问题生成对应的答案。""答案"":,以json格式返回","学科:临床医学\n学制级别:硕士\n问题：以下哪种药物最常用于治疗急性心肌梗死？\nA) 阿司匹林\nB) 布洛芬\nC) 对乙酰氨基酚\nD) 洛伐他汀\n.请根据问题生成对应的答案。""答案"":,以json格式返回",答案：C) 对乙酰氨基酚。急性心肌梗死发作时，患者通常会感到剧烈的头痛，因此需要及时使用对乙酰氨基酚来缓解疼痛，防止疼痛引起血压升高。,"[""5分： 内容与指定知识点/主题/问题高度相关，且严格控制在要求的难度、范围、学科内，无冗余或无关信息。"", ""4分： 内容主体相关，范围控制良好，可能包含极少量轻微超纲或关联度稍弱的信息。"", ""3分： 内容大部分相关，但包含一些偏离主题或超出范围的部分，范围控制不够精确。"", ""2分： 内容相关性较差，包含较多无关信息，或严重超出指定范围。"", ""1分： 内容基本不相关，或完全脱离指定范围。""]",回答将急性心肌梗死的主要症状错误地描述为头痛，并推荐使用对乙酰氨基酚，与临床医学中急性心肌梗死的标准治疗（常用阿司匹林等抗血小板药物）完全不符，内容基本不相关，严重偏离主题。,根据评分细则，1分要求内容基本不相关或完全脱离指定范围。该回答讨论的症状（头痛）和药物（对乙酰氨基酚）均不符合急性心肌梗死的诊疗场景，属于严重的场景不匹配，因此符合1分标准。,pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
syn_543d0457a901d496,topup1_035,bae9775470c6253a4c23a83a357107a5763490ee,en,"Clarity, Simplicity & Inspiration",2,superficial_fluency,"Question: Which of the following principles is most closely associated with the doctrine of 'stare decisis' in common law systems?\n\nPlease provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","Question: Which of the following principles is most closely associated with the doctrine of 'stare decisis' in common law systems?\n\nPlease provide reasoning based on this question. Do not provide the answer directly.. ""Reasoning Provided"":, return in JSON format","Stare decisis, a fundamental tenet underpinning the adjudicative architecture of common law systems, operates as an indispensable mechanism for the instantiation of jurisprudential consistency. Its modus operandi is inextricably linked to the exegesis of precedent, whereby anterior judgments provide a hermeneutic framework for resolving subsequent adjudications of homologous character. This doctrine, by insisting on the bindingness of prior juridical determinations, engenders a self-perpetuating ossification of legal reasoning that, while occasionally rarefied, ensures that the law remains a cohesive tapestry rather than a disjointed agglomeration of arbitrary fiats. Concomitantly, the principle of res judicata, often conflated with stare decisis, adds a procedural dimension that further entrenches the finality of decisions. However, one must not erroneously conflate this with the equitable discretions vested in chancery courts, which historically operated as a corrective to the rigidity of common law writs. The dialectic between adherence to precedent and the evolutionary potentialities of the law produces a dynamic tension that is the hallmark of sophisticated legal systems. It is within this matrix that one discerns the doctrinal gravitas of stare decisis, as it perpetually calibrates the equipoise between stability and adaptability, thereby substantiating the legitimacy of the judicial function.","[""5: Extremely clear and concise explanations; fully accessible for target learners; vibrant and engaging delivery that inspires deep thought and interest."", ""4: Clear and easy to understand; appropriate for learner level; somewhat thought-provoking and can trigger reflection."", ""3: Generally understandable but may be wordy, complex, or dull; limited inspirational impact."", ""2: Lacks clarity; uses excessive jargon or complex structures; difficult to comprehend; uninspiring."", ""1: Confusing and hard to follow; disregards learner needs; offers no inspiration and may cause confusion.""]","The answer appears fluent but uses excessive legal jargon and convoluted sentence structures, making it hard to follow. It lacks clear reasoning toward the targeted principle and introduces irrelevant concepts like res judicata and equity, resulting in a major defect that renders it unreliable despite surface coherence. This matches the description for label 2.",Lacks clarity; uses excessive jargon and complex structures; difficult to comprehend; uninspiring.,pass,pass,clear,not_detected,no,,,,,,,,,,,auto_pass_plus_stratified_spotcheck_required
