triple_key,count,record_ids,question_preview,answer_preview,metric_canonical
ad04ef590bb23c408e429955a6006838672f7503,4,"[""eca00ddc55d718efe2435adde78462ed09661b7c"", ""4d02a34fe7fc1a2f65e5defcbeec26283b13ada9"", ""61ce1005760ba6b25779f26dec03b15d4d61f5ec"", ""cc218e690fef26eec817bb03c4ad9a759d05825e""]","学科:历史学\n学制级别:大学\n问题：以下哪一事件标志着英格兰光荣革命的结束？\nA. 1688年詹姆斯二世的逃亡\nB. 1689年权利法案的通过\nC. 1690年博因河战役\nD. 1694年玛丽二世去世\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""B. 1689年权利法案的通过""\n}\n```",Reasoning Process Rigor
486400531a7b1c2897407ed9af03eab4db44d7d2,2,"[""947b139f656777e4e61c61b82c53ce9a4dacb3c4"", ""fb5c52c6ad44fa5e2a6cd1154e05c622c8207a6e""]","学科:法学\n学制级别:博士\n问题：在国际法中，以下哪一个原则主要用于解决国家之间的领土争端？\nA. 不干涉内政原则\nB. 自决原则\nC. 先占原则\nD. 互惠原则\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""C. 先占原则""\n}\n```",Instruction Following & Task Completion
73ece2a29bb6fe23ee117f26a9e704301f675fe7,2,"[""48ad0d40523e212d6f39965614cd02ed5bc271cf"", ""32755a88f95099cbe22dbb740f36df80db79d035""]","学科:法学\n学制级别:博士\n问题：在国际法中，以下哪一个原则主要用于解决国家之间的领土争端？\nA. 不干涉内政原则\nB. 自决原则\nC. 先占原则\nD. 互惠原则\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""C. 先占原则""\n}\n```",Content Relevance & Scope Control
9818f8defc80961849f7c2c683cc3aaca90e25fc,2,"[""16d85691311e3d5fcc3e82726f7210b1a65c105e"", ""95c9ccc460267eff000b9de8e76a8016e6db36bb""]","学科:法学\n学制级别:博士\n问题：在国际法中，以下哪一个原则主要用于解决国家之间的领土争端？\nA. 不干涉内政原则\nB. 自决原则\nC. 先占原则\nD. 互惠原则\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""C. 先占原则""\n}\n```",Basic Factual Accuracy
ecfbda04d06b8f5fdb73951300df388121713da9,2,"[""a78d41fd92d092509e201d4cb468bba833ecdf3a"", ""dcf321c484e4128628a7517762ccaf72fc0916d8""]","学科:法学\n学制级别:博士\n问题：在国际法中，以下哪一个原则主要用于解决国家之间的领土争端？\nA. 不干涉内政原则\nB. 自决原则\nC. 先占原则\nD. 互惠原则\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""C. 先占原则""\n}\n```",Reasoning Process Rigor
60ff698175bb30aefc0da8559081179e77eef466,3,"[""836946cb93066c09f58e1ec7e0eef32b25aa674f"", ""57805407de0b2cf499c37c2f62e674de9f476565"", ""4a383a22159d193b06d75a8724cf6b04ea7491af""]","学科:计算机科学\n学制级别:大学\n问题：以下哪种排序算法的平均时间复杂度为O(n log n)？\nA) 冒泡排序\nB) 插入排序\nC) 选择排序\nD) 归并排序\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""D) 归并排序""\n}\n```",Instruction Following & Task Completion
22249f2558d2758c3cce64c2c67e315b666962f8,3,"[""077f58776d4ab6a467cb6de9b411497d9d50fd50"", ""afa72b6efc43fc58a27f847559b9588f87de9a98"", ""6758d248f3b97fbf6d7b1ff6bb1c13cc354acd42""]","学科:计算机科学\n学制级别:大学\n问题：以下哪种排序算法的平均时间复杂度为O(n log n)？\nA) 冒泡排序\nB) 插入排序\nC) 选择排序\nD) 归并排序\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""D) 归并排序""\n}\n```",Content Relevance & Scope Control
818b15a2878db13fb45af8d0530f3fb2804e9b19,3,"[""eb2591f85b8d01a435d62d461e0098fd6bedc0ba"", ""9b560121acdf7388682e05327b94c0588d7533ce"", ""f2f5c876484994dc1ec569b5a75d64c42f556b83""]","学科:计算机科学\n学制级别:大学\n问题：以下哪种排序算法的平均时间复杂度为O(n log n)？\nA) 冒泡排序\nB) 插入排序\nC) 选择排序\nD) 归并排序\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""D) 归并排序""\n}\n```",Basic Factual Accuracy
36b0138f662b56a7de699985f98e0bfeb5c3f3d6,3,"[""fc2ff7d26cadf548e85bec147fb18b5675d6ddb3"", ""a6a20cc15a6ffb4d18de47f6e62cd3fbe0823c08"", ""0e85df678d2092614f074c1c9abafdbde1b0b352""]","学科:计算机科学\n学制级别:大学\n问题：以下哪种排序算法的平均时间复杂度为O(n log n)？\nA) 冒泡排序\nB) 插入排序\nC) 选择排序\nD) 归并排序\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""D) 归并排序""\n}\n```",Reasoning Process Rigor
20c22accdbfa1369acd6cf464c11a7efdf8782b1,2,"[""c442136a886ea40809e78583fabb26e7eceae437"", ""5ef7e2778ab556b488151e78b8c13fdf36f26fd9""]","学科:计算机科学\n学制级别:大学\n问题：以下哪种排序算法的平均时间复杂度为O(n log n)？\nA) 冒泡排序\nB) 插入排序\nC) 选择排序\nD) 归并排序\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""D""\n}\n```",Instruction Following & Task Completion
fa5457012578f48921f01259e2836a6d30535ddc,2,"[""0b628dd7b72ea3a3d011a771f81e46fb7be07a04"", ""1afb3eea6b1be6912157829de591d76d06033a85""]","学科:计算机科学\n学制级别:大学\n问题：以下哪种排序算法的平均时间复杂度为O(n log n)？\nA) 冒泡排序\nB) 插入排序\nC) 选择排序\nD) 归并排序\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""D""\n}\n```",Content Relevance & Scope Control
f7c446dd52cb2d7c9361c9c9e5d0358f4eedb34f,2,"[""a0c9081c05362f96b670f0a00f10e48498c8bde1"", ""af7273e3ec6a7834e4c308d15fea6c85ab8f22bd""]","学科:计算机科学\n学制级别:大学\n问题：以下哪种排序算法的平均时间复杂度为O(n log n)？\nA) 冒泡排序\nB) 插入排序\nC) 选择排序\nD) 归并排序\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""D""\n}\n```",Basic Factual Accuracy
d81d1487dead68358460ba2d1c26c5d90a076fee,2,"[""0aaf39ad6c02e6ae4963e2255bdf55dc096aecb8"", ""5252cdfa0172dbf77581c3e43c3b94262cf1b3b6""]","学科:计算机科学\n学制级别:大学\n问题：以下哪种排序算法的平均时间复杂度为O(n log n)？\nA) 冒泡排序\nB) 插入排序\nC) 选择排序\nD) 归并排序\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""D""\n}\n```",Reasoning Process Rigor
843c40d9980c58de414507ffadaf69f1227b3024,4,"[""783491e76e7be9b8334dfbd862794bdd350b520f"", ""b872dd6dab70be82db4e80c2d3923c5785edc634"", ""e59cb83494ef633a60de1f6f606789a8de0e9d16"", ""017b36d1dcb5ac4eb79d1b467f6bf1403d6b7fef""]","学科:临床医学\n学制级别:硕士\n问题：以下哪种药物最常用于治疗急性心肌梗死？\nA) 阿司匹林\nB) 布洛芬\nC) 对乙酰氨基酚\nD) 洛伐他汀\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""A) 阿司匹林""\n}\n```",Instruction Following & Task Completion
2874ab177170d5301061567fc0dd136d83d0af20,4,"[""eafb8eaa0b3569ac5bceae8f917b41761a507bf2"", ""6f86833a634df848583b36e2646b95ea4e5bc164"", ""d16b38046c593d53290706f0bd2cfe25c0a4f447"", ""dc5f28594fc57e92b04dc85d63b1396f67674638""]","学科:临床医学\n学制级别:硕士\n问题：以下哪种药物最常用于治疗急性心肌梗死？\nA) 阿司匹林\nB) 布洛芬\nC) 对乙酰氨基酚\nD) 洛伐他汀\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""A) 阿司匹林""\n}\n```",Content Relevance & Scope Control
bb41e308d1d9fe8f6e3539c4f379f3f18e97279b,4,"[""d6064c6cbe52c0c7a8fdb43805b6a4d8535e6044"", ""64b0663afae69752a9c96e700a011fd12efd3328"", ""412a365318ed4cf03c437da7f17e3fabbaa7127f"", ""b9ec0d36602c71772f1397ee23751c613f360871""]","学科:临床医学\n学制级别:硕士\n问题：以下哪种药物最常用于治疗急性心肌梗死？\nA) 阿司匹林\nB) 布洛芬\nC) 对乙酰氨基酚\nD) 洛伐他汀\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""A) 阿司匹林""\n}\n```",Basic Factual Accuracy
766868836b5bf259c16591f4b924e193dbca8cc5,4,"[""4d603e5ed030c00413f35f1852ebb1859d5dc6be"", ""992ac0fdbb258d7a1438e8ee29db7096365cf8ca"", ""b62bc6a3bc8db6a39e2d347c263aa392be416138"", ""8ff264a74369c7106935fc453add4b92d95a8b87""]","学科:临床医学\n学制级别:硕士\n问题：以下哪种药物最常用于治疗急性心肌梗死？\nA) 阿司匹林\nB) 布洛芬\nC) 对乙酰氨基酚\nD) 洛伐他汀\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""A) 阿司匹林""\n}\n```",Reasoning Process Rigor
7fd0ad646b1ac02c5c02c06bcdc8af8d7906fd7b,2,"[""f867605d05ceba40b521ffdb12823bfe2a996cd4"", ""674c0c6bbf476257e33649e7d303ac1697e09607""]","学科:地理\n学制级别:初中\n问题：以下哪些国家位于非洲？\nA. 埃及\nB. 巴西\nC. 尼日利亚\nD. 日本\nE. 南非\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": [""A. 埃及"", ""C. 尼日利亚"", ""E. 南非""]\n}\n```",Instruction Following & Task Completion
fe798807bf96eb1e6b01a9d0b29f5c32898a067b,2,"[""3b37d1c85a23af70dd42739cff8cac01b3f2ab05"", ""f64b8eeca4bb3d52d08fce979f8cf0504606f1b9""]","学科:地理\n学制级别:初中\n问题：以下哪些国家位于非洲？\nA. 埃及\nB. 巴西\nC. 尼日利亚\nD. 日本\nE. 南非\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": [""A. 埃及"", ""C. 尼日利亚"", ""E. 南非""]\n}\n```",Content Relevance & Scope Control
68c56917da2140b9d9d064dd8765a991a2dcbb01,2,"[""8df5be675621e0ca99c2839d392ed701b404d877"", ""76354b39d16488464f5d2ae8e50e1b8f34b5164f""]","学科:地理\n学制级别:初中\n问题：以下哪些国家位于非洲？\nA. 埃及\nB. 巴西\nC. 尼日利亚\nD. 日本\nE. 南非\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": [""A. 埃及"", ""C. 尼日利亚"", ""E. 南非""]\n}\n```",Basic Factual Accuracy
d8499f2fa8bdb4277be7343df8767b0a0aa293f1,2,"[""68ae127f42f464e9306d722e9a491c2f4c9efc5b"", ""1dbb3594a642cfbc6970870fe8c1f9ead34e3abc""]","学科:地理\n学制级别:初中\n问题：以下哪些国家位于非洲？\nA. 埃及\nB. 巴西\nC. 尼日利亚\nD. 日本\nE. 南非\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": [""A. 埃及"", ""C. 尼日利亚"", ""E. 南非""]\n}\n```",Reasoning Process Rigor
972b2a5040ed321e1bd0561fdd03d07253c245cc,2,"[""dbc6dc328396b8f5d35250ab164ae9ff38924262"", ""1ce33eae3cacdb93ff1662df1e74cc0eab308bea""]","学科:物理学\n学制级别:博士\n问题：在广义相对论的框架下，以下哪种情况最有可能导致时空奇点的出现？\nA) 电磁场的存在\nB) 大质量恒星的核心塌缩\nC) 宇宙学常数为零\nD) 低能粒子在真空中的运动\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""B) 大质量恒星的核心塌缩""\n}\n```",Instruction Following & Task Completion
fdd4325b2469a441daae0b8e8a5b38eb527043b6,2,"[""44b4cbcc1fdb5e7ab478e056b458e08c5b3883f9"", ""4b71fcef3339c09c5b1317a918c5f19c90067ba6""]","学科:物理学\n学制级别:博士\n问题：在广义相对论的框架下，以下哪种情况最有可能导致时空奇点的出现？\nA) 电磁场的存在\nB) 大质量恒星的核心塌缩\nC) 宇宙学常数为零\nD) 低能粒子在真空中的运动\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""B) 大质量恒星的核心塌缩""\n}\n```",Content Relevance & Scope Control
a653f0e62a15002024b8ee1e5e94601d3d70c8e4,2,"[""ce7f6b7b91d292c9e8e6c50f3895c6b26c9dce0e"", ""a141cd1abe59260dc0d0b4c4fd40ba271ad76063""]","学科:物理学\n学制级别:博士\n问题：在广义相对论的框架下，以下哪种情况最有可能导致时空奇点的出现？\nA) 电磁场的存在\nB) 大质量恒星的核心塌缩\nC) 宇宙学常数为零\nD) 低能粒子在真空中的运动\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""B) 大质量恒星的核心塌缩""\n}\n```",Basic Factual Accuracy
0a824e8cbe58d758711bae3bd1c1fdb5f429a741,2,"[""6ba52ada98a9a51312929f9f19f6c7227cd562eb"", ""0f9bdd1ac2b116a1f087a68008be1d0a38cb8ab1""]","学科:物理学\n学制级别:博士\n问题：在广义相对论的框架下，以下哪种情况最有可能导致时空奇点的出现？\nA) 电磁场的存在\nB) 大质量恒星的核心塌缩\nC) 宇宙学常数为零\nD) 低能粒子在真空中的运动\n.请根据问题生成对应的答案。""答案"":,以json格式返回","```json\n{\n  ""答案"": ""B) 大质量恒星的核心塌缩""\n}\n```",Reasoning Process Rigor
d44086942717a564c921b4f41042073ad1ecf19f,2,"[""e52102599e2407a7a0268173394bbff3049c5e2a"", ""18ce518ced2e974867fc5f5f13c9cc87e05cf3d9""]",焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""焦虑程度"": ""重度焦虑"",\n    ""具体表现"": [\n      ""在课堂上感到极度紧张"",\n      ""担心老师的批评"",\n      ""害怕同学的嘲笑""\n    ],\n    ""可能原因"": [\n      ""过度担忧自己的表现"",\n      ""缺乏自信"",\n...",Instruction Following & Task Completion
9ae9ad76c4c9be80d0004cb7aa40fb890f4b92c8,2,"[""7a1cc82af6f4e8b8a6a0986c40c0a96a51a410ae"", ""9217c104d8e87e651b531db145f2880e5ddd2d84""]",焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""焦虑程度"": ""重度焦虑"",\n    ""具体表现"": [\n      ""在课堂上感到极度紧张"",\n      ""担心老师的批评"",\n      ""害怕同学的嘲笑""\n    ],\n    ""可能原因"": [\n      ""过度担忧自己的表现"",\n      ""缺乏自信"",\n...",Role & Tone Consistency
31c2d05eb7d95d06409906f81c31689d3506b6b6,2,"[""1549771f46809901a92ea84e8169e8fe3a11fad2"", ""728cf1bf9577d36bd212fe4038b3021822b3ac78""]",焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""焦虑程度"": ""重度焦虑"",\n    ""具体表现"": [\n      ""在课堂上感到极度紧张"",\n      ""担心老师的批评"",\n      ""害怕同学的嘲笑""\n    ],\n    ""可能原因"": [\n      ""过度担忧自己的表现"",\n      ""缺乏自信"",\n...",Scenario Element Integration
81aa6930902b6fbb2fd0ad25cdeb869e9159b987,2,"[""20f2c114c3263c3bf9ae1ebe7aaecfeee67e0459"", ""d398085ab7eac902dc76897b4b9064c079aed4ff""]",焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""焦虑程度"": ""重度焦虑"",\n    ""具体表现"": [\n      ""在课堂上感到极度紧张"",\n      ""担心老师的批评"",\n      ""害怕同学的嘲笑""\n    ],\n    ""可能原因"": [\n      ""过度担忧自己的表现"",\n      ""缺乏自信"",\n...","Motivation, Guidance & Positive Feedback"
97d6e83afd1f82a8ada93c40916ba956b29366b6,2,"[""32fab38609b92143fbe60b93505139444a285c80"", ""a3ec968f4d275dea3ad171a7117b939fe47d5222""]",焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""焦虑程度"": ""重度焦虑"",\n    ""具体表现"": [\n      ""在课堂上感到极度紧张"",\n      ""担心老师的批评"",\n      ""害怕同学的嘲笑""\n    ],\n    ""可能原因"": [\n      ""过度担忧自己的表现"",\n      ""缺乏自信"",\n...","Personalization, Adaptation & Learning Support"
02fc66063c81270c9b7391ad4486b3763da32994,2,"[""98d7771efefc3b6da14b8d38eea311882a90a204"", ""0e3d5c687438b64279a046f606b5db3439fac4e8""]",焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": ""从对话中可以看出，学生正经历着重度焦虑的情绪。这种焦虑主要来源于对语文课上表现不佳的恐惧，特别是担心老师的批评和同学的嘲笑。这表明学生可能在自信心方面遇到了挑战，并且对于他人的评价非常敏感。"",\n  ""安慰与建议"": {\n    ""安慰"": ""首先，我想让你知道感到害怕是很正常的，很多人都会有类似的...",Instruction Following & Task Completion
b132aac8ac0506c7886e65eb430550d0b9333ffd,2,"[""b4fe1ebdd9e7c09de4ba30d8766f4fde8aac6add"", ""729297add5cc1159a4287814a275f510ed99a890""]",焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": ""从对话中可以看出，学生正经历着重度焦虑的情绪。这种焦虑主要来源于对语文课上表现不佳的恐惧，特别是担心老师的批评和同学的嘲笑。这表明学生可能在自信心方面遇到了挑战，并且对于他人的评价非常敏感。"",\n  ""安慰与建议"": {\n    ""安慰"": ""首先，我想让你知道感到害怕是很正常的，很多人都会有类似的...",Role & Tone Consistency
dfd7dd788311bf5e9ffd2e8ac74765719711ee73,2,"[""cc0494f8f8b032a9e4a77077f4d19e4485d73034"", ""c685d8e5b0da6bfa956d00f4097bd67474be8114""]",焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": ""从对话中可以看出，学生正经历着重度焦虑的情绪。这种焦虑主要来源于对语文课上表现不佳的恐惧，特别是担心老师的批评和同学的嘲笑。这表明学生可能在自信心方面遇到了挑战，并且对于他人的评价非常敏感。"",\n  ""安慰与建议"": {\n    ""安慰"": ""首先，我想让你知道感到害怕是很正常的，很多人都会有类似的...",Scenario Element Integration
0bb3735d1a2930a111eb650efdbaba2a95cbd66d,2,"[""a1e0f27c9615365f9db710b41f789bbfe1c9cacd"", ""5d0237401675ea9c3a104f96cf444b9140994965""]",焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": ""从对话中可以看出，学生正经历着重度焦虑的情绪。这种焦虑主要来源于对语文课上表现不佳的恐惧，特别是担心老师的批评和同学的嘲笑。这表明学生可能在自信心方面遇到了挑战，并且对于他人的评价非常敏感。"",\n  ""安慰与建议"": {\n    ""安慰"": ""首先，我想让你知道感到害怕是很正常的，很多人都会有类似的...","Motivation, Guidance & Positive Feedback"
9ec595173d4c5b14f3308006cf80cc89644b4d5a,2,"[""5853d6890e7f1c409e96fca384248afc2b2cdee2"", ""bf41c9b09af103d1b24918798734c010e80eddfc""]",焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": ""从对话中可以看出，学生正经历着重度焦虑的情绪。这种焦虑主要来源于对语文课上表现不佳的恐惧，特别是担心老师的批评和同学的嘲笑。这表明学生可能在自信心方面遇到了挑战，并且对于他人的评价非常敏感。"",\n  ""安慰与建议"": {\n    ""安慰"": ""首先，我想让你知道感到害怕是很正常的，很多人都会有类似的...","Personalization, Adaptation & Learning Support"
