split_name,check,split_a,split_b,key_type,key_value,record_id_a,record_id_b,question_preview,answer_preview,metric_canonical,generator_model,label_5,pair,overlap_count,severity,example_keys
paper_like_triple_seed42,duplicate full scored item within same split,test,test,full_record_key,b9357801a36d8880ec5bba64290618d2def51e3f,0ff4f9708d87027bec197db32c08a85bd8c4688a,5399ae9cd4c12c565b8ad648b06395dcd3d72dca,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""主要情绪"": [""紧张"", ""害怕"", ""担心被否定""],\n    ""具体表现"": [\n      ""对课堂朗读产生过度焦虑反应"",\n      ""存在预期性焦虑（提前担忧负面结果）"",\n      ""对他人评价过度敏感"",\n      ""可能存在自我价值感动摇""\n    ],...","Motivation, Guidance & Positive Feedback",deepseek-r1,5,test-test,1,WARNING,"[""b9357801a36d8880ec5bba64290618d2def51e3f""]"
paper_like_triple_seed42,duplicate full scored item within same split,test,test,full_record_key,4ddd20fd7e56090c1b90aa76d974429fc7a1f388,9a2fba19343b4c96b0a349a189d70ebe96629268,fdcb82c54b148a7beeefee240c530adb2bda2c10,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""主要情绪"": [""紧张"", ""害怕"", ""担心被否定""],\n    ""具体表现"": [\n      ""对课堂朗读产生过度焦虑反应"",\n      ""存在预期性焦虑（提前担忧负面结果）"",\n      ""对他人评价过度敏感"",\n      ""可能存在自我价值感动摇""\n    ],...","Personalization, Adaptation & Learning Support",deepseek-r1,5,test-test,1,WARNING,"[""4ddd20fd7e56090c1b90aa76d974429fc7a1f388""]"
paper_like_triple_seed42,duplicate full scored item within same split,test,test,full_record_key,1fb465936c79967e27ccb393d5c8f0a06299b191,e52102599e2407a7a0268173394bbff3049c5e2a,18ce518ced2e974867fc5f5f13c9cc87e05cf3d9,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""焦虑程度"": ""重度焦虑"",\n    ""具体表现"": [\n      ""在课堂上感到极度紧张"",\n      ""担心老师的批评"",\n      ""害怕同学的嘲笑""\n    ],\n    ""可能原因"": [\n      ""过度担忧自己的表现"",\n      ""缺乏自信"",\n...",Instruction Following & Task Completion,qwen2.5-7b-instruct,4,test-test,1,WARNING,"[""1fb465936c79967e27ccb393d5c8f0a06299b191""]"
paper_like_triple_seed42,duplicate full scored item within same split,test,test,full_record_key,476c0de463a41195bb68071851a039f2dd41fa66,7a1cc82af6f4e8b8a6a0986c40c0a96a51a410ae,9217c104d8e87e651b531db145f2880e5ddd2d84,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""焦虑程度"": ""重度焦虑"",\n    ""具体表现"": [\n      ""在课堂上感到极度紧张"",\n      ""担心老师的批评"",\n      ""害怕同学的嘲笑""\n    ],\n    ""可能原因"": [\n      ""过度担忧自己的表现"",\n      ""缺乏自信"",\n...",Role & Tone Consistency,qwen2.5-7b-instruct,4,test-test,1,WARNING,"[""476c0de463a41195bb68071851a039f2dd41fa66""]"
paper_like_triple_seed42,duplicate full scored item within same split,test,test,full_record_key,d9f3416b38b3c9de8ab56e470185662a9591a3ac,1549771f46809901a92ea84e8169e8fe3a11fad2,728cf1bf9577d36bd212fe4038b3021822b3ac78,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""焦虑程度"": ""重度焦虑"",\n    ""具体表现"": [\n      ""在课堂上感到极度紧张"",\n      ""担心老师的批评"",\n      ""害怕同学的嘲笑""\n    ],\n    ""可能原因"": [\n      ""过度担忧自己的表现"",\n      ""缺乏自信"",\n...",Scenario Element Integration,qwen2.5-7b-instruct,4,test-test,1,WARNING,"[""d9f3416b38b3c9de8ab56e470185662a9591a3ac""]"
paper_like_triple_seed42,duplicate full scored item within same split,test,test,full_record_key,50356f74e68d77aa178db573978dfc11d1f69f7a,a1e0f27c9615365f9db710b41f789bbfe1c9cacd,5d0237401675ea9c3a104f96cf444b9140994965,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": ""从对话中可以看出，学生正经历着重度焦虑的情绪。这种焦虑主要来源于对语文课上表现不佳的恐惧，特别是担心老师的批评和同学的嘲笑。这表明学生可能在自信心方面遇到了挑战，并且对于他人的评价非常敏感。"",\n  ""安慰与建议"": {\n    ""安慰"": ""首先，我想让你知道感到害怕是很正常的，很多人都会有类似的...","Motivation, Guidance & Positive Feedback",qwen-max,5,test-test,1,WARNING,"[""50356f74e68d77aa178db573978dfc11d1f69f7a""]"
paper_like_triple_seed42,synthetic sampled question overlap with dev/test,synthetic,dev/test,sampled_merge_50_new.json,,,,,,,,,synthetic-dev/test,157,INFO,"[""002cfcd8c1ac3ea32c6f46646c8bc2e1059c0500"", ""00390e119f0cc1f62aa2726f07ddfc3fd9bcb599"", ""0086d5f774968e7f939e2a90227dd4f7c9daff8e"", ""01e981e006d5cc3c46452c8e47a7071211cd9c78"", ""032d2a7705a681161d1f663d69ca178d59f597fb"", ""08019f2165bce2d8cfc49849d40aa7a44344525b"", ""0d15c361c4d8191bd918c895893f7acb5b4970f8"", ""0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea"", ""0f7aa5ab3270c4198e2520df8b356b3bd79ac250"", ""146b2dc09c3ee483b0b899e1eff2aed8f9f80520""]"
paper_like_triple_seed42,synthetic sampled question overlap with dev/test,synthetic,dev/test,sampled_merge_50_new_swift.json,,,,,,,,,synthetic-dev/test,157,INFO,"[""002cfcd8c1ac3ea32c6f46646c8bc2e1059c0500"", ""00390e119f0cc1f62aa2726f07ddfc3fd9bcb599"", ""0086d5f774968e7f939e2a90227dd4f7c9daff8e"", ""01e981e006d5cc3c46452c8e47a7071211cd9c78"", ""032d2a7705a681161d1f663d69ca178d59f597fb"", ""08019f2165bce2d8cfc49849d40aa7a44344525b"", ""0d15c361c4d8191bd918c895893f7acb5b4970f8"", ""0e09c1d8b75a16ca2c50f1bccf73028ae1d691ea"", ""0f7aa5ab3270c4198e2520df8b356b3bd79ac250"", ""146b2dc09c3ee483b0b899e1eff2aed8f9f80520""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,51d60d724534b2735f06305900787ee9b146cd74,41d914fd44e980b30ca88565d41d8948fb9a332a,287c0e1ecaedeca9445bef61d78547193659b60c,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"{\n  ""情绪状态分析"": {\n    ""当前情绪"": ""重度焦虑"",\n    ""主要担忧"": [""害怕被老师批评"", ""担心同学嘲笑""],\n    ""影响领域"": [""学习表现"", ""社交互动""]\n  },\n  ""安慰与建议"": {\n    ""情感支持"": ""感到害怕和紧张是很正常的感受，很多人都会有类似的经历。"",\n    ""具体建...",Instruction Following & Task Completion,qwen2.5-14b-instruct,4,train-train,1,WARNING,"[""51d60d724534b2735f06305900787ee9b146cd74""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,2a4f38d678f9771b5ed9ec225acd8d969e24b078,f8be52385e9d8d609a5d3e4b6b7b76c725f53693,858a04b62cf4253a9bbe60ed7d42d749883c6527,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"{\n  ""情绪状态分析"": {\n    ""当前情绪"": ""重度焦虑"",\n    ""主要担忧"": [""害怕被老师批评"", ""担心同学嘲笑""],\n    ""影响领域"": [""学习表现"", ""社交互动""]\n  },\n  ""安慰与建议"": {\n    ""情感支持"": ""感到害怕和紧张是很正常的感受，很多人都会有类似的经历。"",\n    ""具体建...",Role & Tone Consistency,qwen2.5-14b-instruct,4,train-train,1,WARNING,"[""2a4f38d678f9771b5ed9ec225acd8d969e24b078""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,5f6f6e427c7d06c669c465644108b41216478451,d15186623246c54ae733a5d6d2829b0f5e460526,35337caab594c8e9d8aeffb54946f342dfa5a654,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"{\n  ""情绪状态分析"": {\n    ""当前情绪"": ""重度焦虑"",\n    ""主要担忧"": [""害怕被老师批评"", ""担心同学嘲笑""],\n    ""影响领域"": [""学习表现"", ""社交互动""]\n  },\n  ""安慰与建议"": {\n    ""情感支持"": ""感到害怕和紧张是很正常的感受，很多人都会有类似的经历。"",\n    ""具体建...",Scenario Element Integration,qwen2.5-14b-instruct,4,train-train,1,WARNING,"[""5f6f6e427c7d06c669c465644108b41216478451""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,2cf880a267cd0c1590aaf28c000cb64c1fb6dca5,7af9e84f641bdd689f9ea4f982358a3cfbeafa5f,e7eff9be78e15dcbb0b942134c51540575c92797,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"{\n  ""情绪状态分析"": {\n    ""当前情绪"": ""重度焦虑"",\n    ""主要担忧"": [""害怕被老师批评"", ""担心同学嘲笑""],\n    ""影响领域"": [""学习表现"", ""社交互动""]\n  },\n  ""安慰与建议"": {\n    ""情感支持"": ""感到害怕和紧张是很正常的感受，很多人都会有类似的经历。"",\n    ""具体建...","Motivation, Guidance & Positive Feedback",qwen2.5-14b-instruct,4,train-train,1,WARNING,"[""2cf880a267cd0c1590aaf28c000cb64c1fb6dca5""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,df9a3ec545ce4b3be21ec15d02b7576bbf6f4c4a,e84b5bb206e608a7e42620aa8f32e312e8c9b70c,f0deec08c28fa340695d1cbad93817c3389f4ce6,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"{\n  ""情绪状态分析"": {\n    ""当前情绪"": ""重度焦虑"",\n    ""主要担忧"": [""害怕被老师批评"", ""担心同学嘲笑""],\n    ""影响领域"": [""学习表现"", ""社交互动""]\n  },\n  ""安慰与建议"": {\n    ""情感支持"": ""感到害怕和紧张是很正常的感受，很多人都会有类似的经历。"",\n    ""具体建...","Personalization, Adaptation & Learning Support",qwen2.5-14b-instruct,4,train-train,1,WARNING,"[""df9a3ec545ce4b3be21ec15d02b7576bbf6f4c4a""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,961c0f1c822cbdf27b80f600628f7e2bb4fcd308,dbdfd2ada70625081f6759bc5863491668502ccd,43eec9ed192dec3286e91ab8b1af39d45f723bb1,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""情绪类型"": ""重度焦虑"",\n    ""具体表现"": ""学生表现出对语文课的极度紧张和害怕，担心自己表现不佳，害怕被老师批评和同学嘲笑。"",\n    ""潜在原因"": ""可能源于对自我表现的高要求、对他人评价的过度在意，或之前有过类似的负面经历。""\n  },\n  ""安慰与建议"": {...",Instruction Following & Task Completion,deepseek-v3,4,train-train,1,WARNING,"[""961c0f1c822cbdf27b80f600628f7e2bb4fcd308""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,f28175fdd11bc15ade5a65dfcbda2a62cab045b4,27f6cb83e39bb1cc60a70c6182eb24b722e68359,5e7005456c91f39d79dedae0b3e41ca98a9e6b5b,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""情绪类型"": ""重度焦虑"",\n    ""具体表现"": ""学生表现出对语文课的极度紧张和害怕，担心自己表现不佳，害怕被老师批评和同学嘲笑。"",\n    ""潜在原因"": ""可能源于对自我表现的高要求、对他人评价的过度在意，或之前有过类似的负面经历。""\n  },\n  ""安慰与建议"": {...",Role & Tone Consistency,deepseek-v3,4,train-train,1,WARNING,"[""f28175fdd11bc15ade5a65dfcbda2a62cab045b4""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,b2eedd6a66292077b5a35a3dc2353f37f9e43e0f,d1bb408741157c57609b373a1043d4b37e966d97,92f8101bd483ca1bfd26a29bdbb57d680086a3e9,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""情绪类型"": ""重度焦虑"",\n    ""具体表现"": ""学生表现出对语文课的极度紧张和害怕，担心自己表现不佳，害怕被老师批评和同学嘲笑。"",\n    ""潜在原因"": ""可能源于对自我表现的高要求、对他人评价的过度在意，或之前有过类似的负面经历。""\n  },\n  ""安慰与建议"": {...",Scenario Element Integration,deepseek-v3,4,train-train,1,WARNING,"[""b2eedd6a66292077b5a35a3dc2353f37f9e43e0f""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,1510e75c197ece5e6844e97377faea2751a79f21,5be98f975a4e8ff3d323fa2d4e72a5ff419fc6b5,47b79bcfe0b71a84474bac66b790b8424bd5a5b8,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""情绪类型"": ""重度焦虑"",\n    ""具体表现"": ""学生表现出对语文课的极度紧张和害怕，担心自己表现不佳，害怕被老师批评和同学嘲笑。"",\n    ""潜在原因"": ""可能源于对自我表现的高要求、对他人评价的过度在意，或之前有过类似的负面经历。""\n  },\n  ""安慰与建议"": {...","Motivation, Guidance & Positive Feedback",deepseek-v3,4,train-train,1,WARNING,"[""1510e75c197ece5e6844e97377faea2751a79f21""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,e683c0a084e6028c48abc2f0ff281309764e81f5,b53314c84cae003997685c3f7aebbe5ec39779cc,b9915cbe5479c2ff8228a6d9dee2699d5a561b5e,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""情绪类型"": ""重度焦虑"",\n    ""具体表现"": ""学生表现出对语文课的极度紧张和害怕，担心自己表现不佳，害怕被老师批评和同学嘲笑。"",\n    ""潜在原因"": ""可能源于对自我表现的高要求、对他人评价的过度在意，或之前有过类似的负面经历。""\n  },\n  ""安慰与建议"": {...","Personalization, Adaptation & Learning Support",deepseek-v3,4,train-train,1,WARNING,"[""e683c0a084e6028c48abc2f0ff281309764e81f5""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,59991f2d9b25c820931cc719bf067c0be862dec0,4d4b86cdc49579e8754673fa196407c66148c29a,aaf537db039bd6eec2ac632445fa84cbba769fb9,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""主要情绪"": [""紧张"", ""害怕"", ""担心被否定""],\n    ""具体表现"": [\n      ""对课堂朗读产生过度焦虑反应"",\n      ""存在预期性焦虑（提前担忧负面结果）"",\n      ""对他人评价过度敏感"",\n      ""可能存在自我价值感动摇""\n    ],...",Instruction Following & Task Completion,deepseek-r1,5,train-train,1,WARNING,"[""59991f2d9b25c820931cc719bf067c0be862dec0""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,475f0643153bd33d624b3c3cfd9cf9a57a191c09,5500e74c06c096ed8e61617a81a4a649083d6f9f,5e0e23deea0c1095fec29b3116473c39894fd725,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""主要情绪"": [""紧张"", ""害怕"", ""担心被否定""],\n    ""具体表现"": [\n      ""对课堂朗读产生过度焦虑反应"",\n      ""存在预期性焦虑（提前担忧负面结果）"",\n      ""对他人评价过度敏感"",\n      ""可能存在自我价值感动摇""\n    ],...",Role & Tone Consistency,deepseek-r1,5,train-train,1,WARNING,"[""475f0643153bd33d624b3c3cfd9cf9a57a191c09""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,739ead9df8d21793f25d8261b3ccf548d1d82884,505726a115f9b968de801915bc688e90eb116cf0,155174eaaf6a56784110ae7776ec0790f7b86a5d,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""主要情绪"": [""紧张"", ""害怕"", ""担心被否定""],\n    ""具体表现"": [\n      ""对课堂朗读产生过度焦虑反应"",\n      ""存在预期性焦虑（提前担忧负面结果）"",\n      ""对他人评价过度敏感"",\n      ""可能存在自我价值感动摇""\n    ],...",Scenario Element Integration,deepseek-r1,5,train-train,1,WARNING,"[""739ead9df8d21793f25d8261b3ccf548d1d82884""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,b9357801a36d8880ec5bba64290618d2def51e3f,0ff4f9708d87027bec197db32c08a85bd8c4688a,5399ae9cd4c12c565b8ad648b06395dcd3d72dca,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""主要情绪"": [""紧张"", ""害怕"", ""担心被否定""],\n    ""具体表现"": [\n      ""对课堂朗读产生过度焦虑反应"",\n      ""存在预期性焦虑（提前担忧负面结果）"",\n      ""对他人评价过度敏感"",\n      ""可能存在自我价值感动摇""\n    ],...","Motivation, Guidance & Positive Feedback",deepseek-r1,5,train-train,1,WARNING,"[""b9357801a36d8880ec5bba64290618d2def51e3f""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,4ddd20fd7e56090c1b90aa76d974429fc7a1f388,9a2fba19343b4c96b0a349a189d70ebe96629268,fdcb82c54b148a7beeefee240c530adb2bda2c10,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""主要情绪"": [""紧张"", ""害怕"", ""担心被否定""],\n    ""具体表现"": [\n      ""对课堂朗读产生过度焦虑反应"",\n      ""存在预期性焦虑（提前担忧负面结果）"",\n      ""对他人评价过度敏感"",\n      ""可能存在自我价值感动摇""\n    ],...","Personalization, Adaptation & Learning Support",deepseek-r1,5,train-train,1,WARNING,"[""4ddd20fd7e56090c1b90aa76d974429fc7a1f388""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,1fb465936c79967e27ccb393d5c8f0a06299b191,e52102599e2407a7a0268173394bbff3049c5e2a,18ce518ced2e974867fc5f5f13c9cc87e05cf3d9,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""焦虑程度"": ""重度焦虑"",\n    ""具体表现"": [\n      ""在课堂上感到极度紧张"",\n      ""担心老师的批评"",\n      ""害怕同学的嘲笑""\n    ],\n    ""可能原因"": [\n      ""过度担忧自己的表现"",\n      ""缺乏自信"",\n...",Instruction Following & Task Completion,qwen2.5-7b-instruct,4,train-train,1,WARNING,"[""1fb465936c79967e27ccb393d5c8f0a06299b191""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,476c0de463a41195bb68071851a039f2dd41fa66,7a1cc82af6f4e8b8a6a0986c40c0a96a51a410ae,9217c104d8e87e651b531db145f2880e5ddd2d84,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""焦虑程度"": ""重度焦虑"",\n    ""具体表现"": [\n      ""在课堂上感到极度紧张"",\n      ""担心老师的批评"",\n      ""害怕同学的嘲笑""\n    ],\n    ""可能原因"": [\n      ""过度担忧自己的表现"",\n      ""缺乏自信"",\n...",Role & Tone Consistency,qwen2.5-7b-instruct,4,train-train,1,WARNING,"[""476c0de463a41195bb68071851a039f2dd41fa66""]"
question_seed42,duplicate full scored item within same split,train,train,full_record_key,d9f3416b38b3c9de8ab56e470185662a9591a3ac,1549771f46809901a92ea84e8169e8fe3a11fad2,728cf1bf9577d36bd212fe4038b3021822b3ac78,焦虑程度：重度焦虑\n对话内容：学生：我最近总是觉得很害怕，语文课上也总是紧张，担心自己读不好。\n智能体：我听到你的担心了，这种感觉很难受。能告诉我是什么让你特别害怕吗？\n学生：我总觉得老师会批评我，还有同学们会笑话我。\n智能体：感谢你的分享，这种担心确实让人很紧张。但我相信老师和同学们都希望你能进步，而不是批评或嘲笑你。你有没有尝试过和老师或家...,"```json\n{\n  ""情绪状态分析"": {\n    ""焦虑程度"": ""重度焦虑"",\n    ""具体表现"": [\n      ""在课堂上感到极度紧张"",\n      ""担心老师的批评"",\n      ""害怕同学的嘲笑""\n    ],\n    ""可能原因"": [\n      ""过度担忧自己的表现"",\n      ""缺乏自信"",\n...",Scenario Element Integration,qwen2.5-7b-instruct,4,train-train,1,WARNING,"[""d9f3416b38b3c9de8ab56e470185662a9591a3ac""]"
