synthetic_plan_id,target_label_5,language,metric_canonical,error_type,target_count,priority_rank,generation_split_mode,generation_prompt_version,notes
topup2_151,1,en,Basic Factual Accuracy,factual_error,1,7,question_disjoint_formal,exp06_topup2_thinking_hardened_v1,Exp6-10 topup-2 raw generation target; question_seed42/train only
topup2_152,2,zh,Domain Knowledge Accuracy,factual_error,1,8,question_disjoint_formal,exp06_topup2_thinking_hardened_v1,Exp6-10 topup-2 raw generation target; question_seed42/train only
topup2_153,1,en,Role & Tone Consistency,scenario_mismatch,1,9,question_disjoint_formal,exp06_topup2_thinking_hardened_v1,Exp6-10 topup-2 raw generation target; question_seed42/train only
topup2_154,2,zh,Content Relevance & Scope Control,scenario_mismatch,1,10,question_disjoint_formal,exp06_topup2_thinking_hardened_v1,Exp6-10 topup-2 raw generation target; question_seed42/train only
topup2_155,1,en,"Clarity, Simplicity & Inspiration",superficial_fluency,1,11,question_disjoint_formal,exp06_topup2_thinking_hardened_v1,Exp6-10 topup-2 raw generation target; question_seed42/train only
topup2_156,3,zh,"Motivation, Guidance & Positive Feedback",scenario_mismatch,1,12,question_disjoint_formal,exp06_topup2_thinking_hardened_v1,Exp6-10 topup-2 raw generation target; question_seed42/train only
topup2_157,2,en,Reasoning Process Rigor,overconfident_wrong,1,1,question_disjoint_formal,exp06_topup2_thinking_hardened_v1,Exp6-10 topup-2 raw generation target; question_seed42/train only
topup2_158,1,zh,Scenario Element Integration,instruction_violation,1,2,question_disjoint_formal,exp06_topup2_thinking_hardened_v1,Exp6-10 topup-2 raw generation target; question_seed42/train only
topup2_159,2,en,"Personalization, Adaptation & Learning Support",rubric_violation,1,3,question_disjoint_formal,exp06_topup2_thinking_hardened_v1,Exp6-10 topup-2 raw generation target; question_seed42/train only
topup2_160,1,zh,Higher-Order Thinking & Skill Development,superficial_fluency,1,4,question_disjoint_formal,exp06_topup2_thinking_hardened_v1,Exp6-10 topup-2 raw generation target; question_seed42/train only
