rubric_unit_id_hash,quote_coverage,criterion_count,compiled_token_length
exp41a_ru_5d0deba45440c36b8a6de09f,0.925,10,196
exp41a_ru_5d1e7b2850ebe8ce783eceba,0.620253164556962,8,177
exp41a_ru_5d34dd1bf179832adcc8696f,0.935064935064935,5,195
exp41a_ru_5de24f6655c23e6d09e9b74f,0.7790697674418605,12,247
exp41a_ru_5e0f7dcc9770cc7febb50040,0.90625,8,235
exp41a_ru_5e0fa9bffe0b6d76c911efcd,0.9186046511627907,5,170
exp41a_ru_5e1bcdcfa1fca049bdba854a,0.7362637362637363,10,248
exp41a_ru_5e317700099c90bf276c9767,0.7419354838709677,12,187
exp41a_ru_5e6dd82f0b46fbd6aee15518,0.935064935064935,5,251
exp41a_ru_5e880ad96f607448b4ebaadb,0.9180327868852459,11,254
exp41a_ru_5f27e507266f14a2ddfeaf2f,0.927536231884058,10,228
exp41a_ru_5f542bb3d83a2a788d048d6f,0.9206349206349206,12,249
exp41a_ru_5fc09a935749b6b0be1cf6f4,0.9206349206349206,12,249
exp41a_ru_601407fc744f173a5365a28a,0.9240506329113924,10,193
exp41a_ru_60d310a66082ab796219eeeb,0.8372093023255814,12,242
exp41a_ru_61914e480f182ae65555ebb1,0.925531914893617,12,197
exp41a_ru_622d20317f8ebfa96fe36764,0.6060606060606061,10,223
exp41a_ru_623766a88cdb56af42ea1a58,0.825,12,191
exp41a_ru_628f052cf6181088e4b03bfa,0.9038461538461539,5,251
exp41a_ru_629281eaedfa5bc0ad7402e9,0.9038461538461539,5,250
exp41a_ru_62d6a8e3928495216a181ae2,0.8831168831168831,5,194
exp41a_ru_62e11f010070f8769246edda,0.9038461538461539,5,240
exp41a_ru_633f50db9a708d6ab88be384,0.9444444444444444,10,209
exp41a_ru_633f9b2d9c90a9ec4c854c76,0.6060606060606061,10,223
exp41a_ru_634bbc0f3fa4356cbfd957bd,0.9038461538461539,5,250
exp41a_ru_63572c8c07e3263c48d74597,0.9038461538461539,5,235
exp41a_ru_635b82ad9f9b0f4018f17da3,0.7802197802197802,7,186
exp41a_ru_6370310169461019f49a4461,0.935064935064935,5,205
exp41a_ru_637c22a27e74d84d43aedf8d,0.8831168831168831,5,196
exp41a_ru_63df0c6a0a8fff57184abbfd,0.8405797101449275,12,256
exp41a_ru_63f378ff8ec8511f27930ec0,0.8734177215189873,11,169
exp41a_ru_648f4b1b1a0941354627aea6,0.7674418604651163,12,190
exp41a_ru_65052926a754cdb1eff9ffc7,0.9038461538461539,5,240
exp41a_ru_657767769d659ddd414535fb,0.927536231884058,10,229
exp41a_ru_65ba0c8f7979715de7431402,0.775,7,244
exp41a_ru_66d601105abecc2ea3033bf3,0.775,7,244
exp41a_ru_66dbd88b4f9d46cfee3f827d,0.7727272727272727,12,183
exp41a_ru_6768c524069de63f90582b7e,0.7258064516129032,8,232
exp41a_ru_6782dcbcb61f533e427ced0c,0.9038461538461539,5,247
exp41a_ru_6799e953df36eb4a4eef121c,0.9117647058823529,11,238
exp41a_ru_67aa88180d87828fb16ccc32,0.9056603773584906,9,250
exp41a_ru_67b15df3552fc52d1d2e8738,0.6060606060606061,10,223
exp41a_ru_6805212057fe71215e28501e,0.7790697674418605,12,227
exp41a_ru_680de847a9614aa67c699a4d,0.6612903225806451,7,206
exp41a_ru_681aa3a52910f2d419bca656,0.9180327868852459,11,232
exp41a_ru_688bc2fed654b860f16cd58b,0.9056603773584906,6,215
exp41a_ru_690abd52c5a8a3682830a79b,0.8831168831168831,5,198
exp41a_ru_693dad0e6821ffddedca5155,0.9206349206349206,12,249
exp41a_ru_6944c2739e7a1c1b899b5691,0.9375,10,220
exp41a_ru_69623adce1c81500f4313db7,0.8860759493670886,12,196
exp41a_ru_69a58beeaeffe4c640995f36,0.8333333333333334,12,250
exp41a_ru_69cd387afa451a145745027c,0.9180327868852459,11,232
exp41a_ru_69f6e48e2a7c2d95e27d8150,0.696969696969697,11,244
exp41a_ru_6a2293d87b7a00592c70c56a,0.9032258064516129,10,237
exp41a_ru_6a7272c1fb28c704404d501e,0.927536231884058,11,236
exp41a_ru_6a8272206922408499275f4a,0.927536231884058,10,228
exp41a_ru_6ac9c236cbf6e6696ad680db,0.9375,10,214
exp41a_ru_6acc6831ceeb73a27d791251,0.8831168831168831,5,199
exp41a_ru_6b426ec98231600a30f8f4a8,0.7362637362637363,10,190
exp41a_ru_6b62e5e4e2a4504cf99e4a28,0.9340659340659341,5,217
exp41a_ru_6bdf2c4d968569dcb065a33b,0.9038461538461539,5,245
exp41a_ru_6dade5e5081898169df87c35,0.925531914893617,11,248
exp41a_ru_6e8f9c2490c4cd0348e1578c,0.8831168831168831,5,250
exp41a_ru_6e9428c38cb0256bf6756ffb,0.9375,10,205
exp41a_ru_6ed3a095d57681a2fccd8e85,0.6515151515151515,10,245
exp41a_ru_6f2181ae899cefbb7dd2bcbc,0.9,10,183
exp41a_ru_6f3ca5ed87b91a1e81d917c2,0.9166666666666666,11,255
exp41a_ru_6f6298f783a6dbcf4d1f697f,0.9375,11,183
exp41a_ru_6f72e9419745adbac624cf19,0.7362637362637363,10,196
exp41a_ru_6f8512496f9628a3475414bd,0.7362637362637363,10,255
exp41a_ru_6fda38c83a442080a13a3217,0.927536231884058,10,228
exp41a_ru_6ff34b3d9c36c51983b136f0,0.8372093023255814,12,197
exp41a_ru_7006d43259d7717f3beaaeca,0.8051948051948052,5,237
exp41a_ru_70a52a41e2930df0da1da331,0.8860759493670886,12,193
exp41a_ru_70bab21172cd29de6831c14b,0.825,12,191
exp41a_ru_70ce92d483f95711c5281513,0.8571428571428571,10,188
exp41a_ru_70e134b04870354012b7c76d,0.9166666666666666,10,228
exp41a_ru_71c6beed9a3b3f99865f677e,0.6612903225806451,7,206
exp41a_ru_71dadd63412f5f0d7e12a148,0.9230769230769231,12,246
exp41a_ru_72034812ce869d2099228ebe,0.94,11,199
exp41a_ru_7223d2e7d2d7c5d0c1a26c6f,0.9361702127659575,11,247
exp41a_ru_723c81baa851ae12ef64b539,0.9340659340659341,5,217
exp41a_ru_72426bee1663e477e63dc365,0.9418604651162791,5,213
exp41a_ru_726364b255ff20d5fa6296b2,0.8333333333333334,12,250
exp41a_ru_7277272322b5b96d50bcd053,0.94,11,256
exp41a_ru_72870ef89fe7e28d716f3de0,0.9361702127659575,11,246
exp41a_ru_728804fdf02402ca94cdec6d,0.9206349206349206,12,249
exp41a_ru_72a70626aec41fee6bbd868e,0.7362637362637363,10,198
exp41a_ru_72c67c73be320a075aeb3650,0.9206349206349206,12,249
exp41a_ru_72cd9920d53e74cf725ada97,0.9038461538461539,5,250
exp41a_ru_730dd715a35314f382cd568d,0.9484536082474226,8,189
exp41a_ru_7317a4a6c31458d2dadbba6b,0.9444444444444444,10,214
exp41a_ru_73554ac74321032674232f1c,0.935064935064935,5,190
exp41a_ru_736ac8518671ebd11969824e,0.9186046511627907,5,188
exp41a_ru_73dc0e109c8b5755652963a1,0.9180327868852459,11,256
exp41a_ru_73ec3dfe12d4e888f0fbd43d,0.8831168831168831,5,198
exp41a_ru_746459c57c4921af4babd9e1,0.927536231884058,10,229
exp41a_ru_74927fcca41507c448c9d2a9,0.8985507246376812,12,248
exp41a_ru_74a4af295d8e5a844e99c432,0.9032258064516129,10,229
exp41a_ru_74dfb06ef0ddd8be9c44eecf,0.9113924050632911,11,176
exp41a_ru_74ee90b1135cb7bc36cae58d,0.925531914893617,11,248
exp41a_ru_76057c718d70d4c96bc9ec0d,0.935064935064935,5,251
exp41a_ru_767d603d4f09517825da1379,0.8372093023255814,12,239
exp41a_ru_76862bb061cc863421564ca5,0.9375,10,214
exp41a_ru_76874682e53da5b069b3bfe9,0.7674418604651163,12,207
exp41a_ru_76879ac637bb167cad783b6a,0.759493670886076,8,193
exp41a_ru_76b64bfa755a76bce3f03fe4,0.7441860465116279,11,252
exp41a_ru_76d9e754fa8be6b9851f63a2,0.7580645161290323,8,234
exp41a_ru_7756c6c8d5f3fb659cc96e12,0.825,12,191
exp41a_ru_778b2d9441433bc04b416bf0,0.9230769230769231,12,248
exp41a_ru_7791090ca2528c12faf34e94,0.7802197802197802,7,187
exp41a_ru_781e747bf63c07a17cbd6570,0.9418604651162791,12,215
exp41a_ru_782cfe43c57f535455a2e52c,0.9230769230769231,12,248
exp41a_ru_786bc2e177708ca1ef28cdea,0.9056603773584906,9,242
exp41a_ru_7900ee4f7357e5736712acef,0.8985507246376812,10,254
exp41a_ru_790535c9ad133f7ea1a4d29e,0.927536231884058,10,228
exp41a_ru_791573c1474edc710eb4d4ab,0.9206349206349206,12,249
exp41a_ru_795266135c5ee517c6db53bb,0.8490566037735849,8,252
exp41a_ru_797066f64f07d4d9d4243dde,0.927536231884058,10,229
exp41a_ru_798e9786fcc7c6afee9c0c2e,0.8831168831168831,5,250
exp41a_ru_79f8f67a7f24f07efeb653b0,0.8488372093023255,12,222
exp41a_ru_7a0899ef1036252e7a539cd7,0.9361702127659575,11,253
exp41a_ru_7a2776155a44820c2b8b2bf5,0.9120879120879121,12,201
exp41a_ru_7a294d8c5f11ab8803083d16,0.9484536082474226,8,187
exp41a_ru_7ab23b92c1266280bb2d6057,0.9038461538461539,5,240
exp41a_ru_7b1a3e55ec2a88ec815053d4,0.8831168831168831,5,251
exp41a_ru_7b37d44c9bd87dff14de402d,0.9166666666666666,11,252
exp41a_ru_7b9e4c669d4613cb6f68ed76,0.9117647058823529,10,234
exp41a_ru_7bbb24887c11c72eb0a405e7,0.9230769230769231,12,246
exp41a_ru_7cd7b074c44cacc70efd36d6,0.9230769230769231,12,248
exp41a_ru_7dbaad3d8d487f0f7d966959,0.6627906976744186,3,188
exp41a_ru_7dd23cd054cf3669b1173209,0.7906976744186046,12,199
exp41a_ru_7e0b16b28c1b555d873c5b58,0.94,12,247
exp41a_ru_7e573b47b17e9aace6616d5a,0.9056603773584906,6,215
exp41a_ru_7e6ee964bd456e5f926c59dc,0.6515151515151515,10,255
exp41a_ru_7ecd47aeebe57444b0f9d1fc,0.9038461538461539,5,235
exp41a_ru_7f16f40020580d3825956f7d,0.9206349206349206,12,249
exp41a_ru_7f47cb173c819cd81c38620b,0.7362637362637363,10,249
exp41a_ru_7f8d66f66ff7a74acf3c2dd9,0.813953488372093,12,194
exp41a_ru_7fc7fb10ac2c685d718388e8,0.7906976744186046,12,193
exp41a_ru_7fdd0272349e00f4f82e90cf,0.7790697674418605,12,216
exp41a_ru_800162a7cba6faf9766d450f,0.696969696969697,11,242
exp41a_ru_805b0570417788874ab4afa7,0.825,10,180
exp41a_ru_8092451777153e8e1a228a67,0.6060606060606061,10,223
exp41a_ru_80ce40f942b2b6c45119de92,0.9206349206349206,12,249
exp41a_ru_8117df2ddd0fd17ea70b1a78,0.9375,12,199
exp41a_ru_818465604b9c16c26399648f,0.7802197802197802,7,184
exp41a_ru_81ae367a6adced06a7ee2346,0.8953488372093024,12,214
exp41a_ru_81bf101b6229b70acad4c16c,0.9038461538461539,5,248
exp41a_ru_823a2661fe596511a082a2a2,0.90625,8,236
exp41a_ru_82a06998767143bcb966f0b6,0.872093023255814,12,220
exp41a_ru_82e01bfeec1305c27824d14b,0.775,7,244
exp41a_ru_83050ae93d714357fd453f94,0.9444444444444444,10,214
exp41a_ru_830bf2e4f050a93fa75d92ce,0.935064935064935,5,240
exp41a_ru_8346c94fe3fa1a41018df827,0.825,12,191
exp41a_ru_8353b376a6bf56d62e1ae91f,0.6060606060606061,10,223
exp41a_ru_8362abebfeb615ee9b767bb3,0.9056603773584906,9,250
exp41a_ru_842cf2dd33a5bcaf3226f02b,0.9206349206349206,12,249
exp41a_ru_8460002cf6d032693616e489,0.9180327868852459,11,232
exp41a_ru_847a88bb129a1cdfc45b66f0,0.9117647058823529,11,239
exp41a_ru_84a339e5f5893d55b1557bc0,0.8823529411764706,9,251
exp41a_ru_84c3608fb3016ce18b02842f,0.9117647058823529,10,253
exp41a_ru_8540f400d148073aabc58ea4,0.8372093023255814,12,197
exp41a_ru_85a591fdf87d79ba7befb132,0.6075949367088608,8,254
exp41a_ru_85bda17dc04a06f5609befb2,0.9375,11,183
exp41a_ru_85d545d7782fcb9babf153cf,0.825,10,188
exp41a_ru_8626ccf2dbe120e36d3372d5,0.925531914893617,11,248
exp41a_ru_86e17f5e6c5175ab9c0d67da,0.8571428571428571,5,248
exp41a_ru_872afb39ca111bffc5485ecf,0.9038461538461539,5,235
exp41a_ru_8763fd407508b08256c38473,0.9166666666666666,10,231
exp41a_ru_87ee745be39749be0cb166cb,0.9230769230769231,12,246
exp41a_ru_8801b419ba57f3c8ae92f39d,0.9120879120879121,12,177
exp41a_ru_8823bfae9cb7dc5a75af87ff,0.9484536082474226,8,184
exp41a_ru_88353a77c994633e93492ca9,0.825,12,197
exp41a_ru_885ade4f1e61de0d0d8a7e7d,0.8484848484848485,12,253
exp41a_ru_885eabb1108e510cf4661461,0.9056603773584906,9,242
exp41a_ru_88687ef8c3f01014c9945c9e,0.9484536082474226,8,189
exp41a_ru_88cfe6d5fac1bf098bd6fb09,0.8333333333333334,12,253
exp41a_ru_890ff3a1db2d603d9646af44,0.8823529411764706,9,252
exp41a_ru_892188ab1f2b6a41fe9219ee,0.9117647058823529,6,237
exp41a_ru_89da8a6ddeb0f38c988b2abb,0.9113924050632911,11,176
exp41a_ru_89f73685b443f5d805aaf89f,0.84375,7,226
exp41a_ru_8a244971fba1c28f578385bd,0.775,7,249
exp41a_ru_8a2f428cf2b987026551100e,0.775,7,247
exp41a_ru_8a340ab8252aeadedb2bce90,0.825,12,180
exp41a_ru_8af1492cdd44c7aed6a893c0,0.8875,12,180
exp41a_ru_8af3934480b9a0c5a8f86f54,0.9056603773584906,9,241
exp41a_ru_8af98e29ee62f0e0069a21d5,0.9180327868852459,11,256
exp41a_ru_8b22719f4f8c7dcb90ac7a85,0.8985507246376812,12,236
exp41a_ru_8b2a03db77a6044061e756a5,0.90625,8,236
exp41a_ru_8c1e6e64f8c6dc30fc6b76b9,0.7727272727272727,12,238
exp41a_ru_8c4444cd667ef52533a25e6b,0.9180327868852459,11,255
exp41a_ru_8c568cf65240bcacff421cd2,0.9117647058823529,11,237
exp41a_ru_8c634d60db32202d5e824955,0.7727272727272727,12,227
exp41a_ru_8c6acc7cb1677711bce08179,0.9418604651162791,12,188
exp41a_ru_8cdce4d5d2312b59ecbb4526,0.927536231884058,10,229
exp41a_ru_8d073c77e421d676f49af251,0.9484536082474226,8,185
exp41a_ru_8d2943dd3d7532195b275da9,0.9206349206349206,12,249
exp41a_ru_8d4ba72628511541885891b5,0.6060606060606061,10,225
exp41a_ru_8dc0a49b531d8fc3331dca6a,0.8333333333333334,12,188
exp41a_ru_8ddb37acad9c0adb375753ac,0.8301886792452831,11,180
exp41a_ru_8e08e7a0e13edc1fc6e6ec67,0.9056603773584906,9,250
exp41a_ru_8f6cc4fa45202b027e7b3755,0.6612903225806451,7,203
exp41a_ru_8fd06c0573609444994f52f3,0.94,12,252
exp41a_ru_8fe296ba3a6176241bb6cb33,0.8571428571428571,10,182
exp41a_ru_9059b666ad14462ae8e4fdca,0.9361702127659575,10,236
exp41a_ru_905d40310773bd0aa6b26468,0.775,7,179
exp41a_ru_9061c50343b7ece8d42c6ad5,0.9038461538461539,5,245
exp41a_ru_908065d5a486276a2852506b,0.6060606060606061,10,242
exp41a_ru_908c5b5da62b6c8853da537e,0.927536231884058,10,229
exp41a_ru_9095c2f0423c97e42d250e3e,0.8831168831168831,5,247
exp41a_ru_90cedebaac38261fc749d024,0.8985507246376812,12,253
exp41a_ru_916c83cab50cb18ddb2042e4,0.8831168831168831,5,256
exp41a_ru_919037c0c48958dcc3c6ff69,0.825,12,181
exp41a_ru_91f0adb6664367bf1417a1fe,0.9361702127659575,11,247
exp41a_ru_92499467805f621660b7bb79,0.825,12,191
exp41a_ru_929dd464b0fa81f9c73d3831,0.6060606060606061,10,225
exp41a_ru_931a5d37f886fa18e838618d,0.9484536082474226,8,252
exp41a_ru_9375dc33983d386046c36fbc,0.9180327868852459,11,232
exp41a_ru_938c57d20aaad6e3af23bec3,0.7362637362637363,10,255
exp41a_ru_939de9758eda5bd75fe3961f,0.9230769230769231,12,246
exp41a_ru_93ade70ee522f2f3acff12c4,0.813953488372093,12,210
exp41a_ru_93b166de314f139116a35d67,0.94,12,247
exp41a_ru_941c3bf9b031767275e6367d,0.8734177215189873,11,168
exp41a_ru_9434de6f8d6666cb31c509b7,0.935064935064935,5,251
exp41a_ru_943d4ec4679c78319976585c,0.9180327868852459,11,255
exp41a_ru_94aa268c785a2ba4d23bdda6,0.8867924528301887,9,244
exp41a_ru_954ff207f7fd8c5315148a1f,0.7362637362637363,10,249
exp41a_ru_962521feb76a5e9cbcad7558,0.775,7,230
exp41a_ru_965290a5f485211e28005f6f,0.9361702127659575,11,245
exp41a_ru_96dee4f46c901f8ca77e8474,0.9120879120879121,12,164
exp41a_ru_96f9e5fb9cd7f4a3a3f376cc,0.7362637362637363,10,188
exp41a_ru_96fe8d95a36efc2958cab7d8,0.925531914893617,11,251
exp41a_ru_9708f24399cc7c7eece2b1c0,0.8860759493670886,12,193
exp41a_ru_97351ae515808be122fd27a1,0.9186046511627907,5,192
exp41a_ru_9781928c1d54d1b41e826429,0.813953488372093,12,197
exp41a_ru_97b5965e13623659dd10aacd,0.9375,11,183
exp41a_ru_97ceac91f71979a26cf00305,0.9375,11,183
exp41a_ru_97f4c6f9843a7bc2323eeb91,0.9375,10,214
exp41a_ru_9832863e7574f965787c41f7,0.927536231884058,9,227
exp41a_ru_9842061022c215e0d855e6a3,0.8571428571428571,10,180
exp41a_ru_98d1b080a760cf54d52ee727,0.9056603773584906,9,239
exp41a_ru_9959298cd1a6a0558a39fdb1,0.7,9,236
exp41a_ru_996a1487e1025df2aaede385,0.7,9,217
exp41a_ru_996a3557924d337311053c8a,0.927536231884058,10,228
exp41a_ru_997316223114e1b54aadd6da,0.9375,10,204
exp41a_ru_99741480e1e7e28df0be58cb,0.6060606060606061,10,225
exp41a_ru_99790fb558f6a3c175b35ad4,0.90625,8,235
exp41a_ru_99b3815585c47b576b62c201,0.7727272727272727,12,227
exp41a_ru_99d459ab47f66a14f16a9042,0.813953488372093,12,248
exp41a_ru_99eedeb11bdadfa1218dfd21,0.81,11,246
exp41a_ru_9a21f860223a0a556b067ac9,0.8985507246376812,12,240
exp41a_ru_9aa5d282fbd722bf6b687bf4,0.8333333333333334,12,250
exp41a_ru_9adf1343a51bb6dd7d22a143,0.90625,8,236
exp41a_ru_9af706d189175f5ba2268b28,0.7,6,253
exp41a_ru_9b4d745163a620053cf381e0,0.8333333333333334,12,207
exp41a_ru_9b5d44ce0e5796c1e3385b1a,0.935064935064935,5,200
exp41a_ru_9bbaefe441b9ed3b4a2b1020,0.9166666666666666,10,228
exp41a_ru_9c8cb6bfa518c35d1caaf017,0.6521739130434783,12,194
exp41a_ru_9cd44a6954774ce3a86ff792,0.8679245283018868,12,180
exp41a_ru_9d4df341eebdc085057e2f20,0.9230769230769231,12,246
exp41a_ru_9d570b8abde70a08b6aee1ec,0.935064935064935,5,198
exp41a_ru_9daa602a5d36237102659777,0.94,12,187
exp41a_ru_9dd9b81bd5bb262d648ef787,0.9032258064516129,10,232
exp41a_ru_9dfc7d4fee44d1ac29246dfe,0.8333333333333334,12,250
exp41a_ru_9e0d8ab23b15e844afe5ab08,0.7362637362637363,10,196
exp41a_ru_9e7335d04de96a3be9195a85,0.935064935064935,5,202
exp41a_ru_9ea48958c812f8b3cafaae23,0.94,12,246
exp41a_ru_9f2d492eb2bc892c766635b9,0.9117647058823529,10,239
exp41a_ru_9f2faebf12dc43aed65b3ecd,0.927536231884058,10,229
exp41a_ru_9f352f9b6320427aa078ee3b,0.9230769230769231,12,249
exp41a_ru_9f8b8c6a00ad438dbd9ef74e,0.9038461538461539,5,251
exp41a_ru_a0265e54d0a5a4420aa6c6d9,0.9056603773584906,9,250
exp41a_ru_a04802570a466e6c31a2f3d1,0.7659574468085106,12,208
exp41a_ru_a0df8df8c9fe7d722d77905a,0.7362637362637363,10,249
exp41a_ru_a100b0edd3385518fe82d981,0.9375,11,183
exp41a_ru_a1299cfe1b8e1e2e50687488,0.9375,9,214
exp41a_ru_a137a63ca5a66aa914626849,0.825,12,249
exp41a_ru_a1a0ebdde43f6ce790718987,0.925531914893617,11,184
exp41a_ru_a1a5ad6eeec5735f73b8a7d6,0.9038461538461539,5,245
exp41a_ru_a1c20cafd475992ea3d82de9,0.9240506329113924,8,196
exp41a_ru_a1eaa5c250c554a95463814b,0.935064935064935,5,250
exp41a_ru_a20334d0981dc41e1c5c4926,0.9056603773584906,9,250
exp41a_ru_a2a2af97af7c531c865d02ac,0.925531914893617,12,191
exp41a_ru_a347702927f55b74fb53b0c4,0.7,8,256
exp41a_ru_a3e2a95d5e51cf6beac54c1b,0.8333333333333334,12,207
exp41a_ru_a41fcd634417b51d2055f800,0.8823529411764706,9,252
exp41a_ru_a50136e18c6c5932c50b59a0,0.9117647058823529,11,237
exp41a_ru_a53ceab01bfa137c5fc1eb13,0.775,7,245
exp41a_ru_a57c5d81c86dc4b3547d0a20,0.935064935064935,5,251
exp41a_ru_a5eacc7fd46366ad6a6321af,0.8333333333333334,12,256
exp41a_ru_a5fb752abece80bfbc254b2e,0.813953488372093,12,197
exp41a_ru_a601b864a27e1f8e5c403f21,0.7790697674418605,12,249
exp41a_ru_a60485404e057d413bc2a311,0.925531914893617,11,247
exp41a_ru_a6350f73c516fe07f07e805c,0.9375,10,189
exp41a_ru_a6c9a5bef2ca1d88a2c36596,0.6612903225806451,7,212
exp41a_ru_a6ebf94766f9b0a4062717ee,0.8255813953488372,12,195
exp41a_ru_a75c6c4b5cd985138db16128,0.9056603773584906,9,247
exp41a_ru_a7d308904cf79bf25cb6fed8,0.8823529411764706,9,252
exp41a_ru_a8250de6a853bdb6d0ad4822,0.925531914893617,12,191
exp41a_ru_a87b6ed94a2c474ae52a4751,0.7325581395348837,12,195
exp41a_ru_a8c3e8f0757562132c05d0ce,0.872093023255814,12,213
exp41a_ru_a916ecfbdad90ab6e18ecdd6,0.9230769230769231,12,248
exp41a_ru_a93b4f2c2c3bdcaaee76b616,0.825,12,191
exp41a_ru_a943ea1e3bf4eea10bdefffd,0.9117647058823529,10,245
exp41a_ru_a99e6171d323b9ed6e6b6941,0.775,7,180
exp41a_ru_aa5ef8d73d0c70a4e70e58d1,0.9230769230769231,10,253
exp41a_ru_aadcd6cad11b171c8cc7c592,0.94,11,187
exp41a_ru_aae0676d0fdc75746f76b82c,0.6612903225806451,7,206
exp41a_ru_aae3e69c0dc2071102ca6008,0.9180327868852459,11,255
exp41a_ru_ab22f12f4aae5ff7f406198a,0.9206349206349206,12,249
exp41a_ru_ab4183a7cbfc7245aca6b57b,0.8860759493670886,11,256
exp41a_ru_abe3ee8cdea5523ef8ed79bb,0.6612903225806451,7,206
exp41a_ru_ac800bb26ae9282e286fcd6f,0.9206349206349206,12,249
exp41a_ru_acb4e94035390506af480f21,0.9120879120879121,12,176
exp41a_ru_ad168938883380b309259f6c,0.7096774193548387,7,213
exp41a_ru_ad6df37e6c489bf0226db25e,0.9418604651162791,5,210
exp41a_ru_ad8c6f1c630e8c59b5b6a3de,0.6060606060606061,10,244
exp41a_ru_adbd78c77c7854dbb311d44e,0.696969696969697,11,255
exp41a_ru_add52dd8002e6bb845a34bf9,0.9166666666666666,10,225
exp41a_ru_ae4efe51e8aae3a9124f1d1c,0.8181818181818182,12,255
exp41a_ru_ae6bbee177a872ded7da34ba,0.8333333333333334,12,223
exp41a_ru_ae9d7110d0cb48d415b840fc,0.925531914893617,11,251
exp41a_ru_aec92ce3b6a6f65ecb0b3685,0.927536231884058,10,229
exp41a_ru_af49f6a2c9a6f7ad5618340f,0.9038461538461539,5,235
exp41a_ru_af4ceecd14bbc78c5c3ca6d8,0.935064935064935,5,255
exp41a_ru_af4d51f18eb0738439d67340,0.927536231884058,10,229
exp41a_ru_afb2393e6795916d0fff2ae6,0.8490566037735849,8,247
exp41a_ru_b005209b5400de73e99028f3,0.9418604651162791,12,194
exp41a_ru_b027f9cb1702b8197b6bd27b,0.8548387096774194,10,234
exp41a_ru_b02bd7ef2f122f5ed7a411f7,0.935064935064935,5,201
exp41a_ru_b03d5df4096e999c7f4a0615,0.9180327868852459,11,256
exp41a_ru_b05b32b77168eaa3ba98d999,0.620253164556962,8,169
exp41a_ru_b08926740c79545bed7409e0,0.9117647058823529,10,241
exp41a_ru_b0c6dba5589b3a9efe7d7826,0.7362637362637363,10,249
exp41a_ru_b0d068f2d93ae8eb407b848f,0.9056603773584906,9,247
exp41a_ru_b10dc186aee61b0a57582035,0.6060606060606061,10,225
exp41a_ru_b1387245389b4432e01d1992,0.9375,10,219
exp41a_ru_b17e4274c1dcb082133015ff,0.9206349206349206,12,249
exp41a_ru_b1c5cb3cecff3608740013d2,0.9032258064516129,10,231
exp41a_ru_b1c8ab99f2918ddd4d24a692,0.9117647058823529,10,234
exp41a_ru_b1d2506e9fd7acbeee51ada9,0.7362637362637363,10,249
exp41a_ru_b1ef760f621fc81149058276,0.925531914893617,11,238
exp41a_ru_b23d0182210b15f72f116abd,0.9180327868852459,11,232
exp41a_ru_b26cdab8af20c53c08e3547a,0.9206349206349206,12,249
exp41a_ru_b270e6cb4f3c7b13bdbe40dd,0.8372093023255814,12,197
exp41a_ru_b2a15dd73328b12b0fb90d69,0.7419354838709677,9,239
exp41a_ru_b2bb42df2199123c2fd76835,0.9038461538461539,5,250
exp41a_ru_b31a96c83dfbb3ec7564177c,0.7802197802197802,7,186
exp41a_ru_b3425a0c98410bd5a468173e,0.9180327868852459,11,231
exp41a_ru_b34845c2365301be361c0860,0.8051948051948052,5,243
exp41a_ru_b383a9a730721f0ee69659d3,0.8375,7,256
exp41a_ru_b386d82c74cdcc0ef969ded1,0.9180327868852459,11,235
exp41a_ru_b3bfbd73b3c1a6f6d3912aa4,0.9180327868852459,11,256
exp41a_ru_b3cabd2e34ebe98f322d5252,0.935064935064935,5,251
exp41a_ru_b4470780798b7983333042f5,0.7741935483870968,8,234
exp41a_ru_b54608899dc41aca5b183098,0.9418604651162791,5,203
exp41a_ru_b54bddb76ce43d2cbaa68194,0.7,9,217
exp41a_ru_b54cc558ab5dd8593b72823b,0.94,12,201
exp41a_ru_b6079aaa5af22f412f9467ca,0.6666666666666666,10,243
exp41a_ru_b682c1dcb5b7ed8a5e817dab,0.6060606060606061,10,225
exp41a_ru_b68960284eeaf17509532752,0.927536231884058,10,229
exp41a_ru_b710ea4e8d2728a45298b2a5,0.7802197802197802,7,188
exp41a_ru_b7d08aa1768c77ad4e126666,0.7,8,240
exp41a_ru_b867c76886d2b6dcb57d982f,0.9206349206349206,12,249
exp41a_ru_b868be6128b3270035b239c8,0.90625,8,235
exp41a_ru_b88a7d3aa3c4ba8fd405bd55,0.8181818181818182,12,255
exp41a_ru_b8bf819f5e249a91f862653f,0.7,8,235
exp41a_ru_b8d1888b475415f348185081,0.7727272727272727,12,227
exp41a_ru_ba13189952c90be52c6f0f48,0.6483516483516484,9,190
exp41a_ru_ba1786647011c206ad21ba52,0.9180327868852459,11,232
exp41a_ru_ba1bc0ae27f9b3486c94119c,0.9032258064516129,10,239
exp41a_ru_ba76f60b93d9cdc41dfa3430,0.927536231884058,10,228
exp41a_ru_bab58e18319985ccb1de536f,0.9206349206349206,12,249
exp41a_ru_bb2d61d6e372c16ae30cb74d,0.927536231884058,10,229
exp41a_ru_bb3beeccb9b8e50be588d3af,0.9361702127659575,11,186
exp41a_ru_bba5b26a0a17f9a7ab5c37f6,0.9166666666666666,10,228
exp41a_ru_bc0acfb98257708a51c9e787,0.8831168831168831,5,247
